model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
ai21/j2-grande,1,0.004,0.0,0.7545,0.0,0.7585,0.0
amazon/nova-lite-v1:0,1,0.0269,0.0,0.7402,0.0,0.767,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0213,0.0,0.7822,0.0,0.7609,0.0
anthropic/claude-3-haiku-20240307,1,0.0215,0.0,0.2635,0.0,0.242,0.0
anthropic/claude-3-sonnet-20240229,1,0.0067,0.0,0.1106,0.0,0.1173,0.0
cohere/command-light,1,0.0279,0.0,0.6163,0.0,0.6442,0.0
cohere/command-r,1,0.0314,0.0,0.7643,0.0,0.7329,0.0
google/gemma-2-27b-it,1,0.0088,0.0,0.8006,0.0,0.7918,0.0
google/text-bison@001,1,0.0465,0.0,0.6752,0.0,0.7217,0.0
meta/llama-2-13b,1,0.022,0.0,0.7726,0.0,0.7506,0.0
mistralai/mistral-large-2407,1,0.0155,0.0,0.7969,0.0,0.7814,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0211,0.0,0.7531,0.0,0.7742,0.0
mistralai/open-mistral-nemo-2407,1,0.0131,0.0,0.7534,0.0,0.7402,0.0
openai/gpt-3.5-turbo-0613,1,0.0222,0.0,0.63,0.0,0.6522,0.0
openai/gpt-4o-mini-2024-07-18,1,0.0108,0.0,0.7839,0.0,0.7731,0.0
qwen/qwen1.5-14b,1,0.0499,0.0,0.7684,0.0,0.7184,0.0
qwen/qwen1.5-32b,1,0.0036,0.0,0.5943,0.0,0.5907,0.0
qwen/qwen1.5-7b,1,0.0162,0.0,0.4408,0.0,0.457,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0028,0.0,0.7542,0.0,0.757,0.0
snowflake/snowflake-arctic-instruct,1,0.0118,0.0,0.6385,0.0,0.6503,0.0
tiiuae/falcon-40b,1,0.0111,0.0,0.684,0.0,0.6729,0.0
tiiuae/falcon-7b,1,0.0507,0.0,0.6837,0.0,0.633,0.0
