model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-large-preview,1,0.004,0.0,0.72,0.0,0.716,0.0,MMLU-Lite
AlephAlpha/luminous-extended,1,0.0407,0.0,0.3,0.0,0.2593,0.0,MMLU-Lite
AlephAlpha/luminous-supreme,1,0.0034,0.0,0.3,0.0,0.3034,0.0,MMLU-Lite
ai21/j2-jumbo,1,0.0273,0.0,0.5,0.0,0.4727,0.0,MMLU-Lite
ai21/jamba-1.5-large,1,0.0704,0.0,0.76,0.0,0.6896,0.0,MMLU-Lite
anthropic/claude-3-5-sonnet-20240620,1,0.0158,0.0,0.82,0.0,0.8042,0.0,MMLU-Lite
anthropic/claude-3-haiku-20240307,1,0.0431,0.0,0.62,0.0,0.6631,0.0,MMLU-Lite
deepseek-ai/deepseek-v3,1,0.0078,0.0,0.8,0.0,0.8078,0.0,MMLU-Lite
google/gemini-1.5-flash-001,1,0.0219,0.0,0.68,0.0,0.7019,0.0,MMLU-Lite
google/gemini-1.5-flash-002,1,0.039,0.0,0.64,0.0,0.679,0.0,MMLU-Lite
google/gemini-1.5-pro-002,1,0.0354,0.0,0.76,0.0,0.7954,0.0,MMLU-Lite
meta/llama-2-13b,1,0.0138,0.0,0.52,0.0,0.5062,0.0,MMLU-Lite
meta/llama-3-70b,1,0.0455,0.0,0.66,0.0,0.7055,0.0,MMLU-Lite
meta/llama-3.1-70b-instruct-turbo,1,0.0125,0.0,0.7,0.0,0.7125,0.0,MMLU-Lite
meta/llama-65b,1,0.0185,0.0,0.56,0.0,0.5785,0.0,MMLU-Lite
microsoft/phi-3-small-8k-instruct,1,0.0596,0.0,0.6,0.0,0.6596,0.0,MMLU-Lite
mistralai/mistral-7b-v0.1,1,0.0002,0.0,0.58,0.0,0.5802,0.0,MMLU-Lite
openai/gpt-3.5-turbo-0613,1,0.0698,0.0,0.68,0.0,0.6102,0.0,MMLU-Lite
openai/gpt-4o-mini-2024-07-18,1,0.0133,0.0,0.68,0.0,0.6667,0.0,MMLU-Lite
qwen/qwen1.5-110b-chat,1,0.0416,0.0,0.74,0.0,0.6984,0.0,MMLU-Lite
qwen/qwen1.5-32b,1,0.0149,0.0,0.62,0.0,0.6349,0.0,MMLU-Lite
qwen/qwen2-72b-instruct,1,0.0143,0.0,0.76,0.0,0.7743,0.0,MMLU-Lite
01-ai/yi-large-preview,1,0.0016,0.0,0.1618,0.0,0.1601,0.0,WMT-14 Translation
AlephAlpha/luminous-extended,1,0.03,0.0,0.1069,0.0,0.0769,0.0,WMT-14 Translation
AlephAlpha/luminous-supreme,1,0.0135,0.0,0.1067,0.0,0.0932,0.0,WMT-14 Translation
ai21/j2-jumbo,1,0.003,0.0,0.1002,0.0,0.1032,0.0,WMT-14 Translation
ai21/jamba-1.5-large,1,0.0026,0.0,0.1879,0.0,0.1853,0.0,WMT-14 Translation
anthropic/claude-3-5-sonnet-20240620,1,0.0063,0.0,0.1986,0.0,0.205,0.0,WMT-14 Translation
anthropic/claude-3-haiku-20240307,1,0.0068,0.0,0.123,0.0,0.1299,0.0,WMT-14 Translation
deepseek-ai/deepseek-v3,1,0.0095,0.0,0.1789,0.0,0.1883,0.0,WMT-14 Translation
google/gemini-1.5-flash-001,1,0.0075,0.0,0.1954,0.0,0.2029,0.0,WMT-14 Translation
google/gemini-1.5-flash-002,1,0.0024,0.0,0.1891,0.0,0.1915,0.0,WMT-14 Translation
google/gemini-1.5-pro-002,1,0.0278,0.0,0.1765,0.0,0.2043,0.0,WMT-14 Translation
meta/llama-2-13b,1,0.027,0.0,0.1788,0.0,0.1518,0.0,WMT-14 Translation
meta/llama-3-70b,1,0.0217,0.0,0.2209,0.0,0.1991,0.0,WMT-14 Translation
meta/llama-3.1-70b-instruct-turbo,1,0.0005,0.0,0.1974,0.0,0.1979,0.0,WMT-14 Translation
meta/llama-65b,1,0.0179,0.0,0.187,0.0,0.1692,0.0,WMT-14 Translation
microsoft/phi-3-small-8k-instruct,1,0.04,0.0,0.1808,0.0,0.1407,0.0,WMT-14 Translation
mistralai/mistral-7b-v0.1,1,0.0258,0.0,0.1718,0.0,0.146,0.0,WMT-14 Translation
openai/gpt-3.5-turbo-0613,1,0.0149,0.0,0.1849,0.0,0.1699,0.0,WMT-14 Translation
openai/gpt-4o-mini-2024-07-18,1,0.0116,0.0,0.1971,0.0,0.1855,0.0,WMT-14 Translation
qwen/qwen1.5-110b-chat,1,0.008,0.0,0.1818,0.0,0.1738,0.0,WMT-14 Translation
qwen/qwen1.5-32b,1,0.0041,0.0,0.1775,0.0,0.1734,0.0,WMT-14 Translation
qwen/qwen2-72b-instruct,1,0.0169,0.0,0.202,0.0,0.1851,0.0,WMT-14 Translation
01-ai/yi-large-preview,1,0.004,0.0,0.66,0.0,0.664,0.0,MedQA
AlephAlpha/luminous-extended,1,0.08,0.0,0.34,0.0,0.26,0.0,MedQA
AlephAlpha/luminous-supreme,1,0.07,0.0,0.34,0.0,0.27,0.0,MedQA
ai21/j2-jumbo,1,0.022,0.0,0.46,0.0,0.438,0.0,MedQA
