model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.01531639722863741,0.011896858371200268,0.06,0.01909042808436847,0.05658198614318707,0.0,MATH-Classic
ai21/j1-grande-v2-beta,10,0.026937644341801383,0.01711309464306239,0.09866666666666665,0.03166491223210111,0.09468822170900693,0.0,MATH-Classic
ai21/j1-jumbo,10,0.022392609699769056,0.014016089476833837,0.04133333333333334,0.024184476196289405,0.05196304849884527,0.0,MATH-Classic
ai21/j2-large,10,0.01498075442648191,0.012472547653384873,0.03866666666666667,0.019275776393067948,0.0415704387990762,6.938893903907228e-18,MATH-Classic
anthropic/stanford-online-all-v4-s3,10,0.02633102386451116,0.014847925000345482,0.14800000000000002,0.026964997888208917,0.16166281755196305,0.0,MATH-Classic
cohere/command-xlarge-beta,10,0.01383525789068514,0.009270579011679062,0.096,0.01665332799572906,0.09584295612009239,1.3877787807814457e-17,MATH-Classic
cohere/xlarge-20221108,10,0.032554272517321015,0.015860935685047546,0.09733333333333333,0.035801924218926806,0.10277136258660509,1.3877787807814457e-17,MATH-Classic
lmsys/vicuna-7b-v1.3,10,0.016899153194765204,0.011741602759123924,0.07466666666666667,0.014847371634213393,0.08891454965357967,0.0,MATH-Classic
microsoft/TNLGv2_530B,10,0.026611239414934568,0.020836295924059917,0.132,0.03290390047800818,0.1397228637413395,0.0,MATH-Classic
microsoft/TNLGv2_7B,10,0.014666666666666665,0.01064702298299574,0.03333333333333333,0.017126976771553504,0.03926096997690531,0.0,MATH-Classic
mosaicml/mpt-30b,10,0.02846805234795997,0.018697997387647134,0.148,0.03396730454095199,0.14549653579676675,0.0,MATH-Classic
openai/text-babbage-001,10,0.006762124711316398,0.008582270644258531,0.016,0.009977753031397177,0.011547344110854504,0.0,MATH-Classic
openai/text-davinci-003,10,0.05066666666666666,0.03476932002791397,0.43199999999999994,0.06144916598294887,0.4318706697459584,5.551115123125783e-17,MATH-Classic
together/bloom,10,0.02,0.012814843657122415,0.05466666666666666,0.02343786110832926,0.05080831408775981,6.938893903907228e-18,MATH-Classic
together/opt-175b,10,0.015454965357967667,0.011428613725154458,0.04533333333333333,0.019043809142780935,0.042725173210161664,0.0,MATH-Classic
together/redpajama-incite-base-3b-v1,10,0.018275596612779055,0.012272074889394049,0.028000000000000004,0.017333333333333336,0.0415704387990762,6.938893903907228e-18,MATH-Classic
writer/palmyra-x,10,0.046364896073903004,0.04187238568420574,0.364,0.06198207626223712,0.371824480369515,0.0,MATH-Classic
AlephAlpha/luminous-base,10,0.035843249542737154,0.03401285709238609,0.35136823825817726,0.044546182513650404,0.3299848192417862,5.551115123125783e-17,QuAC
ai21/j1-grande-v2-beta,10,0.02918022689546438,0.03227265376525422,0.3934159809838193,0.043212298570368804,0.3883457664924923,0.0,QuAC
ai21/j1-jumbo,10,0.03570541331809412,0.022788765465719948,0.3667319717199491,0.03673812968818696,0.34564846635007573,0.0,QuAC
anthropic/stanford-online-all-v4-s3,10,0.03511013572364424,0.021797779079049028,0.3937001626239895,0.0374045185096578,0.41127192401470997,0.0,QuAC
cohere/command-xlarge-beta,10,0.045981939667971594,0.04055341817139893,0.452648781621037,0.05816674483719047,0.4332697131176618,0.0,QuAC
cohere/xlarge-20221108,10,0.05111669180500824,0.01875547853724635,0.4173818758311435,0.03779397145500266,0.3781862143632239,0.0,QuAC
lmsys/vicuna-7b-v1.3,10,0.034980048625036946,0.022108376216401413,0.4060503933876207,0.04042686053359653,0.39721562977261504,0.0,QuAC
microsoft/TNLGv2_530B,10,0.04433380962743237,0.021791886910215257,0.4125706581634295,0.04539519923499475,0.39308607714139676,5.551115123125783e-17,QuAC
microsoft/TNLGv2_7B,10,0.03525910753032823,0.021386256111243535,0.3556536444417729,0.03658727013587122,0.33662870611609785,5.551115123125783e-17,QuAC
mosaicml/mpt-30b,10,0.03815061002959806,0.035826212019264225,0.3946307239351058,0.05190490573200106,0.38793242010265494,5.551115123125783e-17,QuAC
openai/text-babbage-001,10,0.03117557148297028,0.01767833544839464,0.280394777473839,0.034476284121493145,0.27060572058924404,0.0,QuAC
openai/text-davinci-003,10,0.02499480818120963,0.022299534147160953,0.4792071406690311,0.028199910835716536,0.49728405102598916,0.0,QuAC
together/bloom,10,0.037377251723458994,0.022111080182709842,0.37922565448934414,0.023195941927646242,0.34251180027415307,0.0,QuAC
together/opt-175b,10,0.025462250663016706,0.019036737214264323,0.3822669003531346,0.02604265661761311,0.3640322188673411,0.0,QuAC
together/redpajama-incite-base-3b-v1,10,0.018692817991630122,0.01469650025490378,0.3129786632864586,0.02345287977522019,0.3090580773022382,0.0,QuAC
writer/palmyra-x,10,0.022294644665747553,0.017807469452440765,0.47501448568977994,0.027294689616724988,0.4666984128306594,0.0,QuAC
AlephAlpha/luminous-base,10,0.02840062073123434,0.02901960419320257,0.90880614520398,0.038670181713215616,0.9211895910780669,0.0,IMDB
ai21/j1-grande-v2-beta,10,0.024193798895202567,0.01697587037162103,0.9149388446946058,0.025464786029733674,0.9299410029498526,1.1102230246251565e-16,IMDB
ai21/j1-jumbo,10,0.030698559376014,0.029443246454002786,0.8872080875343439,0.032664222836662815,0.9144542772861358,1.1102230246251565e-16,IMDB
ai21/j2-large,10,0.02754045751851758,0.01625207442834659,0.935217464944633,0.03107818587587125,0.9427509293680296,1.1102230246251565e-16,IMDB
anthropic/stanford-online-all-v4-s3,10,0.028036740927793215,0.02107891721456777,0.9119318802112224,0.02953463097430414,0.9308550185873606,0.0,IMDB
cohere/command-xlarge-beta,10,0.02692208911450339,0.015164937900708357,0.9499197822108807,0.030849650459679925,0.9516728624535314,1.1102230246251565e-16,IMDB
cohere/xlarge-20221108,10,0.017003115035726567,0.013992064741175939,0.9366233254887915,0.021227530089665946,0.9424778761061946,1.1102230246251565e-16,IMDB
lmsys/vicuna-7b-v1.3,10,0.03932910176765144,0.022654363008899066,0.9166484007008581,0.04538257359075601,0.916,0.0,IMDB
microsoft/TNLGv2_530B,10,0.03088757039038258,0.025835952931848337,0.911838408827846,0.03271607983070137,0.9353159851301115,0.0,IMDB
microsoft/TNLGv2_7B,10,0.03324758932749274,0.014259081613007577,0.9013482403955135,0.026104231905459806,0.9263940520446099,2.220446049250313e-16,IMDB
mosaicml/mpt-30b,10,0.023654434486093733,0.015728456474198276,0.9517263193561105,0.02745924587107878,0.959,0.0,IMDB
openai/text-babbage-001,10,0.020933791897291533,0.019310184688463104,0.9020075883897467,0.027326833583172453,0.9100294985250738,0.0,IMDB
openai/text-davinci-003,10,0.03535571494798841,0.020435969069848205,0.8126661619919588,0.04072893385695591,0.8156342182890854,1.1102230246251565e-16,IMDB
together/bloom,10,0.030687299019372737,0.02335318581858956,0.934102227929795,0.03569340581131131,0.9486988847583643,0.0,IMDB
together/opt-175b,10,0.03611506532656853,0.021778969161880594,0.9389709375411128,0.04021545156796994,0.9516728624535314,1.1102230246251565e-16,IMDB
together/redpajama-incite-base-3b-v1,10,0.025231852407252044,0.02613577214615101,0.920315313007954,0.034832732869024344,0.9099999999999999,1.1102230246251565e-16,IMDB
writer/palmyra-x,10,0.027163056604572532,0.020156342785029705,0.9261181194687286,0.03358813060463559,0.9301115241635689,1.1102230246251565e-16,IMDB
AlephAlpha/luminous-base,10,0.04613333333333333,0.04249632663863757,0.33866666666666667,0.058484565865230154,0.31599999999999995,5.551115123125783e-17,BBQ
ai21/j1-grande-v2-beta,10,0.02453333333333334,0.03470357010132787,0.47733333333333333,0.04035398920112416,0.4640000000000001,5.551115123125783e-17,BBQ
ai21/j1-jumbo,10,0.04933333333333333,0.031615748537011656,0.356,0.05689756878227165,0.342,0.0,BBQ
ai21/j2-large,10,0.04806666666666667,0.028858582393765948,0.31866666666666665,0.05544166103011144,0.327,0.0,BBQ
anthropic/stanford-online-all-v4-s3,10,0.0458,0.02990770989412448,0.5333333333333333,0.054650404085117864,0.5309999999999999,1.1102230246251565e-16,BBQ
cohere/command-xlarge-beta,10,0.0506,0.027450480667720354,0.4706666666666667,0.05751907896032798,0.473,0.0,BBQ
cohere/xlarge-20221108,10,0.046133333333333346,0.043406911892001715,0.4106666666666666,0.050173033925938075,0.372,0.0,BBQ
microsoft/TNLGv2_530B,10,0.05226666666666666,0.04446941520740845,0.4653333333333333,0.06731682966060981,0.45200000000000007,5.551115123125783e-17,BBQ
microsoft/TNLGv2_7B,10,0.039466666666666664,0.023733333333333335,0.3146666666666667,0.042666666666666665,0.33199999999999996,5.551115123125783e-17,BBQ
openai/text-babbage-001,10,0.03386666666666667,0.028498421008890978,0.32933333333333337,0.0417612260356422,0.344,0.0,BBQ
openai/text-davinci-003,10,0.045333333333333316,0.027976180344476395,0.8746666666666666,0.051016337252557296,0.89,0.0,BBQ
together/bloom,10,0.025733333333333337,0.019256052439572232,0.3506666666666667,0.030433899228035553,0.36099999999999993,5.551115123125783e-17,BBQ
together/opt-175b,10,0.03733333333333334,0.03268876803361599,0.3573333333333334,0.04611097724210823,0.339,0.0,BBQ
writer/palmyra-x,10,0.04400000000000002,0.033334999958335394,0.748,0.0551200709562517,0.745,0.0,BBQ
AlephAlpha/luminous-base,10,0.03866666666666666,0.0223227701483524,0.5826666666666667,0.04464178411408855,0.5833935018050542,1.1102230246251565e-16,EntityMatching
ai21/j1-grande-v2-beta,10,0.036303249097472935,0.022775541518609912,0.8639999999999999,0.042499673201357946,0.8584837545126354,0.0,EntityMatching
ai21/j1-jumbo,10,0.04094825511432008,0.02963584441236186,0.892,0.04480079364376383,0.868592057761733,1.1102230246251565e-16,EntityMatching
ai21/j2-large,10,0.03230324909747292,0.020351170409426415,0.868,0.03697446566363212,0.8584837545126354,0.0,EntityMatching
anthropic/stanford-online-all-v4-s3,10,0.0428158844765343,0.027067382027610068,0.652,0.050402821790495454,0.6570397111913359,1.1102230246251565e-16,EntityMatching
cohere/command-xlarge-beta,10,0.04912635379061373,0.033207869989275815,0.5199999999999999,0.05902918298980976,0.5256317689530687,1.1102230246251565e-16,EntityMatching
cohere/xlarge-20221108,10,0.0468447653429603,0.03053103441714679,0.808,0.0556816347141896,0.8028880866425994,1.1102230246251565e-16,EntityMatching
lmsys/vicuna-7b-v1.3,10,0.026695547533092657,0.020600393585057563,0.8826666666666666,0.03362538723444932,0.8801444043321298,1.1102230246251565e-16,EntityMatching
microsoft/TNLGv2_530B,10,0.02707099879663054,0.014739639094802862,0.8853333333333333,0.029933259094191526,0.8779783393501805,0.0,EntityMatching
microsoft/TNLGv2_7B,10,0.033333333333333354,0.02858472518179169,0.5479999999999999,0.04318435930853773,0.555956678700361,0.0,EntityMatching
mosaicml/mpt-30b,10,0.02266666666666667,0.017588364003576478,0.9053333333333334,0.026297443897754694,0.8938628158844766,0.0,EntityMatching
openai/text-babbage-001,10,0.027533092659446468,0.02191435324725254,0.8053333333333332,0.03383620677453205,0.7956678700361011,0.0,EntityMatching
openai/text-davinci-003,10,0.033338146811071,0.017888559362610218,0.9066666666666666,0.037237973450050504,0.9133574007220217,0.0,EntityMatching
together/bloom,10,0.027682310469314075,0.010235075769751151,0.892,0.02761642023627731,0.8815884476534295,1.1102230246251565e-16,EntityMatching
together/opt-175b,10,0.0313309265944645,0.016819567551381403,0.15333333333333332,0.035402448126271344,0.15667870036101084,0.0,EntityMatching
together/redpajama-incite-base-3b-v1,10,0.03696750902527075,0.022451083937992288,0.3146666666666667,0.04266666666666666,0.3075812274368231,0.0,EntityMatching
writer/palmyra-x,10,0.018642599277978365,0.01258939405911403,0.9693333333333334,0.022350739485653616,0.9667870036101082,1.1102230246251565e-16,EntityMatching
AlephAlpha/luminous-base,10,0.038666666666666676,0.03233595338528738,0.24399999999999994,0.05026153819992203,0.24019174971615995,0.0,WikiFact
ai21/j1-grande-v2-beta,10,0.018666666666666654,0.015385179801044889,0.288,0.02399999999999999,0.2849754005298347,0.0,WikiFact
ai21/j1-jumbo,10,0.03433379588747319,0.01858028806809376,0.252,0.038850139424889234,0.255834489718683,0.0,WikiFact
ai21/j2-large,10,0.037783339808795835,0.022167880202308816,0.2001694515511474,0.04207893506412764,0.18798918457378683,0.0,WikiFact
anthropic/stanford-online-all-v4-s3,10,0.036,0.026171837071462794,0.29200000000000004,0.04440220214759123,0.29506749085404316,0.0,WikiFact
cohere/command-xlarge-beta,10,0.045370842269038314,0.022746700896869435,0.3453333333333334,0.04712159212552611,0.3264791219881418,0.0,WikiFact
cohere/xlarge-20221108,10,0.041107438711576454,0.026561289606779455,0.33333333333333337,0.03910100879630714,0.3038980698877255,0.0,WikiFact
lmsys/vicuna-7b-v1.3,10,0.027786888692653795,0.019638561374390857,0.2053333333333333,0.03222145592958552,0.19439888987006435,0.0,WikiFact
microsoft/TNLGv2_530B,10,0.032,0.027263613775618003,0.29333333333333333,0.04087922591134904,0.3031411631134099,0.0,WikiFact
microsoft/TNLGv2_7B,10,0.0314387115764686,0.019860796133729094,0.20933333333333337,0.036781637931023264,0.2038602245490097,0.0,WikiFact
mosaicml/mpt-30b,10,0.02933333333333334,0.016461386933947688,0.344,0.033625387234449314,0.34313107102308565,0.0,WikiFact
openai/text-babbage-001,10,0.029919010975148225,0.022154878680868,0.11733333333333336,0.037142368739157654,0.11479752743787057,0.0,WikiFact
openai/text-davinci-003,10,0.039646104032631094,0.02498262125847227,0.33333333333333337,0.045411696975803745,0.3448971868298222,5.551115123125783e-17,WikiFact
together/bloom,10,0.04375509860813254,0.010728860520701955,0.18,0.04472135954999579,0.1854421597073294,2.7755575615628914e-17,WikiFact
together/opt-175b,10,0.029401623144527145,0.01846369165552347,0.18133333333333335,0.03435759660460034,0.1863252176106976,2.7755575615628914e-17,WikiFact
together/redpajama-incite-base-3b-v1,10,0.018679954585593538,0.011069289341042891,0.15066666666666667,0.021540659228538015,0.1533997729279677,0.0,WikiFact
writer/palmyra-x,10,0.03748606030023969,0.029183373653457464,0.296,0.04611097724210823,0.30743030150119843,0.0,WikiFact
AlephAlpha/luminous-base,10,0.0344929212864772,0.01777136786108441,0.18273015138953663,0.03831152300049065,0.17658114009405418,2.7755575615628914e-17,NaturalQA-Classic
ai21/j1-grande-v2-beta,10,0.03604319134824351,0.03506903137896736,0.2764558655533027,0.050260448484213106,0.2747718457817877,0.0,NaturalQA-Classic
ai21/j1-jumbo,10,0.041378361273101696,0.04175191881361674,0.2716233929838926,0.05341873021641194,0.24709115361745146,2.7755575615628914e-17,NaturalQA-Classic
ai21/j2-large,10,0.044031151674972756,0.030071538567073886,0.24229601372291648,0.05238764283243381,0.2323675381059441,0.0,NaturalQA-Classic
anthropic/stanford-online-all-v4-s3,10,0.04774908437892193,0.02661431548987134,0.2354709661711341,0.05437025155536463,0.24114305518896373,0.0,NaturalQA-Classic
cohere/command-xlarge-beta,10,0.03091211735649932,0.01967289887494218,0.3226539937047287,0.036472553319417095,0.3191418997469929,5.551115123125783e-17,NaturalQA-Classic
cohere/xlarge-20221108,10,0.054747219808130985,0.02140830868186137,0.32906799746220605,0.058534118144108555,0.3236522084680508,0.0,NaturalQA-Classic
lmsys/vicuna-7b-v1.3,10,0.04425582525895998,0.03324062553534063,0.2735593644117626,0.04671145404496403,0.24386833350447418,2.7755575615628914e-17,NaturalQA-Classic
microsoft/TNLGv2_530B,10,0.05427009033078585,0.032939047536032565,0.3259830115875667,0.06273116160403035,0.3162349389113043,5.551115123125783e-17,NaturalQA-Classic
microsoft/TNLGv2_7B,10,0.036746609449336144,0.029957729803296636,0.16339047937640297,0.04739968311564303,0.16236631067643528,0.0,NaturalQA-Classic
mosaicml/mpt-30b,10,0.037872104226331624,0.033712490185808436,0.2899723928392055,0.050358170825015446,0.29587856793116807,5.551115123125783e-17,NaturalQA-Classic
openai/text-babbage-001,10,0.02322628868574935,0.015375971785860094,0.07032716458516644,0.026705619973138667,0.062409408822096245,6.938893903907228e-18,NaturalQA-Classic
openai/text-davinci-003,10,0.050269672754154546,0.02162206299247317,0.3606868667230458,0.05419689713480004,0.3682532362501155,5.551115123125783e-17,NaturalQA-Classic
together/bloom,10,0.04059534422877077,0.02970380542784297,0.2222127284003545,0.04763229841009649,0.2060429362520594,2.7755575615628914e-17,NaturalQA-Classic
together/opt-175b,10,0.05538816644471486,0.03717077440355339,0.2751169291255113,0.06152072270950191,0.24933483981591748,2.7755575615628914e-17,NaturalQA-Classic
together/redpajama-incite-base-3b-v1,10,0.03132015339134081,0.015148595857919138,0.16641829052563595,0.034232963475846145,0.16021053919483466,2.7755575615628914e-17,NaturalQA-Classic
writer/palmyra-x,10,0.048783694836630934,0.03233370054884337,0.357771826339009,0.05771163051747479,0.36750243660303034,5.551115123125783e-17,NaturalQA-Classic
AlephAlpha/luminous-base,10,0.0,0.0,0.0,0.0,0.0,0.0,SRN
ai21/j1-grande-v2-beta,10,0.03333333333333334,0.015546425892297282,0.12577777777777777,0.03676015018978172,0.127,0.0,SRN
ai21/j1-jumbo,10,0.03600000000000001,0.03025998457809698,0.20044444444444448,0.04441999327407802,0.185,0.0,SRN
ai21/j2-large,10,0.029333333333333333,0.011315890716865798,0.16711111111111113,0.03143953632680426,0.16733333333333333,0.0,SRN
anthropic/stanford-online-all-v4-s3,10,0.03911111111111111,0.02028470201414034,0.23377777777777778,0.04405159713196042,0.233,0.0,SRN
cohere/command-xlarge-beta,10,0.06493333333333333,0.033488092595413854,0.21555555555555556,0.07235713893981406,0.22566666666666663,2.7755575615628914e-17,SRN
cohere/xlarge-20221108,10,0.0,0.0,0.0,0.0,0.0,0.0,SRN
lmsys/vicuna-7b-v1.3,10,0.04055555555555556,0.02848434701184773,0.25244444444444447,0.047942352213908634,0.265,0.0,SRN
microsoft/TNLGv2_530B,10,0.04,0.01608657134935153,0.2853333333333333,0.04308131845707603,0.2836666666666666,5.551115123125783e-17,SRN
microsoft/TNLGv2_7B,10,0.029333333333333333,0.017945046429531042,0.22133333333333333,0.032465746431554976,0.21000000000000002,2.7755575615628914e-17,SRN
mosaicml/mpt-30b,10,0.020022222222222223,0.015059126267835633,0.18888888888888888,0.02411904631327135,0.19566666666666666,0.0,SRN
openai/text-babbage-001,10,0.03980000000000001,0.027265896937428438,0.24244444444444446,0.04800668677703808,0.23766666666666664,2.7755575615628914e-17,SRN
openai/text-davinci-003,10,0.023044444444444444,0.015472093556217465,0.8304444444444444,0.024283307277751076,0.817,0.0,SRN
together/bloom,10,0.03922222222222223,0.02107482261249541,0.24755555555555558,0.04413447464116743,0.24166666666666664,2.7755575615628914e-17,SRN
together/opt-175b,10,0.03564444444444445,0.03046296273781377,0.3408888888888889,0.046785035066491495,0.344,0.0,SRN
together/redpajama-incite-base-3b-v1,10,0.0,0.0,0.0,0.0,0.0,0.0,SRN
writer/palmyra-x,10,0.04571111111111111,0.024928302126570514,0.6804444444444445,0.0503008234475955,0.667,0.0,SRN
AlephAlpha/luminous-base,10,0.035516992046276195,0.031469777383945095,0.1973333333333334,0.04414118761932494,0.21475054229934926,2.7755575615628914e-17,LSAT
ai21/j1-grande-v2-beta,10,0.024,0.0214553448804724,0.18666666666666668,0.032110918876779464,0.1843817787418655,0.0,LSAT
ai21/j1-jumbo,10,0.04114533622559653,0.0396914567530566,0.23999999999999994,0.056881944020537444,0.23427331887201733,2.7755575615628914e-17,LSAT
ai21/j2-large,10,0.031999999999999994,0.01998892540050817,0.2,0.03723797345005051,0.20607375271149672,2.7755575615628914e-17,LSAT
anthropic/stanford-online-all-v4-s3,10,0.030383224873463476,0.02666587065501816,0.23333333333333334,0.03590109871423002,0.21475054229934926,2.7755575615628914e-17,LSAT
cohere/command-xlarge-beta,10,0.03431091829356471,0.023697567657421037,0.196,0.04046397574798271,0.20607375271149672,2.7755575615628914e-17,LSAT
