model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_maywell__PiVoT-SUS-RP,1,0.048,0.0,0.5936,0.0,0.5457,0.0
open-llm-leaderboard/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,1,0.0553,0.0,0.7095,0.0,0.6542,0.0
open-llm-leaderboard/details_bhavinjawade__SOLAR-10B-Nector-DPO-Jawade,1,0.1457,0.0,0.8549,0.0,0.7092,0.0
open-llm-leaderboard/details_AA051611__limb,1,0.0243,0.0,0.6079,0.0,0.5837,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0007,0.0,0.6659,0.0,0.6652,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.13,0.0,0.7429,0.0,0.6129,0.0
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0673,0.0,0.5817,0.0,0.5144,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0528,0.0,0.6005,0.0,0.5477,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0673,0.0,0.6601,0.0,0.5928,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.1647,0.0,0.5907,0.0,0.4259,0.0
open-llm-leaderboard/details_udkai__Turdus,1,0.0693,0.0,0.7405,0.0,0.6711,0.0
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.0539,0.0,0.5946,0.0,0.5407,0.0
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.0905,0.0,0.5408,0.0,0.4502,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.0532,0.0,0.595,0.0,0.5417,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0577,0.0,0.7141,0.0,0.6564,0.0
open-llm-leaderboard/details_notbdq__alooowso,1,0.0746,0.0,0.7564,0.0,0.6818,0.0
open-llm-leaderboard/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,1,0.0835,0.0,0.621,0.0,0.5375,0.0
open-llm-leaderboard/details_AdaptLLM__finance-chat,1,0.126,0.0,0.5714,0.0,0.4454,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-mixtral-7bx8-v16.3-32k,1,0.0859,0.0,0.6497,0.0,0.5639,0.0
open-llm-leaderboard/details_jondurbin__bagel-dpo-34b-v0.2,1,0.0801,0.0,0.7806,0.0,0.7005,0.0
open-llm-leaderboard/details_Weyaxi__Nous-Hermes-2-SUS-Chat-2x34B,1,0.0451,0.0,0.6192,0.0,0.5742,0.0
open-llm-leaderboard/details_HenryJJ__Instruct_Mistral-7B-v0.1_Dolly15K,1,0.0984,0.0,0.534,0.0,0.4356,0.0
open-llm-leaderboard/details_cognitivecomputations__dolphin-2.2.1-mistral-7b,1,0.0783,0.0,0.6097,0.0,0.5314,0.0
open-llm-leaderboard/details_decapoda-research__Antares-11b-v1,1,0.0903,0.0,0.6186,0.0,0.5284,0.0
open-llm-leaderboard/details_jeonsworld__CarbonVillain-en-10.7B-v3,1,0.1321,0.0,0.8504,0.0,0.7184,0.0
open-llm-leaderboard/details_nlpguy__ColorShadow-7B,1,0.0247,0.0,0.6203,0.0,0.5956,0.0
open-llm-leaderboard/details_Walmart-the-bag__Solar-10.7B-Cato,1,0.1001,0.0,0.717,0.0,0.6168,0.0
open-llm-leaderboard/details_uukuguy__speechless-coder-ds-6.7b,1,0.0999,0.0,0.5167,0.0,0.4167,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-uncensored,1,0.0849,0.0,0.6537,0.0,0.5687,0.0
open-llm-leaderboard/details_vikash06__mistral_v1,1,0.121,0.0,0.4963,0.0,0.3753,0.0
open-llm-leaderboard/details_abdulrahman-nuzha__finetuned-Mistral-5000-v1.0,1,0.0626,0.0,0.4744,0.0,0.4117,0.0
open-llm-leaderboard/details_zyh3826__GML-Mistral-merged-v1,1,0.0498,0.0,0.7426,0.0,0.6928,0.0
open-llm-leaderboard/details_Weyaxi__SauerkrautLM-UNA-SOLAR-Instruct,1,0.1387,0.0,0.8567,0.0,0.718,0.0
open-llm-leaderboard/details_Zangs3011__mistral_7b_DolphinCoder,1,0.1198,0.0,0.5593,0.0,0.4395,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.4,1,0.0672,0.0,0.6401,0.0,0.5729,0.0
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-SOLAR-Instruct,1,0.1228,0.0,0.8423,0.0,0.7195,0.0
open-llm-leaderboard/details_xDAN-AI__xDAN-L1Mix-DeepThinking-v2,1,0.0538,0.0,0.6076,0.0,0.5538,0.0
open-llm-leaderboard/details_KnutJaegersberg__Walter-Mistral-7B,1,0.0942,0.0,0.4936,0.0,0.3993,0.0
open-llm-leaderboard/details_cookinai__BruinHermes,1,0.0415,0.0,0.6975,0.0,0.656,0.0
open-llm-leaderboard/details_microsoft__phi-2,1,0.1497,0.0,0.5944,0.0,0.4447,0.0
open-llm-leaderboard/details_one-man-army__una-neural-chat-v3-3-P2-OMA,1,0.1077,0.0,0.7625,0.0,0.6549,0.0
open-llm-leaderboard/details_martyn__llama-megamerge-dare-13b,1,0.1213,0.0,0.5788,0.0,0.4576,0.0
open-llm-leaderboard/details_Dans-DiscountModels__Dans-07YahooAnswers-7b,1,0.0679,0.0,0.4863,0.0,0.4184,0.0
open-llm-leaderboard/details_janhq__supermario-slerp,1,0.0313,0.0,0.6324,0.0,0.6011,0.0
open-llm-leaderboard/details_perlthoughts__Chupacabra-7B-v2.03-128k,1,0.0751,0.0,0.5867,0.0,0.5116,0.0
open-llm-leaderboard/details_ehartford__dolphin-2.2-yi-34b-200k,1,0.0606,0.0,0.5199,0.0,0.4593,0.0
open-llm-leaderboard/details_jondurbin__spicyboros-70b-2.2,1,0.0605,0.0,0.6436,0.0,0.5831,0.0
open-llm-leaderboard/details_hfl__chinese-alpaca-2-13b-16k,1,0.0975,0.0,0.5625,0.0,0.465,0.0
open-llm-leaderboard/details_zyh3826__llama2-13b-ft-openllm-leaderboard-v1,1,0.1031,0.0,0.5104,0.0,0.4072,0.0
open-llm-leaderboard/details_uukuguy__speechless-code-mistral-7b-v2.0,1,0.1147,0.0,0.6352,0.0,0.5205,0.0
open-llm-leaderboard/details_Q-bert__MetaMath-Cybertron,1,0.0505,0.0,0.6275,0.0,0.5771,0.0
open-llm-leaderboard/details_adamo1139__Yi-34B-AEZAKMI-v1,1,0.0621,0.0,0.6195,0.0,0.5573,0.0
open-llm-leaderboard/details_WebraftAI__synapsellm-7b-mistral-v0.3-preview,1,0.0935,0.0,0.6438,0.0,0.5503,0.0
open-llm-leaderboard/details_simonveitner__MathHermes-2.5-Mistral-7B,1,0.0491,0.0,0.5686,0.0,0.5195,0.0
open-llm-leaderboard/details_migtissera__Tess-XS-v1-3-yarn-128K,1,0.1124,0.0,0.6143,0.0,0.502,0.0
open-llm-leaderboard/details_argilla__notus-7b-v1,1,0.0386,0.0,0.5821,0.0,0.5435,0.0
open-llm-leaderboard/details_922-CA__monika-ddlc-7b-v1,1,0.1261,0.0,0.5656,0.0,0.4394,0.0
open-llm-leaderboard/details_speechlessai__speechless-mistral-7b-dare-0.85,1,0.0907,0.0,0.5975,0.0,0.5068,0.0
open-llm-leaderboard/details_PeanutJar__Mistral-v0.1-PeanutButter-v0.0.2-7B,1,0.0955,0.0,0.5547,0.0,0.4592,0.0
open-llm-leaderboard/details_Sao10K__Euryale-L2-70B,1,0.0556,0.0,0.6005,0.0,0.5449,0.0
open-llm-leaderboard/details_Undi95__ReMM-v2.1-L2-13B,1,0.0644,0.0,0.5674,0.0,0.503,0.0
open-llm-leaderboard/details_Charlie911__vicuna-7b-v1.5-lora-mixed-datasets-time-unit,1,0.1033,0.0,0.5065,0.0,0.4033,0.0
open-llm-leaderboard/details_migtissera__SynthIA-7B-v1.3,1,0.1092,0.0,0.6229,0.0,0.5137,0.0
open-llm-leaderboard/details_Envoid__Libra-19B,1,0.0726,0.0,0.5567,0.0,0.4841,0.0
open-llm-leaderboard/details_zarakiquemparte__kuchiki-l2-7b,1,0.1248,0.0,0.6235,0.0,0.4988,0.0
open-llm-leaderboard/details_lu-vae__llama2-13B-sharegpt4-orca-openplatypus-8w,1,0.0421,0.0,0.4986,0.0,0.4566,0.0
open-llm-leaderboard/details_HuggingFaceH4__starchat-beta,1,0.1283,0.0,0.6005,0.0,0.4722,0.0
open-llm-leaderboard/details_totally-not-an-llm__EverythingLM-13b-V3-peft,1,0.0196,0.0,0.5494,0.0,0.5298,0.0
open-llm-leaderboard/details_mncai__Llama2-7B-guanaco-1k,1,0.1015,0.0,0.5784,0.0,0.4769,0.0
open-llm-leaderboard/details_wei123602__llama2-13b-FINETUNE3_TEST,1,0.0654,0.0,0.4676,0.0,0.4022,0.0
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,1,0.1002,0.0,0.5074,0.0,0.4072,0.0
open-llm-leaderboard/details_TheBloke__Wizard-Vicuna-13B-Uncensored-HF,1,0.1237,0.0,0.6406,0.0,0.5169,0.0
open-llm-leaderboard/details_dhmeltzer__Llama-2-13b-hf-ds_wiki_1024_full_r_64_alpha_16_merged,1,0.1269,0.0,0.4854,0.0,0.3585,0.0
open-llm-leaderboard/details_Undi95__MLewd-ReMM-L2-Chat-20B,1,0.036,0.0,0.5203,0.0,0.5563,0.0
open-llm-leaderboard/details_jondurbin__airoboros-7b,1,0.1037,0.0,0.5377,0.0,0.4339,0.0
open-llm-leaderboard/details_jondurbin__airoboros-7b-gpt4-1.4.1-qlora,1,0.0833,0.0,0.4441,0.0,0.3607,0.0
open-llm-leaderboard/details_NousResearch__CodeLlama-34b-hf,1,0.0966,0.0,0.4855,0.0,0.3889,0.0
open-llm-leaderboard/details_TFLai__Nous-Hermes-Platypus2-13B-QLoRA-0.80-epoch,1,0.0012,0.0,0.5096,0.0,0.5108,0.0
open-llm-leaderboard/details_jondurbin__airoboros-33b-gpt4-m2.0,1,0.0303,0.0,0.511,0.0,0.4807,0.0
open-llm-leaderboard/details_OpenAssistant__llama2-70b-oasst-sft-v10,1,0.0749,0.0,0.6393,0.0,0.5645,0.0
open-llm-leaderboard/details_Aeala__GPT4-x-AlpacaDente2-30b,1,0.0808,0.0,0.5646,0.0,0.4838,0.0
open-llm-leaderboard/details_bofenghuang__vigogne-7b-instruct,1,0.038,0.0,0.4626,0.0,0.4247,0.0
open-llm-leaderboard/details_Aspik101__trurl-2-13b-pl-instruct_unload,1,0.1007,0.0,0.5563,0.0,0.4556,0.0
open-llm-leaderboard/details_codellama__CodeLlama-7b-hf,1,0.0998,0.0,0.478,0.0,0.3782,0.0
open-llm-leaderboard/details_ausboss__llama7b-wizardlm-unfiltered,1,0.0584,0.0,0.436,0.0,0.3775,0.0
open-llm-leaderboard/details_digitous__Javalion-R,1,0.1174,0.0,0.4618,0.0,0.3444,0.0
open-llm-leaderboard/details_Austism__chronos-hermes-13b-v2,1,0.0652,0.0,0.5743,0.0,0.5091,0.0
open-llm-leaderboard/details_chargoddard__MelangeC-70b,1,0.0331,0.0,0.6144,0.0,0.5813,0.0
open-llm-leaderboard/details_pe-nlp__llama-2-13b-platypus-vicuna-wizard,1,0.1223,0.0,0.5413,0.0,0.4191,0.0
open-llm-leaderboard/details_kingbri__chronolima-airo-grad-l2-13B,1,0.1196,0.0,0.5653,0.0,0.4458,0.0
open-llm-leaderboard/details_openbmb__UltraLM-65b,1,0.0794,0.0,0.6145,0.0,0.5351,0.0
open-llm-leaderboard/details_kevinpro__Vicuna-13B-CoT,1,0.1014,0.0,0.6222,0.0,0.5208,0.0
open-llm-leaderboard/details_HiTZ__alpaca-lora-65b-en-pt-es-ca,1,0.0606,0.0,0.5212,0.0,0.4606,0.0
open-llm-leaderboard/details_FreedomIntelligence__phoenix-inst-chat-7b,1,0.0865,0.0,0.5573,0.0,0.4708,0.0
open-llm-leaderboard/details_ashercn97__manatee-7b,1,0.1102,0.0,0.5779,0.0,0.4677,0.0
open-llm-leaderboard/details_rombodawg__LosslessMegaCoder-llama2-7b-mini,1,0.1241,0.0,0.5818,0.0,0.4577,0.0
open-llm-leaderboard/details_Sao10K__Mythical-Destroyer-V2-L2-13B,1,0.0091,0.0,0.5801,0.0,0.5709,0.0
open-llm-leaderboard/details_bongchoi__test-llama2-7b,1,0.1162,0.0,0.5037,0.0,0.3875,0.0
