model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0139,0.0,0.4749,0.0,0.461,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0102,0.0,0.6666,0.0,0.6564,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0087,0.0,0.5669,0.0,0.5582,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0257,0.0,0.6666,0.0,0.641,0.0
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Instruct-DPO,1,0.0355,0.0,0.7564,0.0,0.721,0.0
open-llm-leaderboard/details_Weyaxi__openchat-3.5-1210-Seraph-Slerp,1,0.0016,0.0,0.5791,0.0,0.5775,0.0
open-llm-leaderboard/details_Brillibits__Instruct_Mixtral-8x7B-v0.1_Dolly15K,1,0.0123,0.0,0.6361,0.0,0.6483,0.0
open-llm-leaderboard/details_xDAN-AI__xDAN-L1Mix-DeepThinking-v2,1,0.0469,0.0,0.5069,0.0,0.5538,0.0
open-llm-leaderboard/details_martyn__llama2-megamerge-dare-13b-v2,1,0.008,0.0,0.4647,0.0,0.4727,0.0
open-llm-leaderboard/details_Intel__neural-chat-7b-v3-3,1,0.0017,0.0,0.6284,0.0,0.6301,0.0
open-llm-leaderboard/details_zyh3826__llama2-13b-ft-openllm-leaderboard-v1,1,0.0006,0.0,0.4079,0.0,0.4072,0.0
open-llm-leaderboard/details_migtissera__Tess-M-v1.3,1,0.0036,0.0,0.5567,0.0,0.5603,0.0
open-llm-leaderboard/details_maywell__Synatra-7B-v0.3-RP,1,0.0084,0.0,0.5348,0.0,0.5264,0.0
open-llm-leaderboard/details_luffycodes__llama-shishya-7b-ep3-v1,1,0.0267,0.0,0.3357,0.0,0.309,0.0
open-llm-leaderboard/details_KnutJaegersberg__deacon-13b,1,0.0212,0.0,0.4145,0.0,0.3933,0.0
open-llm-leaderboard/details_DevaMalla__llama_7b_lora,1,0.013,0.0,0.3345,0.0,0.3474,0.0
open-llm-leaderboard/details_hyunseoki__ko-ref-llama2-13b,1,0.0244,0.0,0.3826,0.0,0.3582,0.0
open-llm-leaderboard/details_TheBloke__tulu-7B-fp16,1,0.0392,0.0,0.3769,0.0,0.4161,0.0
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-huangyt_Fintune_1_17w-q_k_v_o_proj,1,0.019,0.0,0.4054,0.0,0.3864,0.0
open-llm-leaderboard/details_The-Face-Of-Goonery__huginnv1.2,1,0.012,0.0,0.4661,0.0,0.4781,0.0
open-llm-leaderboard/details_wahaha1987__llama_13b_sharegpt94k_fastchat,1,0.0131,0.0,0.4823,0.0,0.4954,0.0
open-llm-leaderboard/details_klosax__open_llama_13b_600bt_preview,1,0.0226,0.0,0.3692,0.0,0.3466,0.0
open-llm-leaderboard/details_The-Face-Of-Goonery__Chronos-Beluga-v2-13bfp16,1,0.0051,0.0,0.5272,0.0,0.5323,0.0
open-llm-leaderboard/details_HiTZ__alpaca-lora-65b-en-pt-es-ca,1,0.013,0.0,0.4476,0.0,0.4606,0.0
open-llm-leaderboard/details_Sao10K__Stheno-L2-13B,1,0.007,0.0,0.4948,0.0,0.5018,0.0
