model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-large-preview,1,0.0306,0.0,0.1295,0.0,0.1601,0.0
AlephAlpha/luminous-base,1,0.0048,0.0,0.0577,0.0,0.0625,0.0
allenai/olmo-7b,1,0.0042,0.0,0.0871,0.0,0.0912,0.0
amazon/nova-lite-v1:0,1,0.0192,0.0,0.1621,0.0,0.1812,0.0
cohere/command-r-plus,1,0.0208,0.0,0.1617,0.0,0.1825,0.0
cohere/command-r,1,0.0174,0.0,0.1135,0.0,0.1309,0.0
databricks/dbrx-instruct,1,0.0034,0.0,0.1132,0.0,0.1166,0.0
google/gemini-1.5-flash-002,1,0.0177,0.0,0.1738,0.0,0.1915,0.0
google/gemma-2-27b-it,1,0.0215,0.0,0.1701,0.0,0.1917,0.0
google/text-unicorn@001,1,0.0238,0.0,0.2028,0.0,0.2266,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0302,0.0,0.1789,0.0,0.209,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0024,0.0,0.1624,0.0,0.16,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0043,0.0,0.154,0.0,0.1583,0.0
microsoft/phi-3-small-8k-instruct,1,0.0236,0.0,0.1171,0.0,0.1407,0.0
mistralai/mistral-large-2402,1,0.0052,0.0,0.1586,0.0,0.1639,0.0
mistralai/open-mistral-nemo-2407,1,0.0107,0.0,0.1501,0.0,0.1607,0.0
openai/gpt-3.5-turbo-0613,1,0.0205,0.0,0.1495,0.0,0.1699,0.0
openai/gpt-4-1106-preview,1,0.002,0.0,0.1836,0.0,0.1816,0.0
openai/gpt-4o-2024-05-13,1,0.0283,0.0,0.1774,0.0,0.2057,0.0
tiiuae/falcon-40b,1,0.0036,0.0,0.1477,0.0,0.1441,0.0
upstage/solar-pro-241126,1,0.0031,0.0,0.1557,0.0,0.1527,0.0
writer/palmyra-x-004,1,0.0072,0.0,0.1875,0.0,0.1804,0.0
