model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0111,0.0,0.0514,0.0,0.0625,0.0
ai21/jamba-1.5-mini,1,0.0375,0.0,0.2024,0.0,0.1648,0.0
allenai/olmo-7b,1,0.012,0.0,0.0792,0.0,0.0912,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0133,0.0,0.2157,0.0,0.2023,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0165,0.0,0.1528,0.0,0.1693,0.0
meta/llama-3.3-70b-instruct-turbo,1,0.0366,0.0,0.2313,0.0,0.1947,0.0
mistralai/mistral-7b-v0.1,1,0.0098,0.0,0.1362,0.0,0.146,0.0
mistralai/mixtral-8x22b,1,0.0067,0.0,0.18,0.0,0.1867,0.0
openai/gpt-4-1106-preview,1,0.0015,0.0,0.1801,0.0,0.1816,0.0
openai/gpt-4o-2024-05-13,1,0.0422,0.0,0.2479,0.0,0.2057,0.0
