model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Math-Instruct-DPO-v1,1,0.08,0.0,0.4,0.0,0.32,0.0
open-llm-leaderboard/details_fblgit__UNA-POLAR-10.7B-InstructMath-v2,1,0.1,0.0,0.4,0.0,0.3,0.0
open-llm-leaderboard/details_meta-math__MetaMath-70B-V1.0,1,0.12,0.0,0.5,0.0,0.38,0.0
open-llm-leaderboard/details_qblocks__mistral_7b_DolphinCoder,1,0.06,0.0,0.4,0.0,0.34,0.0
open-llm-leaderboard/details_WizardLM__WizardCoder-Python-34B-V1.0,1,0.15,0.0,0.2,0.0,0.35,0.0
open-llm-leaderboard/details_jondurbin__airocoder-34b-2.1,1,0.18,0.0,0.1,0.0,0.28,0.0
open-llm-leaderboard/details_bigcode__starcoderplus,1,0.16,0.0,0.5,0.0,0.34,0.0
open-llm-leaderboard/details_glaiveai__glaive-coder-7b,1,0.11,0.0,0.1,0.0,0.21,0.0
open-llm-leaderboard/details_deepseek-ai__deepseek-coder-1.3b-instruct,1,0.13,0.0,0.1,0.0,0.23,0.0
open-llm-leaderboard/details_bigcode__tiny_starcoder_py,1,0.05,0.0,0.2,0.0,0.25,0.0
open-llm-leaderboard/details_alignment-handbook__zephyr-7b-sft-full,1,0.11,0.0,0.5,0.0,0.39,0.0
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.02,0.0,0.5,0.0,0.52,0.0
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.14,0.0,0.2,0.0,0.34,0.0
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.1,0.0,0.4,0.0,0.3,0.0
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.16,0.0,0.4,0.0,0.56,0.0
open-llm-leaderboard/details_huangyt__Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,1,0.19,0.0,0.6,0.0,0.41,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.01,0.0,0.4,0.0,0.41,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-34B-Slerp,1,0.18,0.0,0.3,0.0,0.48,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.06,0.0,0.3,0.0,0.36,0.0
open-llm-leaderboard/details_cloudyu__Yi-34Bx3-MoE-90B,1,0.25,0.0,0.2,0.0,0.45,0.0
open-llm-leaderboard/details_flemmingmiguel__NeuDist-Ro-7B,1,0.05,0.0,0.4,0.0,0.35,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.09,0.0,0.4,0.0,0.31,0.0
open-llm-leaderboard/details_charlesdedampierre__TopicNeuralHermes-2.5-Mistral-7B,1,0.19,0.0,0.5,0.0,0.31,0.0
open-llm-leaderboard/details_udkai__Turdus,1,0.07,0.0,0.4,0.0,0.33,0.0
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.07,0.0,0.4,0.0,0.33,0.0
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.28,0.0,0.6,0.0,0.32,0.0
open-llm-leaderboard/details_RatanRohith__MistralBeagle-RS-7B-V0.1,1,0.0,0.0,0.3,0.0,0.3,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.01,0.0,0.6,0.0,0.59,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.03,0.0,0.4,0.0,0.43,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.07,0.0,0.4,0.0,0.33,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.19,0.0,0.5,0.0,0.31,0.0
