model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.0353,0.0,0.6953,0.0,0.66,0.0
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0207,0.0,0.7107,0.0,0.69,0.0
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.0285,0.0,0.7332,0.0,0.7047,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0706,0.0,0.5328,0.0,0.4622,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.0418,0.0,0.69,0.0,0.6482,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.0079,0.0,0.605,0.0,0.6129,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0246,0.0,0.6174,0.0,0.5928,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0609,0.0,0.4869,0.0,0.4259,0.0
open-llm-leaderboard/details_superlazycoder__NeuralPipe-7B-slerp,1,0.0309,0.0,0.6294,0.0,0.5984,0.0
open-llm-leaderboard/details_udkai__Turdus,1,0.0185,0.0,0.6897,0.0,0.6711,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0263,0.0,0.4503,0.0,0.424,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0218,0.0,0.6782,0.0,0.6564,0.0
open-llm-leaderboard/details_gagan3012__MetaModel_moe,1,0.0053,0.0,0.7239,0.0,0.7186,0.0
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0524,0.0,0.5919,0.0,0.5395,0.0
open-llm-leaderboard/details_ewqr2130__mistral-se-inst-ppo,1,0.0881,0.0,0.6014,0.0,0.5134,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.0369,0.0,0.7135,0.0,0.6765,0.0
open-llm-leaderboard/details_UCLA-AGI__test0,1,0.0482,0.0,0.553,0.0,0.5048,0.0
