model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
google/gemini-1.5-pro-001,1,0.0857,0.0,0.2924,0.0,0.378,0.0
google/gemma-7b,1,0.0462,0.0,0.2894,0.0,0.3356,0.0
meta/llama-2-70b,1,0.0405,0.0,0.4191,0.0,0.4596,0.0
meta/llama-2-7b,1,0.1003,0.0,0.2324,0.0,0.3326,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.1001,0.0,0.3567,0.0,0.4568,0.0
openai/gpt-4-0613,1,0.1072,0.0,0.3497,0.0,0.4569,0.0
openai/text-davinci-002,1,0.118,0.0,0.2761,0.0,0.3941,0.0
qwen/qwen1.5-72b,1,0.0795,0.0,0.3377,0.0,0.4171,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0343,0.0,0.3251,0.0,0.3594,0.0
writer/palmyra-x-004,1,0.0478,0.0,0.4088,0.0,0.4566,0.0
