model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.002,0.0,0.7104,0.0,0.7124,0.0
AlephAlpha/luminous-extended,1,0.0247,0.0,0.66,0.0,0.6847,0.0
ai21/jamba-1.5-mini,1,0.0434,0.0,0.7124,0.0,0.7559,0.0
ai21/jamba-instruct,1,0.0558,0.0,0.6121,0.0,0.6678,0.0
allenai/olmo-7b,1,0.0424,0.0,0.5705,0.0,0.6128,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0207,0.0,0.7401,0.0,0.7609,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0581,0.0,0.7227,0.0,0.7808,0.0
anthropic/claude-3-haiku-20240307,1,0.0214,0.0,0.2634,0.0,0.242,0.0
anthropic/claude-3-sonnet-20240229,1,0.0238,0.0,0.0935,0.0,0.1173,0.0
cohere/command-r,1,0.0056,0.0,0.7272,0.0,0.7329,0.0
deepseek-ai/deepseek-v3,1,0.0131,0.0,0.7833,0.0,0.7964,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0319,0.0,0.7201,0.0,0.7521,0.0
meta/llama-3.3-70b-instruct-turbo,1,0.0322,0.0,0.7596,0.0,0.7918,0.0
meta/llama-65b,1,0.0283,0.0,0.738,0.0,0.7663,0.0
mistralai/mistral-large-2402,1,0.0191,0.0,0.4788,0.0,0.4598,0.0
mistralai/mistral-small-2402,1,0.0435,0.0,0.4949,0.0,0.5384,0.0
qwen/qwen2-72b-instruct,1,0.0249,0.0,0.7124,0.0,0.7373,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0092,0.0,0.7478,0.0,0.757,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0191,0.0,0.7596,0.0,0.7405,0.0
snowflake/snowflake-arctic-instruct,1,0.0474,0.0,0.6029,0.0,0.6503,0.0
tiiuae/falcon-7b,1,0.0502,0.0,0.5828,0.0,0.633,0.0
writer/palmyra-x-004,1,0.0168,0.0,0.7597,0.0,0.7764,0.0
