model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Math-Instruct-DPO-v1,1,0.0565,0.0,0.38,0.0,0.4365,0.0
open-llm-leaderboard/details_fblgit__UNA-POLAR-10.7B-InstructMath-v2,1,0.0006,0.0,0.42,0.0,0.4206,0.0
open-llm-leaderboard/details_abacusai__MetaMath-bagel-34b-v0.2-c1500,1,0.0317,0.0,0.5,0.0,0.5317,0.0
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.0067,0.0,0.34,0.0,0.3333,0.0
open-llm-leaderboard/details_ed001__datascience-coder-6.7b,1,0.007,0.0,0.38,0.0,0.373,0.0
open-llm-leaderboard/details_WizardLM__WizardMath-7B-V1.0,1,0.0225,0.0,0.34,0.0,0.3175,0.0
open-llm-leaderboard/details_FelixChao__vicuna-33b-coder,1,0.087,0.0,0.46,0.0,0.373,0.0
open-llm-leaderboard/details_jondurbin__airocoder-34b-2.1,1,0.0873,0.0,0.5,0.0,0.4127,0.0
open-llm-leaderboard/details_WizardLM__WizardCoder-Python-7B-V1.0,1,0.0737,0.0,0.22,0.0,0.2937,0.0
open-llm-leaderboard/details_ceadar-ie__FinanceConnect-13B,1,0.0346,0.0,0.36,0.0,0.3254,0.0
open-llm-leaderboard/details_lgaalves__gpt-2-xl_camel-ai-physics,1,0.0308,0.0,0.38,0.0,0.3492,0.0
open-llm-leaderboard/details_AdaptLLM__law-chat,1,0.014,0.0,0.24,0.0,0.254,0.0
open-llm-leaderboard/details_alignment-handbook__zephyr-7b-sft-full,1,0.0289,0.0,0.36,0.0,0.3889,0.0
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.0765,0.0,0.36,0.0,0.4365,0.0
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0035,0.0,0.56,0.0,0.5635,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-34B-Slerp,1,0.0286,0.0,0.6,0.0,0.5714,0.0
