model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.067,0.0,0.5,0.0,0.567,0.0
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0248,0.0,0.5,0.0,0.5248,0.0
open-llm-leaderboard/details_glaiveai__glaive-coder-7b,1,0.0159,0.0,0.34,0.0,0.3559,0.0
open-llm-leaderboard/details_zhengr__MixTAO-7Bx2-MoE-DPO,1,0.0305,0.0,0.61,0.0,0.6405,0.0
open-llm-leaderboard/details_alignment-handbook__zephyr-7b-sft-full,1,0.0524,0.0,0.54,0.0,0.5924,0.0
open-llm-leaderboard/details_rombodawg__Leaderboard-killer-MoE_4x7b,1,0.0657,0.0,0.57,0.0,0.6357,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.1055,0.0,0.52,0.0,0.6255,0.0
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.001,0.0,0.77,0.0,0.769,0.0
open-llm-leaderboard/details_bhavinjawade__SOLAR-10B-Nector-DPO-Jawade,1,0.071,0.0,0.58,0.0,0.651,0.0
open-llm-leaderboard/details_Locutusque__Rhino-Mistral-7B,1,0.0888,0.0,0.39,0.0,0.4788,0.0
open-llm-leaderboard/details_flemmingmiguel__NeuDist-Ro-7B,1,0.034,0.0,0.61,0.0,0.644,0.0
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0039,0.0,0.57,0.0,0.5661,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0305,0.0,0.61,0.0,0.6405,0.0
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.0944,0.0,0.55,0.0,0.6444,0.0
open-llm-leaderboard/details_udkai__Turdus,1,0.0392,0.0,0.6,0.0,0.6392,0.0
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.0017,0.0,0.39,0.0,0.3883,0.0
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.0606,0.0,0.58,0.0,0.6406,0.0
open-llm-leaderboard/details_AA051611__A0110,1,0.0374,0.0,0.78,0.0,0.7426,0.0
open-llm-leaderboard/details_rishiraj__oswald-2x7b,1,0.0968,0.0,0.54,0.0,0.6368,0.0
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.0397,0.0,0.59,0.0,0.5503,0.0
open-llm-leaderboard/details_osanseviero__mistral-instruct-frankenmerge,1,0.0655,0.0,0.65,0.0,0.5845,0.0
open-llm-leaderboard/details_Delcos__Velara-11B-V2,1,0.0268,0.0,0.6,0.0,0.6268,0.0
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0464,0.0,0.58,0.0,0.6264,0.0
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.062,0.0,0.57,0.0,0.632,0.0
open-llm-leaderboard/details_gagan3012__MetaModel_moe,1,0.053,0.0,0.6,0.0,0.653,0.0
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.083,0.0,0.54,0.0,0.623,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.6,1,0.0263,0.0,0.77,0.0,0.7437,0.0
open-llm-leaderboard/details_ewqr2130__mistral-se-inst-ppo,1,0.0354,0.0,0.56,0.0,0.5954,0.0
open-llm-leaderboard/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,1,0.0042,0.0,0.69,0.0,0.6942,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-exp2-0.1,1,0.0326,0.0,0.78,0.0,0.7474,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.1,1,0.0279,0.0,0.78,0.0,0.7521,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-mixtral-7bx8-v16.3-32k,1,0.004,0.0,0.71,0.0,0.706,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.4,1,0.0146,0.0,0.76,0.0,0.7454,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough_v0.1,1,0.0391,0.0,0.6,0.0,0.6391,0.0
open-llm-leaderboard/details_jae24__openhermes_dpo_norobot_0201,1,0.0405,0.0,0.57,0.0,0.6105,0.0
open-llm-leaderboard/details_TomGrc__FusionNet,1,0.0532,0.0,0.6,0.0,0.6532,0.0
open-llm-leaderboard/details_cognitivecomputations__dolphin-2.2.1-mistral-7b,1,0.0715,0.0,0.55,0.0,0.6215,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0436,0.0,0.61,0.0,0.6536,0.0
open-llm-leaderboard/details_dfurman__Mistral-7B-Instruct-v0.2,1,0.0687,0.0,0.52,0.0,0.5887,0.0
open-llm-leaderboard/details_jeonsworld__CarbonVillain-en-10.7B-v3,1,0.0539,0.0,0.6,0.0,0.6539,0.0
open-llm-leaderboard/details_Walmart-the-bag__Solar-10.7B-Cato,1,0.0545,0.0,0.59,0.0,0.6445,0.0
open-llm-leaderboard/details_Locutusque__Orca-2-13b-SFT-v6,1,0.1052,0.0,0.48,0.0,0.5852,0.0
open-llm-leaderboard/details_sr5434__CodegebraGPT-10b,1,0.0397,0.0,0.55,0.0,0.5897,0.0
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0805,0.0,0.55,0.0,0.6305,0.0
open-llm-leaderboard/details_spmurrayzzz__Mistral-Syndicate-7B,1,0.0507,0.0,0.54,0.0,0.5907,0.0
open-llm-leaderboard/details_beberik__rawr,1,0.082,0.0,0.55,0.0,0.632,0.0
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.0483,0.0,0.57,0.0,0.6183,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-Yi-34B,1,0.0285,0.0,0.8,0.0,0.7715,0.0
open-llm-leaderboard/details_SanjiWatsuki__Loyal-Macaroni-Maid-7B,1,0.0724,0.0,0.57,0.0,0.6424,0.0
open-llm-leaderboard/details_bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,1,0.0566,0.0,0.57,0.0,0.6266,0.0
open-llm-leaderboard/details_Sao10K__WinterGoddess-1.4x-70B-L2,1,0.0372,0.0,0.68,0.0,0.7172,0.0
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-Mixtral-8x7B-Instruct,1,0.0451,0.0,0.75,0.0,0.7049,0.0
open-llm-leaderboard/details_Brillibits__Instruct_Mixtral-8x7B-v0.1_Dolly15K,1,0.0567,0.0,0.76,0.0,0.7033,0.0
open-llm-leaderboard/details_Weyaxi__SauerkrautLM-UNA-SOLAR-Instruct,1,0.0619,0.0,0.59,0.0,0.6519,0.0
open-llm-leaderboard/details_Sao10K__Frostwind-10.7B-v1,1,0.0514,0.0,0.58,0.0,0.6314,0.0
open-llm-leaderboard/details_fblgit__UNA-SOLAR-10.7B-Instruct-v1.0,1,0.0716,0.0,0.58,0.0,0.6516,0.0
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-SOLAR-Instruct,1,0.0534,0.0,0.6,0.0,0.6534,0.0
open-llm-leaderboard/details_xDAN-AI__xDAN-L1Mix-DeepThinking-v2,1,0.0277,0.0,0.56,0.0,0.5877,0.0
open-llm-leaderboard/details_KnutJaegersberg__Walter-Mistral-7B,1,0.0902,0.0,0.48,0.0,0.5702,0.0
open-llm-leaderboard/details_rishiraj__CatPPT-base,1,0.0913,0.0,0.55,0.0,0.6413,0.0
open-llm-leaderboard/details_perlthoughts__Chupacabra-8x7B-MoE,1,0.0708,0.0,0.56,0.0,0.6308,0.0
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-Llama-Q-v3,1,0.0331,0.0,0.78,0.0,0.7469,0.0
open-llm-leaderboard/details_Open-Orca__Mixtral-SlimOrca-8x7B,1,0.0001,0.0,0.67,0.0,0.6701,0.0
open-llm-leaderboard/details_jondurbin__bagel-7b-v0.1,1,0.0816,0.0,0.55,0.0,0.6316,0.0
open-llm-leaderboard/details_Dans-DiscountModels__Dans-07YahooAnswers-7b,1,0.1111,0.0,0.51,0.0,0.6211,0.0
open-llm-leaderboard/details_janhq__supermario-slerp,1,0.041,0.0,0.6,0.0,0.641,0.0
open-llm-leaderboard/details_mistralai__Mixtral-8x7B-v0.1,1,0.0063,0.0,0.71,0.0,0.7037,0.0
open-llm-leaderboard/details_wang7776__Llama-2-7b-chat-hf-10-sparsity,1,0.0217,0.0,0.45,0.0,0.4717,0.0
open-llm-leaderboard/details_perlthoughts__Chupacabra-7B-v2.03,1,0.0104,0.0,0.61,0.0,0.6204,0.0
open-llm-leaderboard/details_PulsarAI__OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.0622,0.0,0.57,0.0,0.6322,0.0
