model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_Q-bert__MetaMath-Cybertron-Starling,1,0.163,0.0,0.88,0.0,0.717,0.0
open-llm-leaderboard/details_meta-math__MetaMath-70B-V1.0,1,0.0826,0.0,0.88,0.0,0.7974,0.0
open-llm-leaderboard/details_rameshm__llama-2-13b-mathgpt-v4,1,0.068,0.0,0.56,0.0,0.492,0.0
open-llm-leaderboard/details_rombodawg__Everyone-Coder-4x7b-Base,1,0.0526,0.0,0.76,0.0,0.7074,0.0
open-llm-leaderboard/details_rombodawg__LosslessMegaCoder-llama2-13b-mini,1,0.0291,0.0,0.64,0.0,0.6109,0.0
open-llm-leaderboard/details_jondurbin__airocoder-34b-2.1,1,0.0156,0.0,0.56,0.0,0.5756,0.0
open-llm-leaderboard/details_uukuguy__speechless-coder-ds-6.7b,1,0.027,0.0,0.4,0.0,0.373,0.0
open-llm-leaderboard/details_LoupGarou__WizardCoder-Guanaco-15B-V1.1,1,0.0724,0.0,0.32,0.0,0.2476,0.0
open-llm-leaderboard/details_Harshvir__Llama-2-7B-physics,1,0.0805,0.0,0.64,0.0,0.5595,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.1919,0.0,0.88,0.0,0.6881,0.0
open-llm-leaderboard/details_maywell__PiVoT-SUS-RP,1,0.0568,0.0,0.88,0.0,0.8232,0.0
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.0424,0.0,0.8,0.0,0.8424,0.0
open-llm-leaderboard/details_macadeliccc__polyglot-math-4x7b,1,0.1551,0.0,0.84,0.0,0.6849,0.0
open-llm-leaderboard/details_huangyt__Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,1,0.003,0.0,0.72,0.0,0.717,0.0
open-llm-leaderboard/details_macadeliccc__laser-dolphin-mixtral-2x7b-dpo,1,0.1887,0.0,0.88,0.0,0.6913,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.0237,0.0,0.76,0.0,0.7363,0.0
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0705,0.0,0.72,0.0,0.6495,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.1501,0.0,0.88,0.0,0.7299,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.1919,0.0,0.88,0.0,0.6881,0.0
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.1565,0.0,0.88,0.0,0.7235,0.0
open-llm-leaderboard/details_superlazycoder__NeuralPipe-7B-slerp,1,0.1694,0.0,0.88,0.0,0.7106,0.0
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.052,0.0,0.44,0.0,0.492,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0098,0.0,0.64,0.0,0.6302,0.0
open-llm-leaderboard/details_hywu__Camelidae-8x13B,1,0.0433,0.0,0.68,0.0,0.6367,0.0
open-llm-leaderboard/details_osanseviero__mistral-instruct-frankenmerge,1,0.1087,0.0,0.8,0.0,0.6913,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.0954,0.0,0.88,0.0,0.7846,0.0
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.179,0.0,0.88,0.0,0.701,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.1694,0.0,0.88,0.0,0.7106,0.0
open-llm-leaderboard/details_gagan3012__MetaModel_moe,1,0.0333,0.0,0.76,0.0,0.7267,0.0
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.2015,0.0,0.88,0.0,0.6785,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Solar-10.7B,1,0.083,0.0,0.8,0.0,0.717,0.0
open-llm-leaderboard/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,1,0.0651,0.0,0.84,0.0,0.7749,0.0
open-llm-leaderboard/details_UCLA-AGI__test,1,0.1615,0.0,0.84,0.0,0.6785,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.4,1,0.1419,0.0,0.92,0.0,0.7781,0.0
open-llm-leaderboard/details_jondurbin__bagel-dpo-34b-v0.2,1,0.0761,0.0,0.88,0.0,0.8039,0.0
open-llm-leaderboard/details_Weyaxi__Nous-Hermes-2-SUS-Chat-2x34B,1,0.0472,0.0,0.88,0.0,0.8328,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough_v0.1,1,0.0223,0.0,0.72,0.0,0.6977,0.0
open-llm-leaderboard/details_TomGrc__FusionNet,1,0.0301,0.0,0.76,0.0,0.7299,0.0
open-llm-leaderboard/details_kekmodel__StopCarbon-10.7B-v6,1,0.0333,0.0,0.76,0.0,0.7267,0.0
open-llm-leaderboard/details_dfurman__Mistral-7B-Instruct-v0.2,1,0.0158,0.0,0.72,0.0,0.7042,0.0
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.1262,0.0,0.84,0.0,0.7138,0.0
open-llm-leaderboard/details_spmurrayzzz__Mistral-Syndicate-7B,1,0.1215,0.0,0.8,0.0,0.6785,0.0
open-llm-leaderboard/details_vikash06__mistral_v1,1,0.138,0.0,0.72,0.0,0.582,0.0
