model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_rombodawg__Leaderboard-killer-MoE_4x7b,1,0.0365,0.0,0.6,0.0,0.6365,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.051,0.0,0.6,0.0,0.651,0.0
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0614,0.0,0.64,0.0,0.7014,0.0
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.0335,0.0,0.56,0.0,0.5265,0.0
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.0504,0.0,0.68,0.0,0.7304,0.0
open-llm-leaderboard/details_maywell__PiVoT-SUS-RP,1,0.0145,0.0,0.68,0.0,0.6655,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0353,0.0,0.44,0.0,0.4753,0.0
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.1028,0.0,0.48,0.0,0.5828,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.018,0.0,0.68,0.0,0.698,0.0
open-llm-leaderboard/details_macadeliccc__laser-dolphin-mixtral-2x7b-dpo,1,0.0196,0.0,0.64,0.0,0.6596,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.063,0.0,0.6,0.0,0.663,0.0
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0126,0.0,0.6,0.0,0.6126,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0868,0.0,0.56,0.0,0.6468,0.0
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.03,0.0,0.4,0.0,0.43,0.0
open-llm-leaderboard/details_AA051611__A0110,1,0.1038,0.0,0.56,0.0,0.6638,0.0
open-llm-leaderboard/details_AA051610__A0106,1,0.1047,0.0,0.56,0.0,0.6647,0.0
open-llm-leaderboard/details_jilp00__Hermes-2-SOLAR-10.7B-Symbolic,1,0.0169,0.0,0.6,0.0,0.6169,0.0
open-llm-leaderboard/details_gagan3012__MetaModel_moe,1,0.1125,0.0,0.6,0.0,0.7125,0.0
open-llm-leaderboard/details_notbdq__alooowso,1,0.0297,0.0,0.6,0.0,0.6297,0.0
open-llm-leaderboard/details_shadowml__Daredevil-7B,1,0.1337,0.0,0.56,0.0,0.6937,0.0
open-llm-leaderboard/details_KnutJaegersberg__Deacon-34b-Adapter,1,0.0324,0.0,0.68,0.0,0.6476,0.0
