model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0066,0.0,0.59,0.0,0.5834,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.0115,0.0,0.87,0.0,0.8585,0.0,EntityMatching
ai21/j1-jumbo,1,0.0114,0.0,0.88,0.0,0.8686,0.0,EntityMatching
ai21/j2-large,1,0.0115,0.0,0.87,0.0,0.8585,0.0,EntityMatching
cohere/command-xlarge-beta,1,0.0056,0.0,0.52,0.0,0.5256,0.0,EntityMatching
cohere/small-20220720,1,0.0195,0.0,0.13,0.0,0.1495,0.0,EntityMatching
meta/llama-2-70b,1,0.0085,0.0,0.72,0.0,0.7285,0.0,EntityMatching
meta/llama-65b,1,0.0109,0.0,0.87,0.0,0.8809,0.0,EntityMatching
mosaicml/mpt-instruct-30b,1,0.0191,0.0,0.9,0.0,0.8809,0.0,EntityMatching
openai/babbage,1,0.0242,0.0,0.3,0.0,0.2758,0.0,EntityMatching
openai/gpt-3.5-turbo-0613,1,0.0043,0.0,0.93,0.0,0.9343,0.0,EntityMatching
openai/text-davinci-003,1,0.0234,0.0,0.89,0.0,0.9134,0.0,EntityMatching
together/redpajama-incite-instruct-3b-v1,1,0.0187,0.0,0.87,0.0,0.8513,0.0,EntityMatching
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,EntityMatching
together/t5-11b,1,0.0326,0.0,0.66,0.0,0.6274,0.0,EntityMatching
together/yalm,1,0.0195,0.0,0.13,0.0,0.1495,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.01,0.0,0.61,0.0,0.62,0.0,CommonSense
ai21/j1-jumbo,1,0.0493,0.0,0.67,0.0,0.6207,0.0,CommonSense
ai21/j2-large,1,0.012,0.0,0.59,0.0,0.578,0.0,CommonSense
cohere/command-xlarge-beta,1,0.0193,0.0,0.7,0.0,0.6807,0.0,CommonSense
cohere/small-20220720,1,0.0753,0.0,0.46,0.0,0.3847,0.0,CommonSense
openai/babbage,1,0.0667,0.0,0.51,0.0,0.4433,0.0,CommonSense
openai/text-davinci-003,1,0.048,0.0,0.76,0.0,0.712,0.0,CommonSense
AlephAlpha/luminous-base,1,0.053,0.0,0.46,0.0,0.513,0.0,LegalSupport
ai21/j1-grande-v2-beta,1,0.048,0.0,0.53,0.0,0.578,0.0,LegalSupport
ai21/j1-jumbo,1,0.038,0.0,0.52,0.0,0.482,0.0,LegalSupport
ai21/j2-large,1,0.124,0.0,0.44,0.0,0.564,0.0,LegalSupport
cohere/command-xlarge-beta,1,0.049,0.0,0.55,0.0,0.599,0.0,LegalSupport
cohere/small-20220720,1,0.055,0.0,0.56,0.0,0.505,0.0,LegalSupport
meta/llama-2-70b,1,0.06,0.0,0.64,0.0,0.58,0.0,LegalSupport
meta/llama-65b,1,0.021,0.0,0.55,0.0,0.571,0.0,LegalSupport
mosaicml/mpt-instruct-30b,1,0.06,0.0,0.59,0.0,0.53,0.0,LegalSupport
openai/babbage,1,0.022,0.0,0.5,0.0,0.478,0.0,LegalSupport
openai/gpt-3.5-turbo-0613,1,0.048,0.0,0.43,0.0,0.478,0.0,LegalSupport
openai/text-davinci-003,1,0.005,0.0,0.63,0.0,0.635,0.0,LegalSupport
together/redpajama-incite-instruct-3b-v1,1,0.037,0.0,0.52,0.0,0.483,0.0,LegalSupport
together/t0pp,1,0.091,0.0,0.69,0.0,0.599,0.0,LegalSupport
together/t5-11b,1,0.04,0.0,0.52,0.0,0.56,0.0,LegalSupport
together/yalm,1,0.037,0.0,0.52,0.0,0.483,0.0,LegalSupport
AlephAlpha/luminous-base,1,0.0874,0.0,0.8,0.0,0.7126,0.0,BoolQ
ai21/j1-grande-v2-beta,1,0.0268,0.0,0.84,0.0,0.8132,0.0,BoolQ
ai21/j1-jumbo,1,0.0204,0.0,0.78,0.0,0.7596,0.0,BoolQ
ai21/j2-large,1,0.0453,0.0,0.78,0.0,0.7347,0.0,BoolQ
cohere/command-xlarge-beta,1,0.0204,0.0,0.87,0.0,0.8496,0.0,BoolQ
cohere/small-20220720,1,0.0407,0.0,0.51,0.0,0.4693,0.0,BoolQ
meta/llama-2-70b,1,0.0372,0.0,0.8478,0.0,0.885,0.0,BoolQ
meta/llama-65b,1,0.0014,0.0,0.8696,0.0,0.871,0.0,BoolQ
mosaicml/mpt-instruct-30b,1,0.0097,0.0,0.8587,0.0,0.849,0.0,BoolQ
openai/babbage,1,0.0151,0.0,0.63,0.0,0.6149,0.0,BoolQ
openai/gpt-3.5-turbo-0613,1,0.0073,0.0,0.8587,0.0,0.866,0.0,BoolQ
openai/text-davinci-003,1,0.0055,0.0,0.87,0.0,0.8755,0.0,BoolQ
together/redpajama-incite-instruct-3b-v1,1,0.0285,0.0,0.7065,0.0,0.678,0.0,BoolQ
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,BoolQ
together/t5-11b,1,0.0414,0.0,0.7,0.0,0.7414,0.0,BoolQ
together/yalm,1,0.0264,0.0,0.65,0.0,0.6236,0.0,BoolQ
