model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_rombodawg__Leaderboard-killer-MoE_4x7b,1,0.0201,0.0,0.6567,0.0,0.6365,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.029,0.0,0.68,0.0,0.651,0.0
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.0211,0.0,0.69,0.0,0.6689,0.0
open-llm-leaderboard/details_deepseek-ai__deepseek-moe-16b-base,1,0.0409,0.0,0.5733,0.0,0.5324,0.0
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0329,0.0,0.73,0.0,0.6971,0.0
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.0019,0.0,0.5267,0.0,0.5247,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0281,0.0,0.5033,0.0,0.4753,0.0
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0006,0.0,0.5833,0.0,0.5828,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0268,0.0,0.7367,0.0,0.7099,0.0
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0271,0.0,0.65,0.0,0.6229,0.0
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.0194,0.0,0.69,0.0,0.6706,0.0
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.0162,0.0,0.68,0.0,0.6638,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.023,0.0,0.6067,0.0,0.5836,0.0
open-llm-leaderboard/details_rishiraj__oswald-2x7b,1,0.0287,0.0,0.6933,0.0,0.6647,0.0
open-llm-leaderboard/details_hywu__Camelidae-8x13B,1,0.0482,0.0,0.66,0.0,0.6118,0.0
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0208,0.0,0.6633,0.0,0.6425,0.0
open-llm-leaderboard/details_KnutJaegersberg__Deacon-34b-Adapter,1,0.0124,0.0,0.66,0.0,0.6476,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.0321,0.0,0.7267,0.0,0.6945,0.0
open-llm-leaderboard/details_UCLA-AGI__test0,1,0.0168,0.0,0.6533,0.0,0.6365,0.0
open-llm-leaderboard/details_UCLA-AGI__test,1,0.008,0.0,0.6667,0.0,0.6587,0.0
open-llm-leaderboard/details_SanjiWatsuki__Kunoichi-7B,1,0.0298,0.0,0.7167,0.0,0.6869,0.0
open-llm-leaderboard/details_Weyaxi__Nous-Hermes-2-SUS-Chat-2x34B,1,0.0152,0.0,0.6833,0.0,0.6681,0.0
open-llm-leaderboard/details_dfurman__Mistral-7B-Instruct-v0.2,1,0.0151,0.0,0.6167,0.0,0.6015,0.0
open-llm-leaderboard/details_jeonsworld__CarbonVillain-en-10.7B-v3,1,0.0034,0.0,0.7133,0.0,0.7099,0.0
open-llm-leaderboard/details_beberik__rawr,1,0.0167,0.0,0.6567,0.0,0.6399,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-Yi-34B,1,0.0011,0.0,0.67,0.0,0.6689,0.0
open-llm-leaderboard/details_liuda1__dm7b_sft_gpt88w_merge,1,0.0238,0.0,0.6467,0.0,0.6229,0.0
open-llm-leaderboard/details_abdulrahman-nuzha__finetuned-Mistral-5000-v1.0,1,0.0277,0.0,0.6267,0.0,0.599,0.0
open-llm-leaderboard/details_openthaigpt__openthaigpt-1.0.0-beta-13b-chat-hf,1,0.0192,0.0,0.5167,0.0,0.5358,0.0
