model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
ai21/j2-jumbo,1,0.0314,0.0,0.0718,0.0,0.1032,0.0,WMT-14 Translation
ai21/jamba-1.5-large,1,0.0324,0.0,0.1529,0.0,0.1853,0.0,WMT-14 Translation
amazon/nova-lite-v1:0,1,0.0403,0.0,0.1409,0.0,0.1812,0.0,WMT-14 Translation
amazon/nova-pro-v1:0,1,0.0286,0.0,0.174,0.0,0.2026,0.0,WMT-14 Translation
anthropic/claude-2.1,1,0.0255,0.0,0.1564,0.0,0.1819,0.0,WMT-14 Translation
anthropic/claude-3-5-haiku-20241022,1,0.0017,0.0,0.1225,0.0,0.1208,0.0,WMT-14 Translation
anthropic/claude-3-5-sonnet-20241022,1,0.0157,0.0,0.1866,0.0,0.2023,0.0,WMT-14 Translation
anthropic/claude-3-opus-20240229,1,0.0182,0.0,0.195,0.0,0.2131,0.0,WMT-14 Translation
cohere/command-light,1,0.0044,0.0,0.0188,0.0,0.0233,0.0,WMT-14 Translation
databricks/dbrx-instruct,1,0.0134,0.0,0.1032,0.0,0.1166,0.0,WMT-14 Translation
deepseek-ai/deepseek-v3,1,0.0276,0.0,0.1608,0.0,0.1883,0.0,WMT-14 Translation
google/text-bison@001,1,0.0174,0.0,0.1934,0.0,0.2108,0.0,WMT-14 Translation
meta/llama-3.3-70b-instruct-turbo,1,0.0151,0.0,0.1796,0.0,0.1947,0.0,WMT-14 Translation
mistralai/mistral-large-2402,1,0.0118,0.0,0.1521,0.0,0.1639,0.0,WMT-14 Translation
mistralai/mixtral-8x7b-32kseqlen,1,0.0377,0.0,0.1335,0.0,0.1711,0.0,WMT-14 Translation
mistralai/open-mistral-nemo-2407,1,0.0253,0.0,0.1354,0.0,0.1607,0.0,WMT-14 Translation
