model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.0502,0.0,0.1569,0.0,0.1067,0.0
01-ai/yi-large-preview,1,0.0418,0.0,0.202,0.0,0.1601,0.0
ai21/j2-grande,1,0.044,0.0,0.1384,0.0,0.0943,0.0
ai21/jamba-1.5-mini,1,0.0517,0.0,0.2165,0.0,0.1648,0.0
amazon/nova-micro-v1:0,1,0.0296,0.0,0.2008,0.0,0.1712,0.0
anthropic/claude-2.1,1,0.0296,0.0,0.2115,0.0,0.1819,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0559,0.0,0.2608,0.0,0.205,0.0
anthropic/claude-3-opus-20240229,1,0.0521,0.0,0.2653,0.0,0.2131,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0224,0.0,0.1917,0.0,0.1693,0.0
google/gemini-1.5-flash-001,1,0.0501,0.0,0.253,0.0,0.2029,0.0
google/gemini-1.5-pro-001,1,0.0599,0.0,0.2306,0.0,0.1707,0.0
google/gemini-1.5-pro-002,1,0.0629,0.0,0.2672,0.0,0.2043,0.0
google/text-unicorn@001,1,0.0727,0.0,0.2993,0.0,0.2266,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0302,0.0,0.1902,0.0,0.16,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0345,0.0,0.2328,0.0,0.1983,0.0
mistralai/mistral-7b-v0.1,1,0.0514,0.0,0.1974,0.0,0.146,0.0
mistralai/mistral-large-2402,1,0.0484,0.0,0.2122,0.0,0.1639,0.0
mistralai/mixtral-8x22b,1,0.0498,0.0,0.2365,0.0,0.1867,0.0
openai/gpt-4-1106-preview,1,0.0348,0.0,0.2164,0.0,0.1816,0.0
openai/gpt-4o-2024-05-13,1,0.0604,0.0,0.2661,0.0,0.2057,0.0
openai/gpt-4o-2024-08-06,1,0.0667,0.0,0.2682,0.0,0.2016,0.0
qwen/qwen1.5-7b,1,0.0517,0.0,0.1939,0.0,0.1422,0.0
