model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
ai21/j2-jumbo,1,0.0471,0.0,0.7892,0.0,0.7421,0.0
anthropic/claude-2.1,1,0.0432,0.0,0.7228,0.0,0.6796,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0301,0.0,0.7909,0.0,0.7609,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0248,0.0,0.8056,0.0,0.7808,0.0
cohere/command-r-plus,1,0.0053,0.0,0.7505,0.0,0.7452,0.0
cohere/command,1,0.0472,0.0,0.7997,0.0,0.7526,0.0
databricks/dbrx-instruct,1,0.0698,0.0,0.5762,0.0,0.5064,0.0
google/gemini-2.0-flash-exp,1,0.0014,0.0,0.7854,0.0,0.7869,0.0
meta/llama-2-13b,1,0.0427,0.0,0.7933,0.0,0.7506,0.0
meta/llama-2-70b,1,0.0123,0.0,0.7776,0.0,0.7653,0.0
meta/llama-3-8b,1,0.0402,0.0,0.7976,0.0,0.7574,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0088,0.0,0.7609,0.0,0.7521,0.0
microsoft/phi-2,1,0.0505,0.0,0.7707,0.0,0.7202,0.0
microsoft/phi-3-small-8k-instruct,1,0.0398,0.0,0.7987,0.0,0.7589,0.0
mistralai/mistral-7b-v0.1,1,0.0608,0.0,0.7945,0.0,0.7336,0.0
mistralai/mixtral-8x22b,1,0.0325,0.0,0.818,0.0,0.7855,0.0
mistralai/open-mistral-nemo-2407,1,0.0475,0.0,0.7877,0.0,0.7402,0.0
openai/gpt-3.5-turbo-0613,1,0.058,0.0,0.7102,0.0,0.6522,0.0
qwen/qwen1.5-32b,1,0.0236,0.0,0.6143,0.0,0.5907,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0153,0.0,0.7558,0.0,0.7405,0.0
tiiuae/falcon-40b,1,0.0733,0.0,0.7463,0.0,0.6729,0.0
writer/palmyra-x-v3,1,0.0142,0.0,0.7286,0.0,0.7144,0.0
