model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.019,0.0,0.67,0.0,0.651,0.0
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0229,0.0,0.72,0.0,0.6971,0.0
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.0196,0.0,0.75,0.0,0.7304,0.0
open-llm-leaderboard/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,1,0.0504,0.0,0.71,0.0,0.6596,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0647,0.0,0.54,0.0,0.4753,0.0
open-llm-leaderboard/details_huangyt__Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,1,0.0074,0.0,0.62,0.0,0.6126,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0401,0.0,0.75,0.0,0.7099,0.0
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0274,0.0,0.64,0.0,0.6126,0.0
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.0138,0.0,0.65,0.0,0.6638,0.0
open-llm-leaderboard/details_rishiraj__oswald-2x7b,1,0.0253,0.0,0.69,0.0,0.6647,0.0
open-llm-leaderboard/details_CultriX__MistralTrixTest,1,0.0147,0.0,0.74,0.0,0.7253,0.0
open-llm-leaderboard/details_umd-zhou-lab__recycled-wizardlm-7b-v2.0,1,0.0105,0.0,0.56,0.0,0.5495,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.0286,0.0,0.73,0.0,0.7014,0.0
open-llm-leaderboard/details_AA051610__A0106,1,0.0253,0.0,0.69,0.0,0.6647,0.0
open-llm-leaderboard/details_jilp00__Hermes-2-SOLAR-10.7B-Symbolic,1,0.0069,0.0,0.61,0.0,0.6169,0.0
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0002,0.0,0.67,0.0,0.6698,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Solar-10.7B,1,0.0298,0.0,0.68,0.0,0.6502,0.0
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0582,0.0,0.6,0.0,0.5418,0.0
open-llm-leaderboard/details_AdaptLLM__finance-chat,1,0.0525,0.0,0.59,0.0,0.5375,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-mixtral-7bx8-v16.3-32k,1,0.0045,0.0,0.26,0.0,0.2645,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.4,1,0.0069,0.0,0.64,0.0,0.6331,0.0
open-llm-leaderboard/details_jondurbin__bagel-dpo-34b-v0.2,1,0.0207,0.0,0.74,0.0,0.7193,0.0
open-llm-leaderboard/details_qblocks__codellama_7b_DolphinCoder,1,0.0602,0.0,0.48,0.0,0.4198,0.0
