model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
ai21/jamba-1.5-mini,1,0.0553,0.0,0.4432,0.0,0.3879,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.052,0.0,0.5536,0.0,0.5016,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0395,0.0,0.5065,0.0,0.467,0.0
anthropic/claude-instant-1.2,1,0.0437,0.0,0.387,0.0,0.3432,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0263,0.0,0.4384,0.0,0.4121,0.0
deepseek-ai/deepseek-v3,1,0.0594,0.0,0.5264,0.0,0.467,0.0
google/gemini-2.0-flash-exp,1,0.027,0.0,0.4701,0.0,0.4431,0.0
google/gemma-2-27b-it,1,0.0858,0.0,0.4387,0.0,0.3529,0.0
google/gemma-2-9b-it,1,0.0457,0.0,0.3736,0.0,0.3278,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0577,0.0,0.3362,0.0,0.2784,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0782,0.0,0.3315,0.0,0.2533,0.0
mistralai/mistral-large-2407,1,0.0463,0.0,0.499,0.0,0.4527,0.0
mistralai/mistral-medium-2312,1,0.04,0.0,0.3297,0.0,0.2897,0.0
openai/gpt-4-0613,1,0.057,0.0,0.5139,0.0,0.4569,0.0
qwen/qwen1.5-110b-chat,1,0.0599,0.0,0.4098,0.0,0.3499,0.0
qwen/qwen1.5-32b,1,0.0223,0.0,0.3757,0.0,0.3534,0.0
qwen/qwen1.5-72b,1,0.0771,0.0,0.4942,0.0,0.4171,0.0
qwen/qwen2-72b-instruct,1,0.0566,0.0,0.4463,0.0,0.3897,0.0
tiiuae/falcon-40b,1,0.0145,0.0,0.4069,0.0,0.3924,0.0
tiiuae/falcon-7b,1,0.0187,0.0,0.3039,0.0,0.2852,0.0
upstage/solar-pro-241126,1,0.0593,0.0,0.3567,0.0,0.2973,0.0
writer/palmyra-x-v3,1,0.0447,0.0,0.4519,0.0,0.4072,0.0
