model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Math-Instruct-DPO-v1,1,0.2641,0.0,0.4,0.0,0.6641,0.0
open-llm-leaderboard/details_fblgit__UNA-POLAR-10.7B-InstructMath-v2,1,0.2564,0.0,0.4,0.0,0.6564,0.0
open-llm-leaderboard/details_Q-bert__MetaMath-Cybertron-Starling,1,0.1692,0.0,0.5,0.0,0.6692,0.0
open-llm-leaderboard/details_meta-math__MetaMath-70B-V1.0,1,0.0923,0.0,0.8,0.0,0.7077,0.0
open-llm-leaderboard/details_meta-math__MetaMath-Mistral-7B,1,0.3077,0.0,0.3,0.0,0.6077,0.0
open-llm-leaderboard/details_qblocks__mistral_7b_DolphinCoder,1,0.2692,0.0,0.3,0.0,0.5692,0.0
open-llm-leaderboard/details_WizardLM__WizardCoder-15B-V1.0,1,0.1359,0.0,0.1,0.0,0.2359,0.0
open-llm-leaderboard/details_uukuguy__speechless-coder-ds-1.3b,1,0.2179,0.0,0.0,0.0,0.2179,0.0
open-llm-leaderboard/details_ceadar-ie__FinanceConnect-13B,1,0.241,0.0,0.2,0.0,0.441,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.2308,0.0,0.4,0.0,0.6308,0.0
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.1974,0.0,0.4,0.0,0.5974,0.0
open-llm-leaderboard/details_huangyt__Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,1,0.2282,0.0,0.4,0.0,0.6282,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.1179,0.0,0.7,0.0,0.8179,0.0
open-llm-leaderboard/details_Weyaxi__Helion-4x34B,1,0.0231,0.0,0.8,0.0,0.8231,0.0
open-llm-leaderboard/details_flemmingmiguel__NeuDist-Ro-7B,1,0.1718,0.0,0.5,0.0,0.6718,0.0
