model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.015,0.0,0.46,0.0,0.475,0.0,RAFT
ai21/j1-grande-v2-beta,1,0.0405,0.0,0.72,0.0,0.6795,0.0,RAFT
ai21/j1-jumbo,1,0.1077,0.0,0.76,0.0,0.6523,0.0,RAFT
ai21/j2-large,1,0.0041,0.0,0.58,0.0,0.5841,0.0,RAFT
anthropic/stanford-online-all-v4-s3,1,0.0509,0.0,0.64,0.0,0.6909,0.0,RAFT
cohere/command-xlarge-beta,1,0.0273,0.0,0.6,0.0,0.6273,0.0,RAFT
cohere/xlarge-20221108,1,0.0491,0.0,0.56,0.0,0.6091,0.0,RAFT
lmsys/vicuna-7b-v1.3,1,0.0595,0.0,0.62,0.0,0.6795,0.0,RAFT
microsoft/TNLGv2_530B,1,0.0255,0.0,0.68,0.0,0.6545,0.0,RAFT
microsoft/TNLGv2_7B,1,0.0132,0.0,0.52,0.0,0.5068,0.0,RAFT
mosaicml/mpt-30b,1,0.1023,0.0,0.6,0.0,0.7023,0.0,RAFT
openai/text-babbage-001,1,0.0291,0.0,0.48,0.0,0.5091,0.0,RAFT
openai/text-davinci-003,1,0.0209,0.0,0.72,0.0,0.7409,0.0,RAFT
together/bloom,1,0.0286,0.0,0.56,0.0,0.5886,0.0,RAFT
together/opt-175b,1,0.0068,0.0,0.6,0.0,0.5932,0.0,RAFT
together/redpajama-incite-base-3b-v1,1,0.0691,0.0,0.56,0.0,0.4909,0.0,RAFT
writer/palmyra-x,1,0.0759,0.0,0.64,0.0,0.7159,0.0,RAFT
AlephAlpha/luminous-base,1,0.0414,0.0,0.218,0.0,0.1766,0.0,NaturalQA-Classic
ai21/j1-grande-v2-beta,1,0.0314,0.0,0.2433,0.0,0.2748,0.0,NaturalQA-Classic
ai21/j1-jumbo,1,0.0612,0.0,0.1859,0.0,0.2471,0.0,NaturalQA-Classic
ai21/j2-large,1,0.0071,0.0,0.2253,0.0,0.2324,0.0,NaturalQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.0078,0.0,0.249,0.0,0.2411,0.0,NaturalQA-Classic
cohere/command-xlarge-beta,1,0.0025,0.0,0.3166,0.0,0.3191,0.0,NaturalQA-Classic
cohere/xlarge-20221108,1,0.0065,0.0,0.3172,0.0,0.3237,0.0,NaturalQA-Classic
lmsys/vicuna-7b-v1.3,1,0.0393,0.0,0.2046,0.0,0.2439,0.0,NaturalQA-Classic
microsoft/TNLGv2_530B,1,0.0099,0.0,0.3064,0.0,0.3162,0.0,NaturalQA-Classic
microsoft/TNLGv2_7B,1,0.0467,0.0,0.209,0.0,0.1624,0.0,NaturalQA-Classic
mosaicml/mpt-30b,1,0.0494,0.0,0.3453,0.0,0.2959,0.0,NaturalQA-Classic
openai/text-babbage-001,1,0.0245,0.0,0.038,0.0,0.0624,0.0,NaturalQA-Classic
openai/text-davinci-003,1,0.0517,0.0,0.42,0.0,0.3683,0.0,NaturalQA-Classic
together/bloom,1,0.0051,0.0,0.2111,0.0,0.206,0.0,NaturalQA-Classic
together/opt-175b,1,0.0014,0.0,0.2507,0.0,0.2493,0.0,NaturalQA-Classic
together/redpajama-incite-base-3b-v1,1,0.0333,0.0,0.1269,0.0,0.1602,0.0,NaturalQA-Classic
writer/palmyra-x,1,0.0341,0.0,0.4016,0.0,0.3675,0.0,NaturalQA-Classic
AlephAlpha/luminous-base,1,0.036,0.0,0.56,0.0,0.524,0.0,DyckLanguage
ai21/j1-grande-v2-beta,1,0.044,0.0,0.6,0.0,0.644,0.0,DyckLanguage
ai21/j1-jumbo,1,0.048,0.0,0.42,0.0,0.468,0.0,DyckLanguage
ai21/j2-large,1,0.026,0.0,0.6,0.0,0.574,0.0,DyckLanguage
anthropic/stanford-online-all-v4-s3,1,0.11,0.0,0.96,0.0,0.85,0.0,DyckLanguage
cohere/command-xlarge-beta,1,0.006,0.0,0.46,0.0,0.454,0.0,DyckLanguage
cohere/xlarge-20221108,1,0.022,0.0,0.62,0.0,0.598,0.0,DyckLanguage
lmsys/vicuna-7b-v1.3,1,0.062,0.0,0.56,0.0,0.622,0.0,DyckLanguage
microsoft/TNLGv2_530B,1,0.018,0.0,0.76,0.0,0.778,0.0,DyckLanguage
microsoft/TNLGv2_7B,1,0.036,0.0,0.5,0.0,0.536,0.0,DyckLanguage
mosaicml/mpt-30b,1,0.034,0.0,0.6,0.0,0.634,0.0,DyckLanguage
openai/text-babbage-001,1,0.032,0.0,0.24,0.0,0.208,0.0,DyckLanguage
openai/text-davinci-003,1,0.06,0.0,0.7,0.0,0.76,0.0,DyckLanguage
together/bloom,1,0.008,0.0,0.52,0.0,0.528,0.0,DyckLanguage
