model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_glaiveai__glaive-coder-7b,1,0.0341,0.0,0.39,0.0,0.3559,0.0
open-llm-leaderboard/details_AdaptLLM__finance-chat,1,0.05,0.0,0.44,0.0,0.49,0.0
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0666,0.0,0.59,0.0,0.6566,0.0
open-llm-leaderboard/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,1,0.0243,0.0,0.54,0.0,0.5643,0.0
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0851,0.0,0.44,0.0,0.5251,0.0
open-llm-leaderboard/details_Locutusque__Rhino-Mistral-7B,1,0.0788,0.0,0.4,0.0,0.4788,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-34B-Slerp,1,0.0387,0.0,0.74,0.0,0.7787,0.0
open-llm-leaderboard/details_Weyaxi__Helion-4x34B,1,0.0497,0.0,0.73,0.0,0.7797,0.0
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0678,0.0,0.54,0.0,0.6078,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.0247,0.0,0.63,0.0,0.6547,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0805,0.0,0.56,0.0,0.6405,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0359,0.0,0.58,0.0,0.6159,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0618,0.0,0.4,0.0,0.4618,0.0
open-llm-leaderboard/details_superlazycoder__NeuralPipe-7B-slerp,1,0.1037,0.0,0.53,0.0,0.6337,0.0
open-llm-leaderboard/details_udkai__Turdus,1,0.0492,0.0,0.59,0.0,0.6392,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.1053,0.0,0.44,0.0,0.5453,0.0
