model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Math-Instruct-DPO-v1,1,0.0141,0.0,0.48,0.0,0.4941,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_meta-math__MetaMath-70B-V1.0,1,0.0972,0.0,0.44,0.0,0.5372,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_abacusai__Fewshot-Metamath-OrcaVicuna-Mistral,1,0.08,0.0,0.36,0.0,0.44,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_rameshm__llama-2-13b-mathgpt-v4,1,0.0505,0.0,0.28,0.0,0.3305,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_rombodawg__LosslessMegaCoder-llama2-13b-mini,1,0.0247,0.0,0.44,0.0,0.4153,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0128,0.0,0.4,0.0,0.3872,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_mrm8488__llama-2-coder-7b,1,0.0723,0.0,0.44,0.0,0.3677,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_deepseek-ai__deepseek-coder-6.7b-instruct,1,0.0358,0.0,0.32,0.0,0.2842,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_glaiveai__glaive-coder-7b,1,0.1229,0.0,0.4,0.0,0.2771,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_deepseek-ai__deepseek-coder-1.3b-instruct,1,0.0699,0.0,0.36,0.0,0.2901,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.0506,0.0,0.4,0.0,0.3494,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.0127,0.0,0.72,0.0,0.7073,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.142,0.0,0.24,0.0,0.382,0.0,harness_hendrycksTest_professional_law_5
open-llm-leaderboard/details_Locutusque__Rhino-Mistral-7B,1,0.1211,0.0,0.24,0.0,0.3611,0.0,harness_hendrycksTest_professional_law_5
