model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.0585,0.0,0.3684,0.0,0.31,0.0
01-ai/yi-large-preview,1,0.0713,0.0,0.499,0.0,0.4277,0.0
AlephAlpha/luminous-base,1,0.0527,0.0,0.2499,0.0,0.1972,0.0
AlephAlpha/luminous-extended,1,0.0049,0.0,0.2578,0.0,0.2529,0.0
AlephAlpha/luminous-supreme,1,0.0503,0.0,0.3495,0.0,0.2992,0.0
ai21/j2-jumbo,1,0.0513,0.0,0.4366,0.0,0.3853,0.0
ai21/jamba-1.5-large,1,0.003,0.0,0.3967,0.0,0.3937,0.0
ai21/jamba-1.5-mini,1,0.052,0.0,0.3359,0.0,0.3879,0.0
ai21/jamba-instruct,1,0.0131,0.0,0.3705,0.0,0.3836,0.0
allenai/olmo-7b,1,0.0575,0.0,0.3161,0.0,0.2586,0.0
amazon/nova-lite-v1:0,1,0.0281,0.0,0.3806,0.0,0.3524,0.0
amazon/nova-pro-v1:0,1,0.0323,0.0,0.4375,0.0,0.4052,0.0
anthropic/claude-2.0,1,0.0561,0.0,0.4839,0.0,0.4278,0.0
anthropic/claude-2.1,1,0.076,0.0,0.4511,0.0,0.3751,0.0
anthropic/claude-3-5-haiku-20241022,1,0.05,0.0,0.3938,0.0,0.3439,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.022,0.0,0.4796,0.0,0.5016,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0154,0.0,0.4517,0.0,0.467,0.0
anthropic/claude-3-haiku-20240307,1,0.014,0.0,0.1577,0.0,0.1437,0.0
anthropic/claude-3-sonnet-20240229,1,0.0176,0.0,0.0108,0.0,0.0283,0.0
anthropic/claude-instant-1.2,1,0.0989,0.0,0.4422,0.0,0.3432,0.0
cohere/command-light,1,0.0511,0.0,0.2462,0.0,0.1951,0.0
cohere/command-r-plus,1,0.0112,0.0,0.332,0.0,0.3432,0.0
cohere/command-r,1,0.0269,0.0,0.3791,0.0,0.3522,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0503,0.0,0.4624,0.0,0.4121,0.0
deepseek-ai/deepseek-v3,1,0.0667,0.0,0.4003,0.0,0.467,0.0
google/gemini-1.0-pro-002,1,0.0467,0.0,0.4373,0.0,0.3906,0.0
google/gemini-1.5-flash-001,1,0.0038,0.0,0.3286,0.0,0.3324,0.0
google/gemini-1.5-flash-002,1,0.0727,0.0,0.3955,0.0,0.3228,0.0
google/gemini-1.5-pro-001,1,0.0037,0.0,0.3743,0.0,0.378,0.0
google/gemini-1.5-pro-002,1,0.0163,0.0,0.4392,0.0,0.4555,0.0
google/gemini-2.0-flash-exp,1,0.0218,0.0,0.4213,0.0,0.4431,0.0
google/gemma-2-27b-it,1,0.0535,0.0,0.4064,0.0,0.3529,0.0
google/gemma-2-9b-it,1,0.068,0.0,0.3959,0.0,0.3278,0.0
google/gemma-7b,1,0.0164,0.0,0.3521,0.0,0.3356,0.0
google/text-unicorn@001,1,0.0119,0.0,0.423,0.0,0.4348,0.0
meta/llama-2-13b,1,0.0357,0.0,0.4063,0.0,0.3706,0.0
meta/llama-2-70b,1,0.0086,0.0,0.4681,0.0,0.4596,0.0
meta/llama-2-7b,1,0.0529,0.0,0.3855,0.0,0.3326,0.0
meta/llama-3-70b,1,0.0081,0.0,0.4834,0.0,0.4753,0.0
meta/llama-3-8b,1,0.092,0.0,0.47,0.0,0.378,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0083,0.0,0.4478,0.0,0.456,0.0
meta/llama-3.1-70b-instruct-turbo,1,0.0209,0.0,0.4308,0.0,0.4517,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0775,0.0,0.2865,0.0,0.209,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0343,0.0,0.2685,0.0,0.2342,0.0
meta/llama-3.3-70b-instruct-turbo,1,0.0042,0.0,0.4265,0.0,0.4307,0.0
microsoft/phi-2,1,0.0167,0.0,0.1385,0.0,0.1552,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0455,0.0,0.324,0.0,0.2784,0.0
mistralai/mistral-large-2402,1,0.0593,0.0,0.3704,0.0,0.3111,0.0
mistralai/mistral-large-2407,1,0.0343,0.0,0.487,0.0,0.4527,0.0
mistralai/mistral-medium-2312,1,0.0706,0.0,0.3603,0.0,0.2897,0.0
mistralai/mistral-small-2402,1,0.0605,0.0,0.3648,0.0,0.3042,0.0
mistralai/mixtral-8x22b,1,0.0577,0.0,0.5353,0.0,0.4776,0.0
openai/gpt-3.5-turbo-0613,1,0.0143,0.0,0.3203,0.0,0.3346,0.0
openai/gpt-4-1106-preview,1,0.0669,0.0,0.5016,0.0,0.4347,0.0
openai/gpt-4-turbo-2024-04-09,1,0.0013,0.0,0.4808,0.0,0.4821,0.0
openai/gpt-4o-2024-05-13,1,0.0089,0.0,0.4924,0.0,0.5013,0.0
openai/gpt-4o-mini-2024-07-18,1,0.0217,0.0,0.3638,0.0,0.3855,0.0
openai/text-davinci-002,1,0.0296,0.0,0.4238,0.0,0.3941,0.0
qwen/qwen1.5-110b-chat,1,0.0275,0.0,0.3774,0.0,0.3499,0.0
qwen/qwen1.5-32b,1,0.0837,0.0,0.4371,0.0,0.3534,0.0
qwen/qwen1.5-7b,1,0.0927,0.0,0.3623,0.0,0.2696,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0032,0.0,0.3626,0.0,0.3594,0.0
snowflake/snowflake-arctic-instruct,1,0.0075,0.0,0.3973,0.0,0.3898,0.0
tiiuae/falcon-40b,1,0.0509,0.0,0.4432,0.0,0.3924,0.0
tiiuae/falcon-7b,1,0.0864,0.0,0.3716,0.0,0.2852,0.0
upstage/solar-pro-241126,1,0.0001,0.0,0.2975,0.0,0.2973,0.0
writer/palmyra-x-004,1,0.0012,0.0,0.4554,0.0,0.4566,0.0
writer/palmyra-x-v2,1,0.0416,0.0,0.4697,0.0,0.4281,0.0
writer/palmyra-x-v3,1,0.0383,0.0,0.3689,0.0,0.4072,0.0
