model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
ai21/j1-grande-v2-beta,1,0.018,0.0,0.8,0.0,0.818,0.0,BLiMP
ai21/j1-jumbo,1,0.0207,0.0,0.8,0.0,0.8207,0.0,BLiMP
ai21/j2-large,1,0.0117,0.0,0.81,0.0,0.8217,0.0,BLiMP
cohere/command-xlarge-beta,1,0.074,0.0,0.87,0.0,0.796,0.0,BLiMP
cohere/small-20220720,1,0.0291,0.0,0.82,0.0,0.7909,0.0,BLiMP
openai/babbage,1,0.0415,0.0,0.79,0.0,0.8315,0.0,BLiMP
openai/text-davinci-003,1,0.0073,0.0,0.83,0.0,0.8227,0.0,BLiMP
AlephAlpha/luminous-base,1,0.0021,0.0,0.1787,0.0,0.1766,0.0,NaturalQA-Classic
ai21/j1-grande-v2-beta,1,0.0173,0.0,0.2921,0.0,0.2748,0.0,NaturalQA-Classic
ai21/j1-jumbo,1,0.0274,0.0,0.2197,0.0,0.2471,0.0,NaturalQA-Classic
ai21/j2-large,1,0.0105,0.0,0.2429,0.0,0.2324,0.0,NaturalQA-Classic
cohere/command-xlarge-beta,1,0.0068,0.0,0.3123,0.0,0.3191,0.0,NaturalQA-Classic
cohere/small-20220720,1,0.02,0.0,0.0819,0.0,0.0619,0.0,NaturalQA-Classic
meta/llama-2-70b,1,0.0311,0.0,0.3841,0.0,0.4152,0.0,NaturalQA-Classic
meta/llama-65b,1,0.0029,0.0,0.3944,0.0,0.3915,0.0,NaturalQA-Classic
mosaicml/mpt-instruct-30b,1,0.0115,0.0,0.2361,0.0,0.2476,0.0,NaturalQA-Classic
openai/babbage,1,0.0153,0.0,0.1122,0.0,0.0968,0.0,NaturalQA-Classic
openai/gpt-3.5-turbo-0613,1,0.0416,0.0,0.2527,0.0,0.2943,0.0,NaturalQA-Classic
openai/text-davinci-003,1,0.0339,0.0,0.3344,0.0,0.3683,0.0,NaturalQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0236,0.0,0.1452,0.0,0.1689,0.0,NaturalQA-Classic
together/t0pp,1,0.0154,0.0,0.0237,0.0,0.0391,0.0,NaturalQA-Classic
together/t5-11b,1,0.0288,0.0,0.1357,0.0,0.1645,0.0,NaturalQA-Classic
together/yalm,1,0.0098,0.0,0.05,0.0,0.0598,0.0,NaturalQA-Classic
AlephAlpha/luminous-base,1,0.0327,0.0,0.45,0.0,0.4827,0.0,CivilComments
ai21/j1-grande-v2-beta,1,0.0314,0.0,0.71,0.0,0.7414,0.0,CivilComments
ai21/j1-jumbo,1,0.0254,0.0,0.41,0.0,0.3846,0.0,CivilComments
ai21/j2-large,1,0.02,0.0,0.66,0.0,0.64,0.0,CivilComments
cohere/command-xlarge-beta,1,0.0316,0.0,0.56,0.0,0.5916,0.0,CivilComments
cohere/small-20220720,1,0.0215,0.0,0.78,0.0,0.8015,0.0,CivilComments
meta/llama-2-70b,1,0.0137,0.0,0.53,0.0,0.5438,0.0,CivilComments
meta/llama-65b,1,0.0693,0.0,0.52,0.0,0.5893,0.0,CivilComments
mosaicml/mpt-instruct-30b,1,0.0371,0.0,0.31,0.0,0.3471,0.0,CivilComments
openai/babbage,1,0.0542,0.0,0.59,0.0,0.5358,0.0,CivilComments
openai/gpt-3.5-turbo-0613,1,0.0775,0.0,0.56,0.0,0.6375,0.0,CivilComments
openai/text-davinci-003,1,0.075,0.0,0.62,0.0,0.695,0.0,CivilComments
together/redpajama-incite-instruct-3b-v1,1,0.0579,0.0,0.76,0.0,0.8179,0.0,CivilComments
together/t0pp,1,0.0392,0.0,0.4,0.0,0.4392,0.0,CivilComments
together/t5-11b,1,0.0377,0.0,0.54,0.0,0.5777,0.0,CivilComments
together/yalm,1,0.03,0.0,0.72,0.0,0.75,0.0,CivilComments
ai21/j1-grande-v2-beta,1,0.03,0.0,0.65,0.0,0.62,0.0,CommonSense
ai21/j1-jumbo,1,0.0593,0.0,0.68,0.0,0.6207,0.0,CommonSense
ai21/j2-large,1,0.052,0.0,0.63,0.0,0.578,0.0,CommonSense
cohere/command-xlarge-beta,1,0.0093,0.0,0.69,0.0,0.6807,0.0,CommonSense
cohere/small-20220720,1,0.0553,0.0,0.44,0.0,0.3847,0.0,CommonSense
openai/babbage,1,0.0667,0.0,0.51,0.0,0.4433,0.0,CommonSense
openai/text-davinci-003,1,0.078,0.0,0.79,0.0,0.712,0.0,CommonSense
AlephAlpha/luminous-base,1,0.0574,0.0,0.77,0.0,0.7126,0.0,BoolQ
ai21/j1-grande-v2-beta,1,0.0368,0.0,0.85,0.0,0.8132,0.0,BoolQ
ai21/j1-jumbo,1,0.0504,0.0,0.81,0.0,0.7596,0.0,BoolQ
ai21/j2-large,1,0.0253,0.0,0.76,0.0,0.7347,0.0,BoolQ
cohere/command-xlarge-beta,1,0.0304,0.0,0.88,0.0,0.8496,0.0,BoolQ
cohere/small-20220720,1,0.0293,0.0,0.44,0.0,0.4693,0.0,BoolQ
meta/llama-2-70b,1,0.0635,0.0,0.9485,0.0,0.885,0.0,BoolQ
meta/llama-65b,1,0.0568,0.0,0.9278,0.0,0.871,0.0,BoolQ
mosaicml/mpt-instruct-30b,1,0.0479,0.0,0.8969,0.0,0.849,0.0,BoolQ
openai/babbage,1,0.0251,0.0,0.64,0.0,0.6149,0.0,BoolQ
openai/gpt-3.5-turbo-0613,1,0.0103,0.0,0.8763,0.0,0.866,0.0,BoolQ
openai/text-davinci-003,1,0.0245,0.0,0.9,0.0,0.8755,0.0,BoolQ
together/redpajama-incite-instruct-3b-v1,1,0.0024,0.0,0.6804,0.0,0.678,0.0,BoolQ
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,BoolQ
together/t5-11b,1,0.0286,0.0,0.77,0.0,0.7414,0.0,BoolQ
together/yalm,1,0.0464,0.0,0.67,0.0,0.6236,0.0,BoolQ
AlephAlpha/luminous-base,1,0.0566,0.0,0.64,0.0,0.5834,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.0315,0.0,0.89,0.0,0.8585,0.0,EntityMatching
ai21/j1-jumbo,1,0.0414,0.0,0.91,0.0,0.8686,0.0,EntityMatching
