model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.069,0.0,0.72,0.0,0.651,0.0
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.0096,0.0,0.74,0.0,0.7304,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0353,0.0,0.44,0.0,0.4753,0.0
open-llm-leaderboard/details_bhavinjawade__SOLAR-10B-Nector-DPO-Jawade,1,0.0267,0.0,0.74,0.0,0.7133,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0701,0.0,0.78,0.0,0.7099,0.0
open-llm-leaderboard/details_cloudyu__Yi-34Bx3-MoE-90B,1,0.071,0.0,0.78,0.0,0.709,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0451,0.0,0.72,0.0,0.6749,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0732,0.0,0.72,0.0,0.6468,0.0
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.01,0.0,0.44,0.0,0.43,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0564,0.0,0.64,0.0,0.5836,0.0
open-llm-leaderboard/details_CultriX__MistralTrixTest,1,0.0347,0.0,0.76,0.0,0.7253,0.0
open-llm-leaderboard/details_hywu__Camelidae-8x13B,1,0.0118,0.0,0.6,0.0,0.6118,0.0
open-llm-leaderboard/details_Delcos__Velara-11B-V2,1,0.0218,0.0,0.66,0.0,0.6382,0.0
open-llm-leaderboard/details_AA051610__A0106,1,0.0953,0.0,0.76,0.0,0.6647,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.0255,0.0,0.72,0.0,0.6945,0.0
open-llm-leaderboard/details_UCLA-AGI__test0,1,0.1035,0.0,0.74,0.0,0.6365,0.0
