model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-extended,1,0.0166,0.0,0.0603,0.0,0.0769,0.0,WMT-14 Translation
AlephAlpha/luminous-supreme,1,0.0302,0.0,0.063,0.0,0.0932,0.0,WMT-14 Translation
ai21/j2-jumbo,1,0.0145,0.0,0.0887,0.0,0.1032,0.0,WMT-14 Translation
anthropic/claude-3-haiku-20240307,1,0.0078,0.0,0.1221,0.0,0.1299,0.0,WMT-14 Translation
anthropic/claude-3-sonnet-20240229,1,0.0309,0.0,0.1642,0.0,0.195,0.0,WMT-14 Translation
anthropic/claude-v1.3,1,0.0187,0.0,0.1758,0.0,0.1945,0.0,WMT-14 Translation
cohere/command-r-plus,1,0.0125,0.0,0.17,0.0,0.1825,0.0,WMT-14 Translation
google/gemini-1.5-flash-002,1,0.0264,0.0,0.165,0.0,0.1915,0.0,WMT-14 Translation
google/gemma-2-9b-it,1,0.0385,0.0,0.1444,0.0,0.1828,0.0,WMT-14 Translation
google/text-bison@001,1,0.0001,0.0,0.2106,0.0,0.2108,0.0,WMT-14 Translation
meta/llama-2-13b,1,0.035,0.0,0.1168,0.0,0.1518,0.0,WMT-14 Translation
meta/llama-2-70b,1,0.0201,0.0,0.1572,0.0,0.1774,0.0,WMT-14 Translation
meta/llama-2-7b,1,0.0224,0.0,0.1081,0.0,0.1305,0.0,WMT-14 Translation
meta/llama-3.3-70b-instruct-turbo,1,0.0157,0.0,0.1789,0.0,0.1947,0.0,WMT-14 Translation
mistralai/mistral-medium-2312,1,0.0136,0.0,0.1372,0.0,0.1508,0.0,WMT-14 Translation
mistralai/open-mistral-nemo-2407,1,0.0139,0.0,0.1469,0.0,0.1607,0.0,WMT-14 Translation
openai/gpt-4-turbo-2024-04-09,1,0.0116,0.0,0.1826,0.0,0.1942,0.0,WMT-14 Translation
openai/gpt-4o-2024-05-13,1,0.0071,0.0,0.2127,0.0,0.2057,0.0,WMT-14 Translation
qwen/qwen1.5-110b-chat,1,0.0269,0.0,0.1469,0.0,0.1738,0.0,WMT-14 Translation
qwen/qwen1.5-32b,1,0.0209,0.0,0.1525,0.0,0.1734,0.0,WMT-14 Translation
qwen/qwen2-72b-instruct,1,0.0063,0.0,0.1788,0.0,0.1851,0.0,WMT-14 Translation
tiiuae/falcon-7b,1,0.0129,0.0,0.0711,0.0,0.084,0.0,WMT-14 Translation
AlephAlpha/luminous-extended,1,0.0607,0.0,0.32,0.0,0.2593,0.0,MMLU-Lite
AlephAlpha/luminous-supreme,1,0.1034,0.0,0.2,0.0,0.3034,0.0,MMLU-Lite
ai21/j2-jumbo,1,0.0727,0.0,0.4,0.0,0.4727,0.0,MMLU-Lite
anthropic/claude-3-haiku-20240307,1,0.0569,0.0,0.72,0.0,0.6631,0.0,MMLU-Lite
anthropic/claude-3-sonnet-20240229,1,0.0492,0.0,0.7,0.0,0.6508,0.0,MMLU-Lite
anthropic/claude-v1.3,1,0.0068,0.0,0.64,0.0,0.6332,0.0,MMLU-Lite
cohere/command-r-plus,1,0.0432,0.0,0.56,0.0,0.6032,0.0,MMLU-Lite
google/gemini-1.5-flash-002,1,0.039,0.0,0.64,0.0,0.679,0.0,MMLU-Lite
google/gemma-2-9b-it,1,0.0673,0.0,0.58,0.0,0.6473,0.0,MMLU-Lite
google/text-bison@001,1,0.0849,0.0,0.52,0.0,0.6049,0.0,MMLU-Lite
meta/llama-2-13b,1,0.0662,0.0,0.44,0.0,0.5062,0.0,MMLU-Lite
meta/llama-2-70b,1,0.0385,0.0,0.54,0.0,0.5785,0.0,MMLU-Lite
meta/llama-2-7b,1,0.1127,0.0,0.3,0.0,0.4127,0.0,MMLU-Lite
meta/llama-3.3-70b-instruct-turbo,1,0.0437,0.0,0.66,0.0,0.7037,0.0,MMLU-Lite
mistralai/mistral-medium-2312,1,0.0373,0.0,0.58,0.0,0.6173,0.0,MMLU-Lite
mistralai/open-mistral-nemo-2407,1,0.1596,0.0,0.44,0.0,0.5996,0.0,MMLU-Lite
openai/gpt-4-turbo-2024-04-09,1,0.0125,0.0,0.7,0.0,0.7125,0.0,MMLU-Lite
openai/gpt-4o-2024-05-13,1,0.0051,0.0,0.76,0.0,0.7549,0.0,MMLU-Lite
qwen/qwen1.5-110b-chat,1,0.0584,0.0,0.64,0.0,0.6984,0.0,MMLU-Lite
qwen/qwen1.5-32b,1,0.0149,0.0,0.62,0.0,0.6349,0.0,MMLU-Lite
qwen/qwen2-72b-instruct,1,0.0057,0.0,0.78,0.0,0.7743,0.0,MMLU-Lite
tiiuae/falcon-7b,1,0.0057,0.0,0.28,0.0,0.2857,0.0,MMLU-Lite
AlephAlpha/luminous-extended,1,0.092,0.0,0.18,0.0,0.272,0.0,OpenBookQA
AlephAlpha/luminous-supreme,1,0.104,0.0,0.18,0.0,0.284,0.0,OpenBookQA
ai21/j2-jumbo,1,0.072,0.0,0.76,0.0,0.688,0.0,OpenBookQA
anthropic/claude-3-haiku-20240307,1,0.002,0.0,0.84,0.0,0.838,0.0,OpenBookQA
anthropic/claude-3-sonnet-20240229,1,0.042,0.0,0.96,0.0,0.918,0.0,OpenBookQA
anthropic/claude-v1.3,1,0.032,0.0,0.94,0.0,0.908,0.0,OpenBookQA
cohere/command-r-plus,1,0.008,0.0,0.82,0.0,0.828,0.0,OpenBookQA
google/gemini-1.5-flash-002,1,0.066,0.0,0.98,0.0,0.914,0.0,OpenBookQA
google/gemma-2-9b-it,1,0.05,0.0,0.96,0.0,0.91,0.0,OpenBookQA
google/text-bison@001,1,0.042,0.0,0.92,0.0,0.878,0.0,OpenBookQA
meta/llama-2-13b,1,0.074,0.0,0.56,0.0,0.634,0.0,OpenBookQA
meta/llama-2-70b,1,0.002,0.0,0.84,0.0,0.838,0.0,OpenBookQA
meta/llama-2-7b,1,0.004,0.0,0.54,0.0,0.544,0.0,OpenBookQA
meta/llama-3.3-70b-instruct-turbo,1,0.012,0.0,0.94,0.0,0.928,0.0,OpenBookQA
mistralai/mistral-medium-2312,1,0.05,0.0,0.88,0.0,0.83,0.0,OpenBookQA
mistralai/open-mistral-nemo-2407,1,0.058,0.0,0.88,0.0,0.822,0.0,OpenBookQA
openai/gpt-4-turbo-2024-04-09,1,0.03,0.0,1.0,0.0,0.97,0.0,OpenBookQA
openai/gpt-4o-2024-05-13,1,0.034,0.0,1.0,0.0,0.966,0.0,OpenBookQA
qwen/qwen1.5-110b-chat,1,0.058,0.0,0.98,0.0,0.922,0.0,OpenBookQA
qwen/qwen1.5-32b,1,0.008,0.0,0.94,0.0,0.932,0.0,OpenBookQA
qwen/qwen2-72b-instruct,1,0.026,0.0,0.98,0.0,0.954,0.0,OpenBookQA
tiiuae/falcon-7b,1,0.08,0.0,0.34,0.0,0.26,0.0,OpenBookQA
AlephAlpha/luminous-extended,1,0.0034,0.0,0.2495,0.0,0.2529,0.0,NaturalQA
AlephAlpha/luminous-supreme,1,0.0412,0.0,0.258,0.0,0.2992,0.0,NaturalQA
ai21/j2-jumbo,1,0.0419,0.0,0.3435,0.0,0.3853,0.0,NaturalQA
anthropic/claude-3-haiku-20240307,1,0.0127,0.0,0.131,0.0,0.1437,0.0,NaturalQA
anthropic/claude-3-sonnet-20240229,1,0.0098,0.0,0.0186,0.0,0.0283,0.0,NaturalQA
anthropic/claude-v1.3,1,0.0307,0.0,0.3781,0.0,0.4089,0.0,NaturalQA
cohere/command-r-plus,1,0.0671,0.0,0.2761,0.0,0.3432,0.0,NaturalQA
google/gemini-1.5-flash-002,1,0.0522,0.0,0.2705,0.0,0.3228,0.0,NaturalQA
google/gemma-2-9b-it,1,0.0656,0.0,0.2623,0.0,0.3278,0.0,NaturalQA
google/text-bison@001,1,0.0061,0.0,0.3838,0.0,0.39,0.0,NaturalQA
meta/llama-2-13b,1,0.0761,0.0,0.2945,0.0,0.3706,0.0,NaturalQA
meta/llama-2-70b,1,0.069,0.0,0.3906,0.0,0.4596,0.0,NaturalQA
meta/llama-2-7b,1,0.0211,0.0,0.3115,0.0,0.3326,0.0,NaturalQA
meta/llama-3.3-70b-instruct-turbo,1,0.0694,0.0,0.3613,0.0,0.4307,0.0,NaturalQA
mistralai/mistral-medium-2312,1,0.0229,0.0,0.2668,0.0,0.2897,0.0,NaturalQA
