model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0026,0.0,0.1583,0.0,0.1557,0.0
AlephAlpha/luminous-supreme,1,0.0182,0.0,0.075,0.0,0.0932,0.0
ai21/j2-jumbo,1,0.0133,0.0,0.0899,0.0,0.1032,0.0
ai21/jamba-1.5-large,1,0.0003,0.0,0.1849,0.0,0.1853,0.0
amazon/nova-micro-v1:0,1,0.0216,0.0,0.1496,0.0,0.1712,0.0
amazon/nova-pro-v1:0,1,0.0213,0.0,0.1813,0.0,0.2026,0.0
anthropic/claude-3-sonnet-20240229,1,0.0012,0.0,0.1938,0.0,0.195,0.0
cohere/command-r,1,0.0005,0.0,0.1314,0.0,0.1309,0.0
cohere/command,1,0.0134,0.0,0.0668,0.0,0.0802,0.0
google/gemini-1.5-pro-001,1,0.0171,0.0,0.1536,0.0,0.1707,0.0
google/gemini-2.0-flash-exp,1,0.0072,0.0,0.1835,0.0,0.1908,0.0
google/gemma-2-27b-it,1,0.0375,0.0,0.1542,0.0,0.1917,0.0
meta/llama-3-70b,1,0.0083,0.0,0.1909,0.0,0.1991,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0021,0.0,0.2069,0.0,0.209,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0235,0.0,0.1835,0.0,0.16,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0182,0.0,0.1478,0.0,0.1295,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0105,0.0,0.1816,0.0,0.1711,0.0
mistralai/open-mistral-nemo-2407,1,0.0173,0.0,0.178,0.0,0.1607,0.0
openai/gpt-3.5-turbo-0613,1,0.0146,0.0,0.1846,0.0,0.1699,0.0
openai/text-davinci-003,1,0.0058,0.0,0.1647,0.0,0.1705,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0235,0.0,0.165,0.0,0.1415,0.0
writer/palmyra-x-v2,1,0.0035,0.0,0.2153,0.0,0.2119,0.0
