model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.0654,0.0,0.7778,0.0,0.7124,0.0
01-ai/yi-large-preview,1,0.0194,0.0,0.4004,0.0,0.381,0.0
ai21/jamba-instruct,1,0.0125,0.0,0.6804,0.0,0.6678,0.0
amazon/nova-micro-v1:0,1,0.0397,0.0,0.7874,0.0,0.7477,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0158,0.0,0.7966,0.0,0.7808,0.0
anthropic/claude-3-haiku-20240307,1,0.0327,0.0,0.2094,0.0,0.242,0.0
anthropic/claude-instant-1.2,1,0.0058,0.0,0.6238,0.0,0.6296,0.0
google/gemma-2-27b-it,1,0.0429,0.0,0.8347,0.0,0.7918,0.0
google/gemma-2-9b-it,1,0.0441,0.0,0.8239,0.0,0.7797,0.0
google/text-bison@001,1,0.0345,0.0,0.7563,0.0,0.7217,0.0
meta/llama-2-70b,1,0.0504,0.0,0.8157,0.0,0.7653,0.0
meta/llama-2-7b,1,0.0041,0.0,0.7049,0.0,0.7008,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0312,0.0,0.8099,0.0,0.7787,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0197,0.0,0.7587,0.0,0.7389,0.0
mistralai/mixtral-8x22b,1,0.0265,0.0,0.812,0.0,0.7855,0.0
openai/gpt-3.5-turbo-0613,1,0.0476,0.0,0.6998,0.0,0.6522,0.0
openai/gpt-4-1106-preview,1,0.0009,0.0,0.7297,0.0,0.7289,0.0
qwen/qwen1.5-72b,1,0.0081,0.0,0.5976,0.0,0.6057,0.0
qwen/qwen2-72b-instruct,1,0.0147,0.0,0.7226,0.0,0.7373,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0699,0.0,0.8105,0.0,0.7405,0.0
snowflake/snowflake-arctic-instruct,1,0.0303,0.0,0.62,0.0,0.6503,0.0
writer/palmyra-x-v3,1,0.0056,0.0,0.72,0.0,0.7144,0.0
