model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
ai21/j1-grande-v2-beta,10,0.043,0.0319530906173409,0.599,0.04928488612140642,0.62,0.0,CommonSense
ai21/j1-jumbo,10,0.040266666666666694,0.024201377371270965,0.6000000000000001,0.042190046219457975,0.6206666666666667,0.0,CommonSense
ai21/j2-large,10,0.03919999999999998,0.031294727990509835,0.558,0.046,0.5780000000000001,1.1102230246251565e-16,CommonSense
cohere/command-xlarge-beta,10,0.025266666666666625,0.03390240896062307,0.667,0.04001249804748512,0.6806666666666665,1.1102230246251565e-16,CommonSense
cohere/small-20220720,10,0.04486666666666666,0.030311054089226252,0.365,0.050447993022517755,0.3846666666666666,5.551115123125783e-17,CommonSense
openai/babbage,10,0.040999999999999995,0.025692627563390857,0.43099999999999994,0.04678675026115833,0.44333333333333336,0.0,CommonSense
openai/text-davinci-003,10,0.030799999999999984,0.014945233353815503,0.6980000000000001,0.031240998703626607,0.712,0.0,CommonSense
AlephAlpha/luminous-base,10,0.030489296636085628,0.020879075838564166,0.21800000000000003,0.031559467676119,0.19877675840978593,0.0,TruthfulQA-Classic
ai21/j1-grande-v2-beta,10,0.03544954128440366,0.025117825197750687,0.3,0.043358966777357594,0.3027522935779817,5.551115123125783e-17,TruthfulQA-Classic
ai21/j1-jumbo,10,0.024,0.020219973506442123,0.19,0.030983866769659335,0.18501529051987767,0.0,TruthfulQA-Classic
ai21/j2-large,10,0.017000000000000008,0.010961180214138456,0.24700000000000003,0.019000000000000006,0.2400611620795107,0.0,TruthfulQA-Classic
cohere/command-xlarge-beta,10,0.025681957186544348,0.02201819062124757,0.248,0.03218695387886216,0.2584097859327218,5.551115123125783e-17,TruthfulQA-Classic
cohere/small-20220720,10,0.028000000000000004,0.016696078192735202,0.22000000000000003,0.0322490309931942,0.22477064220183487,0.0,TruthfulQA-Classic
meta/llama-2-70b,10,0.031,0.02206948720780576,0.45299999999999996,0.03796050579220461,0.4556574923547402,1.1102230246251565e-16,TruthfulQA-Classic
meta/llama-65b,10,0.03998165137614679,0.028708467034214674,0.41999999999999993,0.042426406871192854,0.44495412844036697,0.0,TruthfulQA-Classic
mosaicml/mpt-instruct-30b,10,0.019000000000000003,0.018720138212856535,0.20500000000000002,0.022912878474779203,0.21865443425076453,0.0,TruthfulQA-Classic
openai/babbage,10,0.03420183486238532,0.024805032192796745,0.20800000000000002,0.04214261501141095,0.21100917431192662,0.0,TruthfulQA-Classic
openai/gpt-3.5-turbo-0613,10,0.046,0.032093007833363184,0.29,0.05495452665613634,0.301223241590214,5.551115123125783e-17,TruthfulQA-Classic
openai/text-davinci-003,10,0.03624159021406727,0.01598990980970758,0.543,0.036619666847201096,0.5581039755351682,0.0,TruthfulQA-Classic
together/redpajama-incite-instruct-3b-v1,10,0.034798165137614676,0.028243951825943782,0.23100000000000004,0.040112342240263166,0.21100917431192662,0.0,TruthfulQA-Classic
together/t0pp,10,0.031000000000000007,0.0269856737845507,0.363,0.04026164427839479,0.3547400611620795,0.0,TruthfulQA-Classic
together/t5-11b,10,0.025999999999999995,0.025012291304618267,0.154,0.03352610922848042,0.14067278287461774,0.0,TruthfulQA-Classic
together/yalm,10,0.02967278287461773,0.020349792324225024,0.201,0.03590264614203248,0.20336391437308868,0.0,TruthfulQA-Classic
AlephAlpha/luminous-base,10,0.03564259927797837,0.025439140159934474,0.6129999999999999,0.03226453160980339,0.5833935018050542,1.1102230246251565e-16,EntityMatching
ai21/j1-grande-v2-beta,10,0.019516245487364636,0.012489995996796807,0.8780000000000001,0.012489995996796809,0.8584837545126354,0.0,EntityMatching
ai21/j1-jumbo,10,0.021844765342960294,0.016032055252066482,0.885,0.021563858652847843,0.868592057761733,1.1102230246251565e-16,EntityMatching
ai21/j2-large,10,0.021516245487364638,0.014142135623730963,0.8799999999999999,0.014142135623730963,0.8584837545126354,0.0,EntityMatching
cohere/command-xlarge-beta,10,0.05412635379061372,0.037124978561012684,0.523,0.06558200972827838,0.5256317689530687,1.1102230246251565e-16,EntityMatching
cohere/small-20220720,10,0.026675090252707572,0.01759235409482522,0.12300000000000003,0.017916472867168916,0.1494584837545126,2.7755575615628914e-17,EntityMatching
meta/llama-2-70b,10,0.03159205776173285,0.030515117975002937,0.7290000000000001,0.04392038251199551,0.7285198555956678,1.1102230246251565e-16,EntityMatching
meta/llama-65b,10,0.032173285198555966,0.023580235907358978,0.874,0.03929376540877701,0.8808664259927796,1.1102230246251565e-16,EntityMatching
mosaicml/mpt-instruct-30b,10,0.027173285198555962,0.026802164936853452,0.865,0.03471310991541957,0.8808664259927796,1.1102230246251565e-16,EntityMatching
openai/babbage,10,0.034324909747292395,0.0263739095352173,0.27,0.04289522117905442,0.275812274368231,0.0,EntityMatching
openai/gpt-3.5-turbo-0613,10,0.01599999999999996,0.009825237225019587,0.9399999999999998,0.017888543819998284,0.9342960288808662,2.220446049250313e-16,EntityMatching
openai/text-davinci-003,10,0.02599999999999999,0.01618154926822968,0.9119999999999999,0.030594117081556696,0.9133574007220217,0.0,EntityMatching
together/redpajama-incite-instruct-3b-v1,10,0.026241877256317703,0.017167683570394526,0.877,0.017916472867168933,0.8512635379061372,0.0,EntityMatching
together/t0pp,10,0.0,0.0,0.0,0.0,0.0,0.0,EntityMatching
together/t5-11b,10,0.039487364620938645,0.026207107736780554,0.626,0.04737087712930804,0.6274368231046932,0.0,EntityMatching
together/yalm,10,0.026675090252707572,0.01759235409482522,0.12300000000000003,0.017916472867168916,0.1494584837545126,2.7755575615628914e-17,EntityMatching
AlephAlpha/luminous-base,10,0.04032802022536043,0.02216532254986537,0.3256351480579987,0.045811910019443396,0.3299848192417862,5.551115123125783e-17,QuAC
ai21/j1-grande-v2-beta,10,0.027036678756620976,0.013954537616989358,0.3866422647615714,0.030377774772774924,0.3883457664924923,0.0,QuAC
ai21/j1-jumbo,10,0.03497981903431265,0.019164946546330497,0.3495349475249026,0.03969607260012863,0.34564846635007573,0.0,QuAC
cohere/command-xlarge-beta,10,0.02283861177757814,0.016543942918217897,0.4491620109492677,0.023296761681395103,0.4332697131176618,0.0,QuAC
cohere/small-20220720,10,0.021627579706919524,0.02041416429811467,0.20249536150588104,0.029571186353320743,0.20566320708714825,0.0,QuAC
meta/llama-2-70b,10,0.027179177546061157,0.013705719118354453,0.4853338524426641,0.030322938750937063,0.4826741881521076,5.551115123125783e-17,QuAC
meta/llama-65b,10,0.02232949398785371,0.014350992274332766,0.39428999852041613,0.025829832986163075,0.4004036724500983,5.551115123125783e-17,QuAC
mosaicml/mpt-instruct-30b,10,0.03389562612215218,0.015853902320351953,0.3346612955245513,0.03718347031031466,0.33046019749213945,0.0,QuAC
openai/babbage,10,0.027424242590513837,0.027047888673891733,0.27500299005235485,0.038279484018264136,0.2707183119227804,5.551115123125783e-17,QuAC
openai/gpt-3.5-turbo-0613,10,0.026564532386861888,0.02191811862408668,0.48713444853780336,0.03367320070573941,0.47990991677559486,0.0,QuAC
openai/text-davinci-003,10,0.02056242611607321,0.011003882953186576,0.50453239494441,0.022166648782950736,0.49728405102598916,0.0,QuAC
together/redpajama-incite-instruct-3b-v1,10,0.030066450812709866,0.01716027655037922,0.2560644607527583,0.03443673689558123,0.2596109671665564,0.0,QuAC
together/t0pp,10,0.012982268693916355,0.013759959843739773,0.12084996822180567,0.018758704283458733,0.12329676387083702,1.3877787807814457e-17,QuAC
together/t5-11b,10,0.007384231413524912,0.007059052965598365,0.11732296441355432,0.01011697510225723,0.11590736661759724,1.3877787807814457e-17,QuAC
together/yalm,10,0.011988901429081534,0.011071505643388444,0.15095311397747485,0.016243189892629902,0.14938124349941978,0.0,QuAC
AlephAlpha/luminous-base,10,0.033999999999999996,0.02135415650406262,0.322,0.039698866482558416,0.31599999999999995,5.551115123125783e-17,BBQ
ai21/j1-grande-v2-beta,10,0.0518,0.03260000000000002,0.445,0.05818075283115544,0.4640000000000001,5.551115123125783e-17,BBQ
ai21/j1-jumbo,10,0.040999999999999995,0.02780287754891569,0.345,0.04944694126030447,0.342,0.0,BBQ
ai21/j2-large,10,0.0414,0.01852133904446436,0.31799999999999995,0.044452221541785734,0.327,0.0,BBQ
cohere/command-xlarge-beta,10,0.03099999999999999,0.023999999999999983,0.457,0.03579106033634655,0.473,0.0,BBQ
cohere/small-20220720,10,0.032199999999999986,0.025771301868551384,0.3430000000000001,0.04001249804748511,0.3529999999999999,5.551115123125783e-17,BBQ
openai/babbage,10,0.027000000000000014,0.021,0.32499999999999996,0.033837848631377274,0.31999999999999995,5.551115123125783e-17,BBQ
openai/text-davinci-003,10,0.018000000000000016,0.014000000000000012,0.892,0.022715633383201116,0.89,0.0,BBQ
together/t0pp,10,0.03380000000000001,0.021155613912151067,0.469,0.03505709628591622,0.4879999999999999,1.1102230246251565e-16,BBQ
together/t5-11b,10,0.023000000000000003,0.021470910553583876,0.337,0.03132091952673165,0.33999999999999997,5.551115123125783e-17,BBQ
together/yalm,10,0.03600000000000001,0.02264950330581225,0.33999999999999997,0.040496913462633184,0.327,0.0,BBQ
