model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_zhengr__MixTAO-7Bx2-MoE-DPO,1,0.0367,0.0,0.7302,0.0,0.6934,0.0
open-llm-leaderboard/details_alignment-handbook__zephyr-7b-sft-full,1,0.0255,0.0,0.3916,0.0,0.4171,0.0
open-llm-leaderboard/details_rombodawg__Leaderboard-killer-MoE_4x7b,1,0.0076,0.0,0.4999,0.0,0.5075,0.0
open-llm-leaderboard/details_FelixChao__ExtremeDolphin-MoE,1,0.0319,0.0,0.5409,0.0,0.5728,0.0
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.0104,0.0,0.6496,0.0,0.66,0.0
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0418,0.0,0.6482,0.0,0.69,0.0
open-llm-leaderboard/details_deepseek-ai__deepseek-moe-16b-base,1,0.0133,0.0,0.3741,0.0,0.3608,0.0
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0101,0.0,0.6284,0.0,0.6385,0.0
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.0078,0.0,0.4643,0.0,0.4722,0.0
open-llm-leaderboard/details_macadeliccc__polyglot-math-4x7b,1,0.0289,0.0,0.5089,0.0,0.5378,0.0
open-llm-leaderboard/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,1,0.0054,0.0,0.6596,0.0,0.6542,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0043,0.0,0.4665,0.0,0.4622,0.0
open-llm-leaderboard/details_bhavinjawade__SOLAR-10B-Nector-DPO-Jawade,1,0.0174,0.0,0.6918,0.0,0.7092,0.0
open-llm-leaderboard/details_AA051611__limb,1,0.0564,0.0,0.5273,0.0,0.5837,0.0
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0067,0.0,0.4543,0.0,0.461,0.0
open-llm-leaderboard/details_huangyt__Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,1,0.0035,0.0,0.4509,0.0,0.4544,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.01,0.0,0.6382,0.0,0.6482,0.0
open-llm-leaderboard/details_macadeliccc__laser-dolphin-mixtral-2x7b-dpo,1,0.0386,0.0,0.569,0.0,0.6076,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.007,0.0,0.6058,0.0,0.6129,0.0
open-llm-leaderboard/details_Weyaxi__Helion-4x34B,1,0.0097,0.0,0.6295,0.0,0.6391,0.0
open-llm-leaderboard/details_cloudyu__Yi-34Bx3-MoE-90B,1,0.0047,0.0,0.6584,0.0,0.6631,0.0
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.039,0.0,0.3763,0.0,0.4153,0.0
open-llm-leaderboard/details_flemmingmiguel__NeuDist-Ro-7B,1,0.0117,0.0,0.661,0.0,0.6493,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.0084,0.0,0.4476,0.0,0.456,0.0
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0136,0.0,0.5008,0.0,0.5144,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0017,0.0,0.4276,0.0,0.4259,0.0
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.0171,0.0,0.5334,0.0,0.5505,0.0
open-llm-leaderboard/details_superlazycoder__NeuralPipe-7B-slerp,1,0.0294,0.0,0.569,0.0,0.5984,0.0
open-llm-leaderboard/details_udkai__Turdus,1,0.0221,0.0,0.6932,0.0,0.6711,0.0
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.0185,0.0,0.5222,0.0,0.5407,0.0
open-llm-leaderboard/details_AA051611__A0110,1,0.0286,0.0,0.5575,0.0,0.586,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0036,0.0,0.4204,0.0,0.424,0.0
open-llm-leaderboard/details_rishiraj__oswald-2x7b,1,0.0311,0.0,0.5695,0.0,0.6006,0.0
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.012,0.0,0.4383,0.0,0.4502,0.0
open-llm-leaderboard/details_CultriX__MistralTrixTest,1,0.0241,0.0,0.7318,0.0,0.7077,0.0
open-llm-leaderboard/details_hywu__Camelidae-8x13B,1,0.0144,0.0,0.4481,0.0,0.4337,0.0
open-llm-leaderboard/details_osanseviero__mistral-instruct-frankenmerge,1,0.0419,0.0,0.6229,0.0,0.6648,0.0
open-llm-leaderboard/details_Delcos__Velara-11B-V2,1,0.0147,0.0,0.6029,0.0,0.5883,0.0
open-llm-leaderboard/details_RatanRohith__MistralBeagle-RS-7B-V0.1,1,0.0446,0.0,0.7424,0.0,0.6978,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.0007,0.0,0.4915,0.0,0.4908,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.0233,0.0,0.5185,0.0,0.5417,0.0
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0285,0.0,0.5182,0.0,0.5466,0.0
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.0157,0.0,0.5357,0.0,0.5514,0.0
open-llm-leaderboard/details_AA051610__A0106,1,0.0228,0.0,0.5554,0.0,0.5782,0.0
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0199,0.0,0.6764,0.0,0.6564,0.0
open-llm-leaderboard/details_jilp00__Hermes-2-SOLAR-10.7B-Symbolic,1,0.0229,0.0,0.5256,0.0,0.5485,0.0
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0367,0.0,0.5028,0.0,0.5395,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Solar-10.7B,1,0.0066,0.0,0.5297,0.0,0.5363,0.0
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0225,0.0,0.3839,0.0,0.4063,0.0
open-llm-leaderboard/details_shadowml__Daredevil-7B,1,0.0023,0.0,0.6431,0.0,0.6409,0.0
open-llm-leaderboard/details_KnutJaegersberg__Deacon-34b-Adapter,1,0.0073,0.0,0.5551,0.0,0.5624,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.6,1,0.0252,0.0,0.5186,0.0,0.5439,0.0
open-llm-leaderboard/details_ewqr2130__mistral-se-inst-ppo,1,0.0416,0.0,0.4718,0.0,0.5134,0.0
open-llm-leaderboard/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,1,0.0381,0.0,0.4994,0.0,0.5375,0.0
open-llm-leaderboard/details_UCLA-AGI__test0,1,0.0158,0.0,0.489,0.0,0.5048,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-exp2-0.1,1,0.014,0.0,0.5384,0.0,0.5524,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.1,1,0.0131,0.0,0.581,0.0,0.5678,0.0
open-llm-leaderboard/details_TIGER-Lab__TIGERScore-13B,1,0.0247,0.0,0.3791,0.0,0.4038,0.0
open-llm-leaderboard/details_jondurbin__bagel-dpo-34b-v0.2,1,0.0483,0.0,0.6522,0.0,0.7005,0.0
open-llm-leaderboard/details_qblocks__codellama_7b_DolphinCoder,1,0.0107,0.0,0.3438,0.0,0.3545,0.0
open-llm-leaderboard/details_SanjiWatsuki__Kunoichi-7B,1,0.0037,0.0,0.6367,0.0,0.6404,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-40b-v16.1-4k,1,0.0109,0.0,0.4949,0.0,0.5057,0.0
open-llm-leaderboard/details_Weyaxi__Nous-Hermes-2-SUS-Chat-2x34B,1,0.0036,0.0,0.5778,0.0,0.5742,0.0
open-llm-leaderboard/details_jae24__openhermes_dpo_norobot_0201,1,0.0492,0.0,0.4252,0.0,0.4744,0.0
open-llm-leaderboard/details_TomGrc__FusionNet,1,0.0224,0.0,0.6971,0.0,0.7195,0.0
open-llm-leaderboard/details_shadowml__Marcoro14-7B-ties,1,0.0002,0.0,0.6352,0.0,0.6354,0.0
open-llm-leaderboard/details_kekmodel__StopCarbon-10.7B-v6,1,0.0225,0.0,0.6971,0.0,0.7196,0.0
open-llm-leaderboard/details_cognitivecomputations__dolphin-2.2.1-mistral-7b,1,0.0375,0.0,0.494,0.0,0.5314,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0364,0.0,0.5219,0.0,0.5582,0.0
open-llm-leaderboard/details_decapoda-research__Antares-11b-v1,1,0.0297,0.0,0.4987,0.0,0.5284,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_SOLAR,1,0.0157,0.0,0.6764,0.0,0.6921,0.0
open-llm-leaderboard/details_dfurman__Mistral-7B-Instruct-v0.2,1,0.0353,0.0,0.5253,0.0,0.5606,0.0
open-llm-leaderboard/details_jeonsworld__CarbonVillain-en-10.7B-v3,1,0.0196,0.0,0.6987,0.0,0.7184,0.0
open-llm-leaderboard/details_nlpguy__ColorShadow-7B,1,0.0017,0.0,0.5939,0.0,0.5956,0.0
open-llm-leaderboard/details_Locutusque__Orca-2-13b-SFT-v6,1,0.0054,0.0,0.5455,0.0,0.5401,0.0
open-llm-leaderboard/details_cognitivecomputations__dolphin-2.2-yi-34b-200k,1,0.0197,0.0,0.4396,0.0,0.4593,0.0
open-llm-leaderboard/details_sr5434__CodegebraGPT-10b,1,0.0075,0.0,0.4732,0.0,0.4657,0.0
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0132,0.0,0.5636,0.0,0.5768,0.0
open-llm-leaderboard/details_spmurrayzzz__Mistral-Syndicate-7B,1,0.0069,0.0,0.4304,0.0,0.4373,0.0
open-llm-leaderboard/details_uukuguy__speechless-coder-ds-6.7b,1,0.0236,0.0,0.3931,0.0,0.4167,0.0
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.0364,0.0,0.3703,0.0,0.4067,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0005,0.0,0.6415,0.0,0.641,0.0
