model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
open-llm-leaderboard/details_meta-math__MetaMath-70B-V1.0,1,0.0471,0.0,0.64,0.0,0.6871,0.0,MMLU
open-llm-leaderboard/details_meta-math__MetaMath-Mistral-7B,1,0.0401,0.0,0.57,0.0,0.6101,0.0,MMLU
open-llm-leaderboard/details_rameshm__llama-2-13b-mathgpt-v4,1,0.0224,0.0,0.45,0.0,0.4276,0.0,MMLU
open-llm-leaderboard/details_GeorgiaTechResearchInstitute__starcoder-gpteacher-code-instruct,1,0.1112,0.0,0.17,0.0,0.2812,0.0,MMLU
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.0425,0.0,0.66,0.0,0.6175,0.0,MMLU
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0371,0.0,0.74,0.0,0.7771,0.0,MMLU
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-34B-Slerp,1,0.0187,0.0,0.76,0.0,0.7787,0.0,MMLU
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.0125,0.0,0.6,0.0,0.6125,0.0,MMLU
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0361,0.0,0.53,0.0,0.5661,0.0,MMLU
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0405,0.0,0.6,0.0,0.6405,0.0,MMLU
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0459,0.0,0.57,0.0,0.6159,0.0,MMLU
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0018,0.0,0.46,0.0,0.4618,0.0,MMLU
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.0883,0.0,0.3,0.0,0.3883,0.0,MMLU
open-llm-leaderboard/details_rishiraj__oswald-7b,1,0.0506,0.0,0.59,0.0,0.6406,0.0,MMLU
open-llm-leaderboard/details_AA051611__A0110,1,0.0074,0.0,0.75,0.0,0.7426,0.0,MMLU
open-llm-leaderboard/details_RatanRohith__MistralBeagle-RS-7B-V0.1,1,0.0399,0.0,0.58,0.0,0.6199,0.0,MMLU
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0664,0.0,0.56,0.0,0.6264,0.0,MMLU
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.022,0.0,0.61,0.0,0.632,0.0,MMLU
open-llm-leaderboard/details_gagan3012__MetaModel_moe,1,0.007,0.0,0.66,0.0,0.653,0.0,MMLU
