model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,10,0.05067870036101081,0.0318866616540522,0.5780000000000001,0.05963220606350228,0.5833935018050542,1.1102230246251565e-16
ai21/j1-grande-v2-beta,10,0.03800000000000001,0.03237242793845808,0.85,0.04919349550499538,0.8584837545126354,0.0
ai21/j1-jumbo,10,0.05028158844765344,0.04925023167216333,0.86,0.06985699678629192,0.868592057761733,1.1102230246251565e-16
ai21/j2-large,10,0.05030324909747293,0.04051613531505998,0.85,0.06403124237432849,0.8584837545126354,0.0
anthropic/stanford-online-all-v4-s3,10,0.051407942238267154,0.039063880819213186,0.6599999999999999,0.06449806198638841,0.6570397111913359,1.1102230246251565e-16
cohere/command-xlarge-beta,10,0.08912635379061373,0.03786133436177133,0.5,0.09338094023943001,0.5256317689530687,1.1102230246251565e-16
cohere/xlarge-20221108,10,0.03999999999999998,0.025217499318766424,0.8160000000000001,0.045431266766402176,0.8028880866425994,1.1102230246251565e-16
lmsys/vicuna-7b-v1.3,10,0.05,0.03488742991348802,0.89,0.060166435825965286,0.8801444043321298,1.1102230246251565e-16
microsoft/TNLGv2_530B,10,0.026404332129963903,0.019463085930918226,0.8780000000000001,0.03280243893371346,0.8779783393501805,0.0
microsoft/TNLGv2_7B,10,0.06961732851985558,0.03180422721708821,0.58,0.07266360849833979,0.555956678700361,0.0
mosaicml/mpt-30b,10,0.044772563176895305,0.02881560225170179,0.89,0.053103672189407,0.8938628158844766,0.0
openai/text-babbage-001,10,0.044866425992779776,0.03555839320755779,0.8160000000000001,0.05351635264103861,0.7956678700361011,0.0
openai/text-davinci-003,10,0.03067148014440434,0.027525996072804988,0.9,0.03898717737923587,0.9133574007220217,0.0
together/bloom,10,0.04463537906137183,0.037527707706142194,0.868,0.056709787515031286,0.8815884476534295,1.1102230246251565e-16
together/opt-175b,10,0.052664259927797843,0.04176214978495732,0.164,0.06681317235396027,0.15667870036101084,0.0
together/redpajama-incite-base-3b-v1,10,0.027516245487364626,0.021198030910583376,0.306,0.03469870314579495,0.3075812274368231,0.0
writer/palmyra-x,10,0.024072202166064982,0.02313405625136784,0.952,0.02993325909419152,0.9667870036101082,1.1102230246251565e-16
