model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.04285062893081761,0.022808445993857656,0.74,0.04853406592853679,0.7409198113207547,0.0
AlephAlpha/luminous-supreme,10,0.04496226415094342,0.03463303587280303,0.7226666666666667,0.05225578117937448,0.7448113207547171,1.1102230246251565e-16
ai21/j1-grande,10,0.03276729559748428,0.02383871813704808,0.7746666666666667,0.03235909626536425,0.7990566037735849,0.0
ai21/j1-large,10,0.04604716981132075,0.03147579256637174,0.7493333333333333,0.04945929864264376,0.7751179245283019,0.0
ai21/j2-grande,10,0.03820125786163523,0.01726836506746253,0.7373333333333333,0.04133333333333334,0.7443396226415093,1.1102230246251565e-16
ai21/j2-jumbo,10,0.048034591194968564,0.03782368331927804,0.37333333333333335,0.05497474167490215,0.34658018867924534,5.551115123125783e-17
cohere/command-medium-beta,10,0.037622641509433966,0.025637106385939766,0.352,0.037333333333333336,0.32594339622641505,5.551115123125783e-17
cohere/large-20220720,10,0.04225157232704403,0.025546253958915625,0.24800000000000005,0.04888080741286229,0.2410377358490566,0.0
cohere/medium-20220720,10,0.037517295597484276,0.024675873605261172,0.24666666666666667,0.03590109871423003,0.2196933962264151,0.0
cohere/medium-20221108,10,0.0500062893081761,0.029231973707838126,0.768,0.05031456603763523,0.7966981132075472,1.1102230246251565e-16
cohere/small-20220720,10,0.041946540880503126,0.03157180949518172,0.7773333333333332,0.04659041389241638,0.8015330188679245,0.0
cohere/xlarge-20220609,10,0.04044339622641511,0.031095724799511105,0.29866666666666664,0.04702717890279573,0.27889150943396224,0.0
eleutherai/pythia-12b-v0,10,0.02633490566037735,0.00861853023016057,0.6866666666666666,0.021705094128132933,0.7038915094339623,0.0
eleutherai/pythia-6.9b,10,0.028000000000000004,0.02458551000735804,0.5106666666666667,0.03726183629995233,0.5106132075471698,0.0
lmsys/vicuna-13b-v1.3,10,0.06611163522012581,0.0459510650124268,0.5413333333333334,0.06829999186595039,0.4987028301886792,0.0
meta/llama-13b,10,0.0649496855345912,0.050598982216101235,0.4453333333333333,0.07959899496852961,0.4242924528301887,0.0
meta/llama-2-13b,10,0.06406603773584904,0.0531632886880709,0.5693333333333334,0.07328483244619359,0.5298349056603773,1.1102230246251565e-16
meta/llama-2-70b,10,0.04991666666666666,0.04616576413076879,0.5666666666666667,0.06401388738217494,0.54375,0.0
meta/llama-2-7b,10,0.032084905660377375,0.023887316400852975,0.76,0.039999999999999994,0.7597877358490566,0.0
meta/llama-30b,10,0.05268553459119498,0.026898399238079945,0.7613333333333333,0.048607269689488516,0.7950471698113207,0.0
meta/llama-65b,10,0.043479559748427675,0.032981310475941,0.6066666666666667,0.05172577264338886,0.5892688679245283,0.0
meta/llama-7b,10,0.053333333333333344,0.02879389018732574,0.376,0.059269628722380986,0.3633254716981132,0.0
mistralai/mistral-7b-v0.1,10,0.05535691823899371,0.02443999059539498,0.576,0.05458530530788992,0.5498820754716982,1.1102230246251565e-16
mosaicml/mpt-instruct-30b,10,0.07310220125786163,0.053006176252741254,0.4013333333333334,0.07216031534791896,0.34705188679245286,0.0
openai/ada,10,0.036,0.023840311211671617,0.7373333333333333,0.040022216052809687,0.7535377358490567,1.1102230246251565e-16
openai/babbage,10,0.05650314465408803,0.03553679739352674,0.5253333333333334,0.06591577116964413,0.5358490566037737,1.1102230246251565e-16
openai/curie,10,0.02768553459119496,0.02039669864106185,0.4453333333333333,0.03276854860651869,0.4349056603773585,0.0
openai/davinci,10,0.04968553459119498,0.044867035870406774,0.27866666666666673,0.058560510015994,0.24622641509433957,5.551115123125783e-17
openai/gpt-3.5-turbo-0301,10,0.05600000000000001,0.03713407255163913,0.6479999999999999,0.06427717756370106,0.6284198113207548,0.0
openai/gpt-3.5-turbo-0613,10,0.05600000000000001,0.03111314477480184,0.6559999999999999,0.06133333333333334,0.6375,0.0
openai/text-ada-001,10,0.04261949685534592,0.025798508559347247,0.7706666666666667,0.04035398920112416,0.7998820754716982,1.1102230246251565e-16
openai/text-curie-001,10,0.050630503144654074,0.02724494728214656,0.696,0.05744175794276802,0.6935141509433962,0.0
openai/text-davinci-002,10,0.040424528301886795,0.03175249298226803,0.7173333333333332,0.047999999999999994,0.698938679245283,0.0
stanford/alpaca-7b,10,0.058075471698113224,0.03701875733255267,0.5253333333333334,0.0617377968148812,0.494811320754717,5.551115123125783e-17
tiiuae/falcon-40b,10,0.044,0.027431168555972732,0.7453333333333333,0.0517944655988134,0.7429245283018868,0.0
tiiuae/falcon-40b-instruct,10,0.033333333333333326,0.028332014886362437,0.6973333333333332,0.0430193754797378,0.6893867924528302,0.0
tiiuae/falcon-7b,10,0.03792138364779877,0.026172104905697026,0.784,0.04079215610874228,0.8054245283018868,0.0
tiiuae/falcon-7b-instruct,10,0.03768238993710689,0.026455108955401676,0.7946666666666667,0.04182503237695498,0.8139150943396226,0.0
together/glm,10,0.039927672955974866,0.03076726345668574,0.7866666666666667,0.04299870799092561,0.8129716981132076,0.0
together/gpt-j-6b,10,0.05286006289308176,0.03128243279602138,0.3266666666666667,0.053416601664027015,0.2963443396226415,0.0
together/gpt-neox-20b,10,0.03818553459119498,0.0304775513457202,0.2706666666666667,0.03866666666666666,0.2408018867924528,2.7755575615628914e-17
together/opt-66b,10,0.042622641509433956,0.03230076018333538,0.2373333333333333,0.04533333333333333,0.20896226415094338,2.7755575615628914e-17
together/redpajama-incite-base-7b,10,0.04318867924528302,0.04428797384381432,0.384,0.06133333333333334,0.3759433962264151,0.0
together/redpajama-incite-instruct-3b-v1,10,0.0400880503144654,0.019969107108652184,0.7946666666666666,0.038273866918419545,0.8179245283018869,1.1102230246251565e-16
together/redpajama-incite-instruct-7b,10,0.07066666666666666,0.04921531959205546,0.6466666666666667,0.08604908160140026,0.6432783018867925,0.0
together/t0pp,10,0.049503144654088053,0.035105892915808894,0.4413333333333334,0.06064834888290219,0.43915094339622646,5.551115123125783e-17
together/t5-11b,10,0.06666666666666665,0.035517925664249564,0.5573333333333335,0.07273696905059124,0.5777122641509432,1.1102230246251565e-16
together/ul2,10,0.05469025157232706,0.0500451048483591,0.2946666666666667,0.0686245825731081,0.26662735849056596,5.551115123125783e-17
together/yalm,10,0.056666666666666664,0.03771236166328251,0.7306666666666667,0.06526527066944221,0.75,0.0
writer/palmyra-instruct-30,10,0.04239308176100627,0.028795558850027277,0.5986666666666667,0.048240140040334764,0.5813679245283019,0.0
