model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0182,0.0,0.9394,0.0,0.9212,0.0
ai21/j1-grande-v2-beta,1,0.049,0.0,0.881,0.0,0.9299,0.0
ai21/j1-jumbo,1,0.0811,0.0,0.8333,0.0,0.9145,0.0
ai21/j2-large,1,0.0034,0.0,0.9394,0.0,0.9428,0.0
cohere/command-xlarge-beta,1,0.018,0.0,0.9697,0.0,0.9517,0.0
cohere/small-20220720,1,0.0183,0.0,0.5952,0.0,0.577,0.0
meta/llama-2-70b,1,0.04,0.0,0.92,0.0,0.96,0.0
meta/llama-65b,1,0.005,0.0,0.96,0.0,0.955,0.0
mosaicml/mpt-instruct-30b,1,0.008,0.0,0.96,0.0,0.952,0.0
openai/babbage,1,0.0087,0.0,0.5952,0.0,0.604,0.0
openai/gpt-3.5-turbo-0613,1,0.096,0.0,0.84,0.0,0.936,0.0
openai/text-davinci-003,1,0.0299,0.0,0.7857,0.0,0.8156,0.0
together/redpajama-incite-instruct-3b-v1,1,0.05,0.0,0.84,0.0,0.89,0.0
together/t0pp,1,0.0515,0.0,0.3333,0.0,0.2818,0.0
together/t5-11b,1,0.0204,0.0,0.5714,0.0,0.5918,0.0
together/yalm,1,0.073,0.0,0.8095,0.0,0.8825,0.0
