model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.1089,0.0,0.56,0.0,0.6689,0.0,ARC Challenge
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.0847,0.0,0.44,0.0,0.5247,0.0,ARC Challenge
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0628,0.0,0.52,0.0,0.5828,0.0,ARC Challenge
open-llm-leaderboard/details_Locutusque__Rhino-Mistral-7B,1,0.0212,0.0,0.46,0.0,0.4812,0.0,ARC Challenge
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0326,0.0,0.58,0.0,0.6126,0.0,ARC Challenge
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.052,0.0,0.5,0.0,0.552,0.0,ARC Challenge
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.0468,0.0,0.6,0.0,0.6468,0.0,ARC Challenge
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.0094,0.0,0.68,0.0,0.6706,0.0,ARC Challenge
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0036,0.0,0.58,0.0,0.5836,0.0,ARC Challenge
open-llm-leaderboard/details_rishiraj__oswald-2x7b,1,0.0447,0.0,0.62,0.0,0.6647,0.0,ARC Challenge
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.0118,0.0,0.6,0.0,0.6118,0.0,ARC Challenge
open-llm-leaderboard/details_umd-zhou-lab__recycled-wizardlm-7b-v2.0,1,0.1095,0.0,0.44,0.0,0.5495,0.0,ARC Challenge
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0375,0.0,0.68,0.0,0.6425,0.0,ARC Challenge
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.0259,0.0,0.62,0.0,0.6459,0.0,ARC Challenge
open-llm-leaderboard/details_AA051610__A0106,1,0.0353,0.0,0.7,0.0,0.6647,0.0,ARC Challenge
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0258,0.0,0.74,0.0,0.7142,0.0,ARC Challenge
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0098,0.0,0.66,0.0,0.6698,0.0,ARC Challenge
open-llm-leaderboard/details_rombodawg__Open_Gpt4_8x7B,1,0.0328,0.0,0.66,0.0,0.6928,0.0,ARC Challenge
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0218,0.0,0.52,0.0,0.5418,0.0,ARC Challenge
open-llm-leaderboard/details_ewqr2130__mistral-se-inst-ppo,1,0.0231,0.0,0.54,0.0,0.5631,0.0,ARC Challenge
open-llm-leaderboard/details_TIGER-Lab__TIGERScore-13B,1,0.0096,0.0,0.6,0.0,0.5904,0.0,ARC Challenge
open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-40b-v16.1-4k,1,0.0858,0.0,0.52,0.0,0.6058,0.0,ARC Challenge
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0472,0.0,0.62,0.0,0.6672,0.0,ARC Challenge
open-llm-leaderboard/details_nlpguy__ColorShadow-7B,1,0.0983,0.0,0.58,0.0,0.6783,0.0,ARC Challenge
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0561,0.0,0.6,0.0,0.6561,0.0,ARC Challenge
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.0044,0.0,0.6,0.0,0.5956,0.0,ARC Challenge
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Instruct-DPO,1,0.0116,0.0,0.7,0.0,0.7116,0.0,ARC Challenge
open-llm-leaderboard/details_liuda1__dm7b_sft_gpt88w_merge,1,0.0229,0.0,0.6,0.0,0.6229,0.0,ARC Challenge
open-llm-leaderboard/details_bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,1,0.0336,0.0,0.62,0.0,0.6536,0.0,ARC Challenge
open-llm-leaderboard/details_brucethemoose__Yi-34B-200K-DARE-merge-v5,1,0.0153,0.0,0.68,0.0,0.6647,0.0,ARC Challenge
open-llm-leaderboard/details_martyn__mistral-megamerge-dare-7b,1,0.1329,0.0,0.42,0.0,0.5529,0.0,ARC Challenge
open-llm-leaderboard/details_microsoft__phi-2,1,0.0309,0.0,0.58,0.0,0.6109,0.0,ARC Challenge
open-llm-leaderboard/details_one-man-army__una-neural-chat-v3-3-P2-OMA,1,0.0332,0.0,0.64,0.0,0.6732,0.0,ARC Challenge
open-llm-leaderboard/details_rwitz2__pee,1,0.0188,0.0,0.68,0.0,0.6988,0.0,ARC Challenge
open-llm-leaderboard/details_meta-math__MetaMath-Llemma-7B,1,0.045,0.0,0.42,0.0,0.465,0.0,ARC Challenge
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200K-Q,1,0.0009,0.0,0.64,0.0,0.6391,0.0,ARC Challenge
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200k-Q-FastChat,1,0.0307,0.0,0.68,0.0,0.6493,0.0,ARC Challenge
open-llm-leaderboard/details_itsliupeng__openllama-7b-base,1,0.0416,0.0,0.42,0.0,0.4616,0.0,ARC Challenge
open-llm-leaderboard/details_bongchoi__MoMo-70B-LoRA-V1.1,1,0.0536,0.0,0.72,0.0,0.6664,0.0,ARC Challenge
open-llm-leaderboard/details_haoranxu__ALMA-13B,1,0.0283,0.0,0.54,0.0,0.5683,0.0,ARC Challenge
open-llm-leaderboard/details_hfl__chinese-alpaca-2-13b-16k,1,0.0903,0.0,0.46,0.0,0.5503,0.0,ARC Challenge
open-llm-leaderboard/details_Mihaiii__Pallas-0.2,1,0.0651,0.0,0.58,0.0,0.6451,0.0,ARC Challenge
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-Llama,1,0.0017,0.0,0.68,0.0,0.6783,0.0,ARC Challenge
open-llm-leaderboard/details_migtissera__Tess-7B-v1.4,1,0.0641,0.0,0.54,0.0,0.6041,0.0,ARC Challenge
open-llm-leaderboard/details_ajibawa-2023__Python-Code-33B,1,0.0431,0.0,0.52,0.0,0.5631,0.0,ARC Challenge
open-llm-leaderboard/details_Weyaxi__Platypus-Nebula-v2-7B,1,0.1138,0.0,0.44,0.0,0.5538,0.0,ARC Challenge
open-llm-leaderboard/details_openaccess-ai-collective__DPOpenHermes-7B,1,0.0596,0.0,0.6,0.0,0.6596,0.0,ARC Challenge
open-llm-leaderboard/details_WebraftAI__synapsellm-7b-mistral-v0.3-preview,1,0.0784,0.0,0.46,0.0,0.5384,0.0,ARC Challenge
open-llm-leaderboard/details_fblgit__una-cybertron-7b-v2-bf16,1,0.0026,0.0,0.68,0.0,0.6826,0.0,ARC Challenge
open-llm-leaderboard/details_922-CA__monika-ddlc-7b-v1,1,0.1095,0.0,0.44,0.0,0.5495,0.0,ARC Challenge
open-llm-leaderboard/details_SciPhi__SciPhi-Self-RAG-Mistral-7B-32k,1,0.0734,0.0,0.5,0.0,0.5734,0.0,ARC Challenge
open-llm-leaderboard/details_l3utterfly__mistral-7b-v0.1-layla-v1,1,0.0015,0.0,0.6,0.0,0.6015,0.0,ARC Challenge
open-llm-leaderboard/details_euclaise__Ferret-7B,1,0.0429,0.0,0.58,0.0,0.6229,0.0,ARC Challenge
open-llm-leaderboard/details_bofenghuang__vigostral-7b-chat,1,0.0463,0.0,0.58,0.0,0.6263,0.0,ARC Challenge
open-llm-leaderboard/details_ajibawa-2023__Uncensored-Frank-33B,1,0.0812,0.0,0.54,0.0,0.6212,0.0,ARC Challenge
open-llm-leaderboard/details_Secbone__llama-2-13B-instructed,1,0.0139,0.0,0.58,0.0,0.5939,0.0,ARC Challenge
open-llm-leaderboard/details_elinas__chronos-70b-v2,1,0.0191,0.0,0.7,0.0,0.6809,0.0,ARC Challenge
open-llm-leaderboard/details_teknium__CollectiveCognition-v1-Mistral-7B,1,0.0363,0.0,0.66,0.0,0.6237,0.0,ARC Challenge
open-llm-leaderboard/details_Charlie911__vicuna-7b-v1.5-lora-mixed-datasets-time-unit,1,0.1379,0.0,0.38,0.0,0.5179,0.0,ARC Challenge
open-llm-leaderboard/details_migtissera__SynthIA-7B-v1.3,1,0.0212,0.0,0.6,0.0,0.6212,0.0,ARC Challenge
open-llm-leaderboard/details_JosephusCheung__Pwen-14B-Chat-20_30,1,0.1014,0.0,0.46,0.0,0.5614,0.0,ARC Challenge
open-llm-leaderboard/details_DevaMalla__llama_7b_qlora_pds-eval,1,0.0192,0.0,0.52,0.0,0.5392,0.0,ARC Challenge
open-llm-leaderboard/details_Doctor-Shotgun__mythospice-limarp-70b,1,0.008,0.0,0.7,0.0,0.692,0.0,ARC Challenge
open-llm-leaderboard/details_Sao10K__BrainDerp2,1,0.1292,0.0,0.48,0.0,0.6092,0.0,ARC Challenge
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE1_17w-r4,1,0.0274,0.0,0.54,0.0,0.5674,0.0,ARC Challenge
open-llm-leaderboard/details_YeungNLP__firefly-llama2-7b-pretrain,1,0.0463,0.0,0.44,0.0,0.4863,0.0,ARC Challenge
open-llm-leaderboard/details_wei123602__llama2-13b-FINETUNE3_TEST,1,0.0167,0.0,0.52,0.0,0.5367,0.0,ARC Challenge
open-llm-leaderboard/details_Charlie911__vicuna-7b-v1.5-lora-mctaco-modified1,1,0.0287,0.0,0.38,0.0,0.4087,0.0,ARC Challenge
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,1,0.0597,0.0,0.5,0.0,0.5597,0.0,ARC Challenge
open-llm-leaderboard/details_dotvignesh__perry-7b,1,0.0779,0.0,0.44,0.0,0.5179,0.0,ARC Challenge
open-llm-leaderboard/details_TheBloke__robin-65b-v2-fp16,1,0.1195,0.0,0.5,0.0,0.6195,0.0,ARC Challenge
open-llm-leaderboard/details_TheBloke__koala-13B-HF,1,0.0699,0.0,0.46,0.0,0.5299,0.0,ARC Challenge
open-llm-leaderboard/details_jondurbin__airoboros-13b,1,0.0028,0.0,0.58,0.0,0.5828,0.0,ARC Challenge
open-llm-leaderboard/details_TFLai__Airboros2.1-Platypus2-13B-QLora-0.80-epoch,1,0.1096,0.0,0.48,0.0,0.5896,0.0,ARC Challenge
open-llm-leaderboard/details_ehartford__Samantha-1.11-CodeLlama-34b,1,0.0143,0.0,0.58,0.0,0.5657,0.0,ARC Challenge
open-llm-leaderboard/details_TFLai__Luban-Platypus2-13B-QLora-0.80-epoch,1,0.1424,0.0,0.46,0.0,0.6024,0.0,ARC Challenge
open-llm-leaderboard/details_digitous__13B-Chimera,1,0.0359,0.0,0.54,0.0,0.5759,0.0,ARC Challenge
open-llm-leaderboard/details_heegyu__RedTulu-Uncensored-3B-0719,1,0.0198,0.0,0.42,0.0,0.4002,0.0,ARC Challenge
open-llm-leaderboard/details_TFLai__Nous-Hermes-Platypus2-13B-QLoRA-0.80-epoch,1,0.059,0.0,0.54,0.0,0.599,0.0,ARC Challenge
open-llm-leaderboard/details_lmsys__vicuna-7b-v1.5,1,0.0524,0.0,0.48,0.0,0.5324,0.0,ARC Challenge
open-llm-leaderboard/details_psmathur__orca_mini_v3_7b,1,0.1491,0.0,0.42,0.0,0.5691,0.0,ARC Challenge
open-llm-leaderboard/details_Undi95__Nous-Hermes-13B-Code,1,0.0918,0.0,0.52,0.0,0.6118,0.0,ARC Challenge
open-llm-leaderboard/details_WizardLM__WizardLM-70B-V1.0,1,0.0208,0.0,0.62,0.0,0.6408,0.0,ARC Challenge
open-llm-leaderboard/details_Aspik101__trurl-2-13b-pl-instruct_unload,1,0.079,0.0,0.52,0.0,0.599,0.0,ARC Challenge
open-llm-leaderboard/details_ausboss__llama7b-wizardlm-unfiltered,1,0.0099,0.0,0.52,0.0,0.5299,0.0,ARC Challenge
open-llm-leaderboard/details_jarradh__llama2_70b_chat_uncensored,1,0.0157,0.0,0.7,0.0,0.6843,0.0,ARC Challenge
open-llm-leaderboard/details_klosax__open_llama_13b_600bt_preview,1,0.0428,0.0,0.4,0.0,0.4428,0.0,ARC Challenge
open-llm-leaderboard/details_augtoma__qCammel-70x,1,0.0434,0.0,0.64,0.0,0.6834,0.0,ARC Challenge
open-llm-leaderboard/details_Austism__chronos-hermes-13b-v2,1,0.1032,0.0,0.5,0.0,0.6032,0.0,ARC Challenge
open-llm-leaderboard/details_NobodyExistsOnTheInternet__GiftedConvo13bLoraNoEconsE4,1,0.039,0.0,0.56,0.0,0.599,0.0,ARC Challenge
open-llm-leaderboard/details_wenge-research__yayi-7b,1,0.0233,0.0,0.44,0.0,0.4633,0.0,ARC Challenge
open-llm-leaderboard/details_mosaicml__mpt-7b,1,0.023,0.0,0.5,0.0,0.477,0.0,ARC Challenge
open-llm-leaderboard/details_Gryphe__MythoMix-L2-13b,1,0.0509,0.0,0.56,0.0,0.6109,0.0,ARC Challenge
open-llm-leaderboard/details_The-Face-Of-Goonery__Chronos-Beluga-v2-13bfp16,1,0.0675,0.0,0.54,0.0,0.6075,0.0,ARC Challenge
open-llm-leaderboard/details_OpenBuddyEA__openbuddy-llama-30b-v7.1-bf16,1,0.1246,0.0,0.5,0.0,0.6246,0.0,ARC Challenge
open-llm-leaderboard/details_ashercn97__manatee-7b,1,0.0452,0.0,0.5,0.0,0.5452,0.0,ARC Challenge
open-llm-leaderboard/details_fireballoon__baichuan-vicuna-chinese-7b,1,0.0752,0.0,0.36,0.0,0.4352,0.0,ARC Challenge
open-llm-leaderboard/details_Sao10K__Mythical-Destroyer-V2-L2-13B,1,0.153,0.0,0.44,0.0,0.593,0.0,ARC Challenge
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.0257,0.0,0.6858,0.0,0.66,0.0,TruthfulQA
open-llm-leaderboard/details_BAAI__Aquila2-34B,1,0.0056,0.0,0.4141,0.0,0.4085,0.0,TruthfulQA
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0337,0.0,0.4947,0.0,0.461,0.0,TruthfulQA
open-llm-leaderboard/details_Locutusque__Rhino-Mistral-7B,1,0.0528,0.0,0.4062,0.0,0.459,0.0,TruthfulQA
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0643,0.0,0.351,0.0,0.4153,0.0,TruthfulQA
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.0024,0.0,0.4536,0.0,0.456,0.0,TruthfulQA
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.011,0.0,0.6038,0.0,0.5928,0.0,TruthfulQA
open-llm-leaderboard/details_chanwit__flux-7b-v0.1,1,0.0182,0.0,0.5323,0.0,0.5505,0.0,TruthfulQA
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0101,0.0,0.4341,0.0,0.424,0.0,TruthfulQA
open-llm-leaderboard/details_rishiraj__oswald-2x7b,1,0.0383,0.0,0.639,0.0,0.6006,0.0,TruthfulQA
open-llm-leaderboard/details_umd-zhou-lab__claude2-alpaca-13B,1,0.0432,0.0,0.4071,0.0,0.4502,0.0,TruthfulQA
open-llm-leaderboard/details_umd-zhou-lab__recycled-wizardlm-7b-v2.0,1,0.0016,0.0,0.4844,0.0,0.4829,0.0,TruthfulQA
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0046,0.0,0.542,0.0,0.5466,0.0,TruthfulQA
open-llm-leaderboard/details_Weyaxi__MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,1,0.0126,0.0,0.564,0.0,0.5514,0.0,TruthfulQA
open-llm-leaderboard/details_AA051610__A0106,1,0.0991,0.0,0.6773,0.0,0.5782,0.0,TruthfulQA
open-llm-leaderboard/details_mlabonne__NeuralMarcoro14-7B,1,0.0332,0.0,0.6896,0.0,0.6564,0.0,TruthfulQA
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0408,0.0,0.4987,0.0,0.5395,0.0,TruthfulQA
open-llm-leaderboard/details_rombodawg__Open_Gpt4_8x7B,1,0.0265,0.0,0.7304,0.0,0.7039,0.0,TruthfulQA
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0024,0.0,0.4088,0.0,0.4063,0.0,TruthfulQA
open-llm-leaderboard/details_ewqr2130__mistral-se-inst-ppo,1,0.0527,0.0,0.5661,0.0,0.5134,0.0,TruthfulQA
open-llm-leaderboard/details_TIGER-Lab__TIGERScore-13B,1,0.0109,0.0,0.3929,0.0,0.4038,0.0,TruthfulQA
open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-40b-v16.1-4k,1,0.0323,0.0,0.4735,0.0,0.5057,0.0,TruthfulQA
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0494,0.0,0.6076,0.0,0.5582,0.0,TruthfulQA
open-llm-leaderboard/details_nlpguy__ColorShadow-7B,1,0.0489,0.0,0.6445,0.0,0.5956,0.0,TruthfulQA
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0018,0.0,0.575,0.0,0.5768,0.0,TruthfulQA
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.0482,0.0,0.3585,0.0,0.4067,0.0,TruthfulQA
open-llm-leaderboard/details_kyujinpy__Sakura-SOLRCA-Instruct-DPO,1,0.0832,0.0,0.8041,0.0,0.721,0.0,TruthfulQA
open-llm-leaderboard/details_liuda1__dm7b_sft_gpt88w_merge,1,0.0362,0.0,0.5695,0.0,0.5333,0.0,TruthfulQA
open-llm-leaderboard/details_bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,1,0.0365,0.0,0.492,0.0,0.5285,0.0,TruthfulQA
open-llm-leaderboard/details_brucethemoose__Yi-34B-200K-DARE-merge-v5,1,0.0584,0.0,0.633,0.0,0.5746,0.0,TruthfulQA
open-llm-leaderboard/details_martyn__mistral-megamerge-dare-7b,1,0.0132,0.0,0.4976,0.0,0.5108,0.0,TruthfulQA
open-llm-leaderboard/details_microsoft__phi-2,1,0.0164,0.0,0.4282,0.0,0.4447,0.0,TruthfulQA
open-llm-leaderboard/details_one-man-army__una-neural-chat-v3-3-P2-OMA,1,0.0431,0.0,0.6118,0.0,0.6549,0.0,TruthfulQA
open-llm-leaderboard/details_rwitz2__pee,1,0.0377,0.0,0.6433,0.0,0.6056,0.0,TruthfulQA
open-llm-leaderboard/details_meta-math__MetaMath-Llemma-7B,1,0.0402,0.0,0.3559,0.0,0.3961,0.0,TruthfulQA
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200K-Q,1,0.0105,0.0,0.4316,0.0,0.4421,0.0,TruthfulQA
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200k-Q-FastChat,1,0.0198,0.0,0.5036,0.0,0.4838,0.0,TruthfulQA
open-llm-leaderboard/details_itsliupeng__openllama-7b-base,1,0.0097,0.0,0.3568,0.0,0.3665,0.0,TruthfulQA
open-llm-leaderboard/details_bongchoi__MoMo-70B-LoRA-V1.1,1,0.026,0.0,0.5759,0.0,0.5498,0.0,TruthfulQA
open-llm-leaderboard/details_haoranxu__ALMA-13B,1,0.0134,0.0,0.3623,0.0,0.3757,0.0,TruthfulQA
open-llm-leaderboard/details_hfl__chinese-alpaca-2-13b-16k,1,0.0095,0.0,0.4745,0.0,0.465,0.0,TruthfulQA
open-llm-leaderboard/details_Mihaiii__Pallas-0.2,1,0.0461,0.0,0.5988,0.0,0.5527,0.0,TruthfulQA
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-Llama,1,0.0476,0.0,0.5823,0.0,0.5346,0.0,TruthfulQA
open-llm-leaderboard/details_migtissera__Tess-7B-v1.4,1,0.0359,0.0,0.5547,0.0,0.5188,0.0,TruthfulQA
open-llm-leaderboard/details_ajibawa-2023__Python-Code-33B,1,0.0146,0.0,0.4293,0.0,0.4439,0.0,TruthfulQA
