model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_alignment-handbook__zephyr-7b-sft-full,1,0.0511,0.0,0.366,0.0,0.4171,0.0
open-llm-leaderboard/details_deepseek-ai__deepseek-moe-16b-base,1,0.0078,0.0,0.3686,0.0,0.3608,0.0
open-llm-leaderboard/details_CallComply__Starling-LM-11B-alpha,1,0.0268,0.0,0.3885,0.0,0.4153,0.0
open-llm-leaderboard/details_AA051611__A0110,1,0.0565,0.0,0.5296,0.0,0.586,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.0112,0.0,0.502,0.0,0.4908,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.0819,0.0,0.4598,0.0,0.5417,0.0
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0131,0.0,0.5264,0.0,0.5395,0.0
open-llm-leaderboard/details_jae24__openhermes_dpo_norobot_0201,1,0.0126,0.0,0.487,0.0,0.4744,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0332,0.0,0.525,0.0,0.5582,0.0
open-llm-leaderboard/details_nlpguy__ColorShadow-7B,1,0.0015,0.0,0.5971,0.0,0.5956,0.0
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.0071,0.0,0.3996,0.0,0.4067,0.0
open-llm-leaderboard/details_SuperAGI__SAM,1,0.0366,0.0,0.4898,0.0,0.5264,0.0
open-llm-leaderboard/details_jeonsworld__CarbonVillain-en-10.7B-v1,1,0.0085,0.0,0.7112,0.0,0.7198,0.0
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.0818,0.0,0.5442,0.0,0.626,0.0
open-llm-leaderboard/details_openthaigpt__openthaigpt-1.0.0-beta-13b-chat-hf,1,0.0103,0.0,0.4313,0.0,0.4416,0.0
open-llm-leaderboard/details_Weyaxi__SauerkrautLM-UNA-SOLAR-Instruct,1,0.0052,0.0,0.7128,0.0,0.718,0.0
open-llm-leaderboard/details_fblgit__UNA-SOLAR-10.7B-Instruct-v1.0,1,0.0046,0.0,0.7206,0.0,0.7252,0.0
open-llm-leaderboard/details_KnutJaegersberg__Walter-Mistral-7B,1,0.0145,0.0,0.3848,0.0,0.3993,0.0
open-llm-leaderboard/details_Mihaiii__Metis-0.1,1,0.0412,0.0,0.4111,0.0,0.4524,0.0
open-llm-leaderboard/details_mistralai__Mixtral-8x7B-v0.1,1,0.0579,0.0,0.4101,0.0,0.4681,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-deepseek-67b-v15-base,1,0.0394,0.0,0.4837,0.0,0.5231,0.0
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200K-Q,1,0.0206,0.0,0.4215,0.0,0.4421,0.0
open-llm-leaderboard/details_ajibawa-2023__Python-Code-33B,1,0.0251,0.0,0.469,0.0,0.4439,0.0
