model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.032,0.0,0.8,0.0,0.768,0.0
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.127,0.0,0.24,0.0,0.113,0.0
open-llm-leaderboard/details_CallComply__SOLAR-10.7B-Instruct-v1.0-128k,1,0.0887,0.0,0.16,0.0,0.0713,0.0
open-llm-leaderboard/details_AA051611__limb,1,0.1142,0.0,0.44,0.0,0.5542,0.0
open-llm-leaderboard/details_Locutusque__Rhino-Mistral-7B,1,0.0186,0.0,0.24,0.0,0.2214,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-34B-Slerp,1,0.1026,0.0,0.56,0.0,0.6626,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.0155,0.0,0.24,0.0,0.2555,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.0077,0.0,0.52,0.0,0.5277,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0045,0.0,0.16,0.0,0.1645,0.0
open-llm-leaderboard/details_Pierre-obi__Mistral_solar-slerp,1,0.0061,0.0,0.0,0.0,0.0061,0.0
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.0152,0.0,0.16,0.0,0.1448,0.0
open-llm-leaderboard/details_osanseviero__mistral-instruct-frankenmerge,1,0.1122,0.0,0.0,0.0,0.1122,0.0
open-llm-leaderboard/details_Delcos__Velara-11B-V2,1,0.0063,0.0,0.44,0.0,0.4337,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.0399,0.0,0.56,0.0,0.5201,0.0
open-llm-leaderboard/details_chargoddard__mistral-11b-slimorca,1,0.0439,0.0,0.48,0.0,0.5239,0.0
open-llm-leaderboard/details_KnutJaegersberg__Deacon-34b-Adapter,1,0.0518,0.0,0.56,0.0,0.6118,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.6,1,0.154,0.0,0.64,0.0,0.486,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.0774,0.0,0.32,0.0,0.2426,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-exp2-0.1,1,0.0477,0.0,0.48,0.0,0.5277,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.1,1,0.038,0.0,0.64,0.0,0.602,0.0
open-llm-leaderboard/details_TIGER-Lab__TIGERScore-13B,1,0.1127,0.0,0.4,0.0,0.2873,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-mixtral-7bx8-v16.3-32k,1,0.0,0.0,0.0,0.0,0.0,0.0
open-llm-leaderboard/details_jondurbin__bagel-dpo-34b-v0.2,1,0.0896,0.0,0.52,0.0,0.6096,0.0
open-llm-leaderboard/details_Weyaxi__Nous-Hermes-2-SUS-Chat-2x34B,1,0.0109,0.0,0.72,0.0,0.7309,0.0
open-llm-leaderboard/details_jae24__openhermes_dpo_norobot_0201,1,0.068,0.0,0.56,0.0,0.492,0.0
open-llm-leaderboard/details_shadowml__Marcoro14-7B-ties,1,0.0511,0.0,0.76,0.0,0.7089,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-1_8B-Llamafied,1,0.0841,0.0,0.16,0.0,0.2441,0.0
open-llm-leaderboard/details_jeonsworld__CarbonVillain-en-10.7B-v3,1,0.012,0.0,0.64,0.0,0.652,0.0
open-llm-leaderboard/details_nlpguy__ColorShadow-7B,1,0.0081,0.0,0.56,0.0,0.5519,0.0
open-llm-leaderboard/details_Walmart-the-bag__Solar-10.7B-Cato,1,0.0059,0.0,0.64,0.0,0.6459,0.0
open-llm-leaderboard/details_sr5434__CodegebraGPT-10b,1,0.0111,0.0,0.44,0.0,0.4511,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0638,0.0,0.64,0.0,0.5762,0.0
open-llm-leaderboard/details_kyujinpy__Sakura-SOLAR-Instruct-DPO-v2,1,0.0424,0.0,0.68,0.0,0.6376,0.0
open-llm-leaderboard/details_Azazelle__Half-NSFW_Noromaid-7b,1,0.0644,0.0,0.32,0.0,0.3844,0.0
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.0299,0.0,0.6,0.0,0.5701,0.0
open-llm-leaderboard/details_openthaigpt__openthaigpt-1.0.0-beta-13b-chat-hf,1,0.0083,0.0,0.0,0.0,0.0083,0.0
open-llm-leaderboard/details_Weyaxi__OpenHermes-2.5-neural-chat-v3-3-openchat-3.5-1210-Slerp,1,0.0372,0.0,0.68,0.0,0.7172,0.0
open-llm-leaderboard/details_crumb__apricot-wildflower-20,1,0.1403,0.0,0.48,0.0,0.3397,0.0
open-llm-leaderboard/details_luffycodes__vicuna-class-shishya-ac-hal-13b-ep3,1,0.0,0.0,0.0,0.0,0.0,0.0
