model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
open-llm-leaderboard/details_alignment-handbook__zephyr-7b-sft-full,1,0.0118,0.0,0.82,0.0,0.8082,0.0,HellaSwag
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0088,0.0,0.88,0.0,0.8888,0.0,HellaSwag
open-llm-leaderboard/details_maywell__PiVoT-SUS-RP,1,0.0277,0.0,0.87,0.0,0.8423,0.0,HellaSwag
open-llm-leaderboard/details_huangyt__Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down,1,0.0481,0.0,0.88,0.0,0.8319,0.0,HellaSwag
open-llm-leaderboard/details_macadeliccc__laser-dolphin-mixtral-2x7b-dpo,1,0.022,0.0,0.88,0.0,0.858,0.0,HellaSwag
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.0247,0.0,0.87,0.0,0.8453,0.0,HellaSwag
open-llm-leaderboard/details_Weyaxi__Helion-4x34B,1,0.0172,0.0,0.87,0.0,0.8528,0.0,HellaSwag
open-llm-leaderboard/details_diffnamehard__Psyfighter2-Noromaid-ties-Capybara-13B,1,0.0113,0.0,0.85,0.0,0.8387,0.0,HellaSwag
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0479,0.0,0.9,0.0,0.8521,0.0,HellaSwag
open-llm-leaderboard/details_AA051611__A0110,1,0.0027,0.0,0.85,0.0,0.8473,0.0,HellaSwag
open-llm-leaderboard/details_elyza__ELYZA-japanese-Llama-2-13b-instruct,1,0.048,0.0,0.87,0.0,0.822,0.0,HellaSwag
open-llm-leaderboard/details_jilp00__Hermes-2-SOLAR-10.7B-Symbolic,1,0.0243,0.0,0.85,0.0,0.8257,0.0,HellaSwag
open-llm-leaderboard/details_Neuronovo__neuronovo-7B-v0.1,1,0.0393,0.0,0.89,0.0,0.8507,0.0,HellaSwag
open-llm-leaderboard/details_TIGER-Lab__TIGERScore-13B,1,0.0521,0.0,0.88,0.0,0.8279,0.0,HellaSwag
open-llm-leaderboard/details_AdaptLLM__finance-chat,1,0.074,0.0,0.84,0.0,0.766,0.0,HellaSwag
open-llm-leaderboard/details_qblocks__codellama_7b_DolphinCoder,1,0.055,0.0,0.71,0.0,0.655,0.0,HellaSwag
open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-40b-v16.1-4k,1,0.0214,0.0,0.86,0.0,0.8386,0.0,HellaSwag
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough_v0.1,1,0.0121,0.0,0.89,0.0,0.8779,0.0,HellaSwag
open-llm-leaderboard/details_TomGrc__FusionNet,1,0.0158,0.0,0.9,0.0,0.8842,0.0,HellaSwag
open-llm-leaderboard/details_HenryJJ__Instruct_Mistral-7B-v0.1_Dolly15K,1,0.0538,0.0,0.88,0.0,0.8262,0.0,HellaSwag
open-llm-leaderboard/details_dfurman__Mistral-7B-Instruct-v0.2,1,0.0321,0.0,0.86,0.0,0.8279,0.0,HellaSwag
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.003,0.0,0.86,0.0,0.857,0.0,HellaSwag
open-llm-leaderboard/details_Weyaxi__openchat-3.5-1210-Seraph-Slerp,1,0.0357,0.0,0.9,0.0,0.8643,0.0,HellaSwag
open-llm-leaderboard/details_SuperAGI__SAM,1,0.0569,0.0,0.88,0.0,0.8231,0.0,HellaSwag
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-uncensored,1,0.0391,0.0,0.88,0.0,0.8409,0.0,HellaSwag
open-llm-leaderboard/details_SanjiWatsuki__neural-chat-7b-v3-3-wizardmath-dare-me,1,0.0263,0.0,0.8,0.0,0.8263,0.0,HellaSwag
open-llm-leaderboard/details_Brillibits__Instruct_Mixtral-8x7B-v0.1_Dolly15K,1,0.0041,0.0,0.88,0.0,0.8759,0.0,HellaSwag
open-llm-leaderboard/details_APMIC__caigun-lora-model-34B-v3,1,0.0223,0.0,0.87,0.0,0.8477,0.0,HellaSwag
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-SOLAR-Instruct,1,0.0137,0.0,0.9,0.0,0.8863,0.0,HellaSwag
open-llm-leaderboard/details_cookinai__BruinHermes,1,0.0193,0.0,0.89,0.0,0.8707,0.0,HellaSwag
open-llm-leaderboard/details_rishiraj__CatPPT-base,1,0.0136,0.0,0.88,0.0,0.8664,0.0,HellaSwag
open-llm-leaderboard/details_martyn__llama2-megamerge-dare-13b-v2,1,0.0407,0.0,0.85,0.0,0.8093,0.0,HellaSwag
open-llm-leaderboard/details_martyn__mistral-megamerge-dare-7b,1,0.0652,0.0,0.77,0.0,0.7048,0.0,HellaSwag
open-llm-leaderboard/details_perlthoughts__Chupacabra-8x7B-MoE,1,0.0289,0.0,0.89,0.0,0.8611,0.0,HellaSwag
open-llm-leaderboard/details_jondurbin__bagel-7b-v0.1,1,0.0486,0.0,0.88,0.0,0.8314,0.0,HellaSwag
open-llm-leaderboard/details_cyberagent__calm2-7b-chat,1,0.0288,0.0,0.71,0.0,0.6812,0.0,HellaSwag
open-llm-leaderboard/details_perlthoughts__Chupacabra-7B-v2.03,1,0.0627,0.0,0.91,0.0,0.8473,0.0,HellaSwag
open-llm-leaderboard/details_ehartford__dolphin-2.2-yi-34b-200k,1,0.0682,0.0,0.75,0.0,0.6818,0.0,HellaSwag
open-llm-leaderboard/details_kyujinpy__PlatYi-34B-200k-Q-FastChat,1,0.0454,0.0,0.89,0.0,0.8446,0.0,HellaSwag
open-llm-leaderboard/details_Intel__neural-chat-7b-v3-3,1,0.0174,0.0,0.87,0.0,0.8526,0.0,HellaSwag
open-llm-leaderboard/details_haoranxu__ALMA-13B,1,0.0571,0.0,0.86,0.0,0.8029,0.0,HellaSwag
open-llm-leaderboard/details_mrfakename__NeuralOrca-7B-v1,1,0.0193,0.0,0.87,0.0,0.8507,0.0,HellaSwag
open-llm-leaderboard/details_openaccess-ai-collective__DPOpenHermes-7B,1,0.021,0.0,0.88,0.0,0.859,0.0,HellaSwag
open-llm-leaderboard/details_fblgit__una-cybertron-7b-v2-bf16,1,0.0315,0.0,0.89,0.0,0.8585,0.0,HellaSwag
open-llm-leaderboard/details_Intel__neural-chat-7b-v3-1,1,0.014,0.0,0.85,0.0,0.836,0.0,HellaSwag
open-llm-leaderboard/details_Undi95__Llama2-13B-no_robots-alpaca-lora,1,0.0457,0.0,0.87,0.0,0.8243,0.0,HellaSwag
open-llm-leaderboard/details_elinas__chronos-70b-v2,1,0.025,0.0,0.89,0.0,0.865,0.0,HellaSwag
open-llm-leaderboard/details_chargoddard__storytime-13b,1,0.0204,0.0,0.86,0.0,0.8396,0.0,HellaSwag
open-llm-leaderboard/details_Sao10K__Stheno-1.8-L2-13B,1,0.0188,0.0,0.86,0.0,0.8412,0.0,HellaSwag
