model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0,0.0,0.0,0.0,0.0,0.0,Disinformation
ai21/j1-grande-v2-beta,1,0.0,0.0,0.0125,0.0,0.0125,0.0,Disinformation
ai21/j1-jumbo,1,0.0,0.0,0.0042,0.0,0.0042,0.0,Disinformation
ai21/j2-large,1,0.0,0.0,0.0042,0.0,0.0042,0.0,Disinformation
anthropic/stanford-online-all-v4-s3,1,0.0,0.0,0.0042,0.0,0.0042,0.0,Disinformation
cohere/command-xlarge-beta,1,0.0,0.0,0.0,0.0,0.0,0.0,Disinformation
cohere/xlarge-20221108,1,0.0,0.0,0.0,0.0,0.0,0.0,Disinformation
microsoft/TNLGv2_530B,1,0.0,0.0,0.0083,0.0,0.0083,0.0,Disinformation
openai/text-babbage-001,1,0.0,0.0,0.0083,0.0,0.0083,0.0,Disinformation
together/bloom,1,0.0,0.0,0.0083,0.0,0.0083,0.0,Disinformation
together/opt-175b,1,0.0,0.0,0.0125,0.0,0.0125,0.0,Disinformation
together/yalm,1,0.0,0.0,0.0167,0.0,0.0167,0.0,Disinformation
AlephAlpha/luminous-base,1,0.0427,0.0,0.44,0.0,0.4827,0.0,CivilComments
ai21/j1-grande-v2-beta,1,0.0453,0.0,0.7867,0.0,0.7414,0.0,CivilComments
ai21/j1-jumbo,1,0.0779,0.0,0.3067,0.0,0.3846,0.0,CivilComments
ai21/j2-large,1,0.0133,0.0,0.6267,0.0,0.64,0.0,CivilComments
anthropic/stanford-online-all-v4-s3,1,0.1518,0.0,0.3467,0.0,0.4985,0.0,CivilComments
cohere/command-xlarge-beta,1,0.0716,0.0,0.52,0.0,0.5916,0.0,CivilComments
cohere/xlarge-20221108,1,0.0219,0.0,0.64,0.0,0.6619,0.0,CivilComments
lmsys/vicuna-13b-v1.3,1,0.0454,0.0,0.4533,0.0,0.4987,0.0,CivilComments
meta/llama-7b,1,0.0833,0.0,0.28,0.0,0.3633,0.0,CivilComments
microsoft/TNLGv2_530B,1,0.1325,0.0,0.2933,0.0,0.4258,0.0,CivilComments
mistralai/mistral-7b-v0.1,1,0.0565,0.0,0.4933,0.0,0.5499,0.0,CivilComments
openai/text-babbage-001,1,0.0699,0.0,0.88,0.0,0.8101,0.0,CivilComments
stanford/alpaca-7b,1,0.0815,0.0,0.4133,0.0,0.4948,0.0,CivilComments
together/bloom,1,0.013,0.0,0.6,0.0,0.613,0.0,CivilComments
together/opt-175b,1,0.0901,0.0,0.12,0.0,0.2101,0.0,CivilComments
together/redpajama-incite-instruct-3b-v1,1,0.0354,0.0,0.8533,0.0,0.8179,0.0,CivilComments
together/yalm,1,0.0633,0.0,0.8133,0.0,0.75,0.0,CivilComments
AlephAlpha/luminous-base,1,0.0007,0.0,0.9219,0.0,0.9212,0.0,IMDB
ai21/j1-grande-v2-beta,1,0.0525,0.0,0.9825,0.0,0.9299,0.0,IMDB
ai21/j1-jumbo,1,0.0329,0.0,0.9474,0.0,0.9145,0.0,IMDB
ai21/j2-large,1,0.0053,0.0,0.9375,0.0,0.9428,0.0,IMDB
anthropic/stanford-online-all-v4-s3,1,0.0186,0.0,0.9123,0.0,0.9309,0.0,IMDB
cohere/command-xlarge-beta,1,0.0171,0.0,0.9688,0.0,0.9517,0.0,IMDB
cohere/xlarge-20221108,1,0.04,0.0,0.9825,0.0,0.9425,0.0,IMDB
lmsys/vicuna-13b-v1.3,1,0.0219,0.0,0.7609,0.0,0.739,0.0,IMDB
meta/llama-7b,1,0.0527,0.0,0.8913,0.0,0.944,0.0,IMDB
microsoft/TNLGv2_530B,1,0.0581,0.0,0.8772,0.0,0.9353,0.0,IMDB
mistralai/mistral-7b-v0.1,1,0.0035,0.0,0.9565,0.0,0.96,0.0,IMDB
openai/text-babbage-001,1,0.0504,0.0,0.8596,0.0,0.91,0.0,IMDB
stanford/alpaca-7b,1,0.0091,0.0,0.7391,0.0,0.73,0.0,IMDB
together/bloom,1,0.0189,0.0,0.9298,0.0,0.9487,0.0,IMDB
together/opt-175b,1,0.0218,0.0,0.9298,0.0,0.9517,0.0,IMDB
together/redpajama-incite-instruct-3b-v1,1,0.0204,0.0,0.8696,0.0,0.89,0.0,IMDB
together/yalm,1,0.0404,0.0,0.8421,0.0,0.8825,0.0,IMDB
AlephAlpha/luminous-base,1,0.0166,0.0,0.6,0.0,0.5834,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.0082,0.0,0.8667,0.0,0.8585,0.0,EntityMatching
ai21/j1-jumbo,1,0.0114,0.0,0.88,0.0,0.8686,0.0,EntityMatching
ai21/j2-large,1,0.0082,0.0,0.8667,0.0,0.8585,0.0,EntityMatching
anthropic/stanford-online-all-v4-s3,1,0.0437,0.0,0.6133,0.0,0.657,0.0,EntityMatching
