model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
ai21/jamba-1.5-mini,1,0.0025,0.0,0.7533,0.0,0.7559,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0186,0.0,0.7794,0.0,0.7609,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0193,0.0,0.8001,0.0,0.7808,0.0
anthropic/claude-instant-1.2,1,0.0135,0.0,0.6431,0.0,0.6296,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0036,0.0,0.5961,0.0,0.5925,0.0
deepseek-ai/deepseek-v3,1,0.0359,0.0,0.8323,0.0,0.7964,0.0
google/gemini-2.0-flash-exp,1,0.0019,0.0,0.785,0.0,0.7869,0.0
google/gemma-2-27b-it,1,0.0518,0.0,0.8437,0.0,0.7918,0.0
google/gemma-2-9b-it,1,0.0186,0.0,0.7611,0.0,0.7797,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0115,0.0,0.7275,0.0,0.7389,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0249,0.0,0.7478,0.0,0.7229,0.0
mistralai/mistral-large-2407,1,0.0224,0.0,0.8038,0.0,0.7814,0.0
mistralai/mistral-medium-2312,1,0.005,0.0,0.4555,0.0,0.4505,0.0
openai/gpt-4-0613,1,0.0033,0.0,0.7754,0.0,0.7787,0.0
qwen/qwen1.5-110b-chat,1,0.0103,0.0,0.7407,0.0,0.7304,0.0
qwen/qwen1.5-32b,1,0.0065,0.0,0.5842,0.0,0.5907,0.0
qwen/qwen1.5-72b,1,0.0053,0.0,0.611,0.0,0.6057,0.0
qwen/qwen2-72b-instruct,1,0.0003,0.0,0.7376,0.0,0.7373,0.0
tiiuae/falcon-40b,1,0.0446,0.0,0.7175,0.0,0.6729,0.0
tiiuae/falcon-7b,1,0.0003,0.0,0.6327,0.0,0.633,0.0
upstage/solar-pro-241126,1,0.0044,0.0,0.7667,0.0,0.7623,0.0
writer/palmyra-x-v3,1,0.0088,0.0,0.7057,0.0,0.7144,0.0
