model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-34b,1,0.0855,0.0,0.56,0.0,0.6455,0.0,MMLU-Lite
ai21/j2-grande,1,0.0279,0.0,0.49,0.0,0.4621,0.0,MMLU-Lite
amazon/nova-micro-v1:0,1,0.0163,0.0,0.66,0.0,0.6437,0.0,MMLU-Lite
anthropic/claude-3-opus-20240229,1,0.0484,0.0,0.71,0.0,0.7584,0.0,MMLU-Lite
anthropic/claude-v1.3,1,0.0368,0.0,0.67,0.0,0.6332,0.0,MMLU-Lite
cohere/command,1,0.008,0.0,0.53,0.0,0.522,0.0,MMLU-Lite
databricks/dbrx-instruct,1,0.032,0.0,0.61,0.0,0.642,0.0,MMLU-Lite
google/text-bison@001,1,0.0349,0.0,0.57,0.0,0.6049,0.0,MMLU-Lite
meta/llama-3.2-90b-vision-instruct-turbo,1,0.1037,0.0,0.6,0.0,0.7037,0.0,MMLU-Lite
meta/llama-65b,1,0.0685,0.0,0.51,0.0,0.5785,0.0,MMLU-Lite
microsoft/phi-3-small-8k-instruct,1,0.0796,0.0,0.58,0.0,0.6596,0.0,MMLU-Lite
mistralai/mistral-7b-instruct-v0.3,1,0.0203,0.0,0.53,0.0,0.5097,0.0,MMLU-Lite
mistralai/mistral-7b-v0.1,1,0.0102,0.0,0.57,0.0,0.5802,0.0,MMLU-Lite
mistralai/mixtral-8x7b-32kseqlen,1,0.0673,0.0,0.58,0.0,0.6473,0.0,MMLU-Lite
mistralai/open-mistral-nemo-2407,1,0.0004,0.0,0.6,0.0,0.5996,0.0,MMLU-Lite
openai/gpt-4-0613,1,0.0472,0.0,0.69,0.0,0.7372,0.0,MMLU-Lite
openai/gpt-4o-2024-08-06,1,0.036,0.0,0.71,0.0,0.746,0.0,MMLU-Lite
openai/text-davinci-003,1,0.022,0.0,0.53,0.0,0.552,0.0,MMLU-Lite
qwen/qwen1.5-14b,1,0.0273,0.0,0.59,0.0,0.6173,0.0,MMLU-Lite
qwen/qwen1.5-72b,1,0.0573,0.0,0.59,0.0,0.6473,0.0,MMLU-Lite
qwen/qwen2-72b-instruct,1,0.0743,0.0,0.7,0.0,0.7743,0.0,MMLU-Lite
qwen/qwen2.5-7b-instruct-turbo,1,0.0396,0.0,0.62,0.0,0.6596,0.0,MMLU-Lite
01-ai/yi-34b,1,0.062,0.0,0.71,0.0,0.648,0.0,GSM8K-Lite
ai21/j2-grande,1,0.041,0.0,0.2,0.0,0.159,0.0,GSM8K-Lite
amazon/nova-micro-v1:0,1,0.036,0.0,0.83,0.0,0.794,0.0,GSM8K-Lite
anthropic/claude-3-opus-20240229,1,0.024,0.0,0.9,0.0,0.924,0.0,GSM8K-Lite
