model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0033,0.0,0.1591,0.0,0.1557,0.0
ai21/j2-grande,1,0.0068,0.0,0.1012,0.0,0.0943,0.0
amazon/nova-micro-v1:0,1,0.0098,0.0,0.181,0.0,0.1712,0.0
anthropic/claude-3-opus-20240229,1,0.0065,0.0,0.2066,0.0,0.2131,0.0
anthropic/claude-v1.3,1,0.0149,0.0,0.1796,0.0,0.1945,0.0
cohere/command,1,0.0027,0.0,0.0828,0.0,0.0802,0.0
databricks/dbrx-instruct,1,0.0041,0.0,0.1125,0.0,0.1166,0.0
google/text-bison@001,1,0.0024,0.0,0.2132,0.0,0.2108,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0168,0.0,0.2151,0.0,0.1983,0.0
meta/llama-65b,1,0.0118,0.0,0.181,0.0,0.1692,0.0
microsoft/phi-3-small-8k-instruct,1,0.0064,0.0,0.1343,0.0,0.1407,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0069,0.0,0.1226,0.0,0.1295,0.0
mistralai/mistral-7b-v0.1,1,0.0005,0.0,0.1465,0.0,0.146,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0077,0.0,0.1788,0.0,0.1711,0.0
mistralai/open-mistral-nemo-2407,1,0.03,0.0,0.1907,0.0,0.1607,0.0
openai/gpt-4-0613,1,0.0003,0.0,0.1892,0.0,0.1889,0.0
openai/gpt-4o-2024-08-06,1,0.0161,0.0,0.2177,0.0,0.2016,0.0
openai/text-davinci-003,1,0.0029,0.0,0.1676,0.0,0.1705,0.0
qwen/qwen1.5-14b,1,0.0093,0.0,0.1697,0.0,0.1604,0.0
qwen/qwen1.5-72b,1,0.0014,0.0,0.1813,0.0,0.1799,0.0
qwen/qwen2-72b-instruct,1,0.0137,0.0,0.1988,0.0,0.1851,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0237,0.0,0.1652,0.0,0.1415,0.0
