model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-6b,1,0.06,0.0,0.86,0.0,0.8,0.0,OpenBookQA
01-ai/yi-large-preview,1,0.006,0.0,0.94,0.0,0.946,0.0,OpenBookQA
allenai/olmo-7b,1,0.062,0.0,0.16,0.0,0.222,0.0,OpenBookQA
amazon/nova-micro-v1:0,1,0.052,0.0,0.94,0.0,0.888,0.0,OpenBookQA
anthropic/claude-2.1,1,0.028,0.0,0.9,0.0,0.872,0.0,OpenBookQA
anthropic/claude-3-5-haiku-20241022,1,0.026,0.0,0.88,0.0,0.854,0.0,OpenBookQA
anthropic/claude-3-sonnet-20240229,1,0.002,0.0,0.92,0.0,0.918,0.0,OpenBookQA
anthropic/claude-instant-1.2,1,0.004,0.0,0.84,0.0,0.844,0.0,OpenBookQA
google/gemini-1.5-flash-001,1,0.012,0.0,0.94,0.0,0.928,0.0,OpenBookQA
meta/llama-2-7b,1,0.024,0.0,0.52,0.0,0.544,0.0,OpenBookQA
meta/llama-3-8b,1,0.094,0.0,0.86,0.0,0.766,0.0,OpenBookQA
meta/llama-3.1-8b-instruct-turbo,1,0.08,0.0,0.82,0.0,0.74,0.0,OpenBookQA
meta/llama-3.2-11b-vision-instruct-turbo,1,0.076,0.0,0.8,0.0,0.724,0.0,OpenBookQA
microsoft/phi-2,1,0.022,0.0,0.82,0.0,0.798,0.0,OpenBookQA
microsoft/phi-3-small-8k-instruct,1,0.032,0.0,0.88,0.0,0.912,0.0,OpenBookQA
mistralai/mistral-large-2402,1,0.034,0.0,0.86,0.0,0.894,0.0,OpenBookQA
mistralai/mistral-medium-2312,1,0.07,0.0,0.76,0.0,0.83,0.0,OpenBookQA
mistralai/mistral-small-2402,1,0.058,0.0,0.92,0.0,0.862,0.0,OpenBookQA
openai/text-davinci-003,1,0.052,0.0,0.88,0.0,0.828,0.0,OpenBookQA
qwen/qwen1.5-32b,1,0.048,0.0,0.98,0.0,0.932,0.0,OpenBookQA
tiiuae/falcon-40b,1,0.018,0.0,0.68,0.0,0.662,0.0,OpenBookQA
upstage/solar-pro-241126,1,0.022,0.0,0.9,0.0,0.922,0.0,OpenBookQA
01-ai/yi-6b,1,0.0566,0.0,0.1633,0.0,0.1067,0.0,WMT-14 Translation
01-ai/yi-large-preview,1,0.0827,0.0,0.2428,0.0,0.1601,0.0,WMT-14 Translation
allenai/olmo-7b,1,0.0705,0.0,0.1618,0.0,0.0912,0.0,WMT-14 Translation
amazon/nova-micro-v1:0,1,0.0573,0.0,0.2285,0.0,0.1712,0.0,WMT-14 Translation
anthropic/claude-2.1,1,0.0658,0.0,0.2478,0.0,0.1819,0.0,WMT-14 Translation
anthropic/claude-3-5-haiku-20241022,1,0.0601,0.0,0.1808,0.0,0.1208,0.0,WMT-14 Translation
anthropic/claude-3-sonnet-20240229,1,0.0896,0.0,0.2847,0.0,0.195,0.0,WMT-14 Translation
anthropic/claude-instant-1.2,1,0.0765,0.0,0.2502,0.0,0.1737,0.0,WMT-14 Translation
google/gemini-1.5-flash-001,1,0.0833,0.0,0.2862,0.0,0.2029,0.0,WMT-14 Translation
meta/llama-2-7b,1,0.1015,0.0,0.232,0.0,0.1305,0.0,WMT-14 Translation
meta/llama-3-8b,1,0.0836,0.0,0.25,0.0,0.1664,0.0,WMT-14 Translation
meta/llama-3.1-8b-instruct-turbo,1,0.0846,0.0,0.2446,0.0,0.16,0.0,WMT-14 Translation
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0874,0.0,0.2457,0.0,0.1583,0.0,WMT-14 Translation
microsoft/phi-2,1,0.018,0.0,0.055,0.0,0.037,0.0,WMT-14 Translation
microsoft/phi-3-small-8k-instruct,1,0.0603,0.0,0.201,0.0,0.1407,0.0,WMT-14 Translation
mistralai/mistral-large-2402,1,0.0485,0.0,0.2124,0.0,0.1639,0.0,WMT-14 Translation
mistralai/mistral-medium-2312,1,0.0751,0.0,0.2259,0.0,0.1508,0.0,WMT-14 Translation
mistralai/mistral-small-2402,1,0.0863,0.0,0.2399,0.0,0.1535,0.0,WMT-14 Translation
openai/text-davinci-003,1,0.0951,0.0,0.2656,0.0,0.1705,0.0,WMT-14 Translation
qwen/qwen1.5-32b,1,0.0751,0.0,0.2485,0.0,0.1734,0.0,WMT-14 Translation
tiiuae/falcon-40b,1,0.0802,0.0,0.2243,0.0,0.1441,0.0,WMT-14 Translation
upstage/solar-pro-241126,1,0.0539,0.0,0.2066,0.0,0.1527,0.0,WMT-14 Translation
01-ai/yi-6b,1,0.0821,0.0,0.2279,0.0,0.31,0.0,NaturalQA
01-ai/yi-large-preview,1,0.0375,0.0,0.3902,0.0,0.4277,0.0,NaturalQA
allenai/olmo-7b,1,0.0791,0.0,0.1795,0.0,0.2586,0.0,NaturalQA
amazon/nova-micro-v1:0,1,0.0382,0.0,0.2465,0.0,0.2847,0.0,NaturalQA
anthropic/claude-2.1,1,0.029,0.0,0.3461,0.0,0.3751,0.0,NaturalQA
anthropic/claude-3-5-haiku-20241022,1,0.0144,0.0,0.3294,0.0,0.3439,0.0,NaturalQA
anthropic/claude-3-sonnet-20240229,1,0.0255,0.0,0.0538,0.0,0.0283,0.0,NaturalQA
anthropic/claude-instant-1.2,1,0.0811,0.0,0.2621,0.0,0.3432,0.0,NaturalQA
google/gemini-1.5-flash-001,1,0.0679,0.0,0.2645,0.0,0.3324,0.0,NaturalQA
meta/llama-2-7b,1,0.1205,0.0,0.2121,0.0,0.3326,0.0,NaturalQA
meta/llama-3-8b,1,0.0881,0.0,0.2899,0.0,0.378,0.0,NaturalQA
meta/llama-3.1-8b-instruct-turbo,1,0.0279,0.0,0.181,0.0,0.209,0.0,NaturalQA
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0012,0.0,0.233,0.0,0.2342,0.0,NaturalQA
microsoft/phi-2,1,0.0806,0.0,0.0746,0.0,0.1552,0.0,NaturalQA
microsoft/phi-3-small-8k-instruct,1,0.0506,0.0,0.2731,0.0,0.3237,0.0,NaturalQA
mistralai/mistral-large-2402,1,0.0515,0.0,0.2596,0.0,0.3111,0.0,NaturalQA
mistralai/mistral-medium-2312,1,0.0167,0.0,0.273,0.0,0.2897,0.0,NaturalQA
mistralai/mistral-small-2402,1,0.0612,0.0,0.243,0.0,0.3042,0.0,NaturalQA
openai/text-davinci-003,1,0.06,0.0,0.3534,0.0,0.4134,0.0,NaturalQA
qwen/qwen1.5-32b,1,0.1151,0.0,0.2383,0.0,0.3534,0.0,NaturalQA
tiiuae/falcon-40b,1,0.0518,0.0,0.3406,0.0,0.3924,0.0,NaturalQA
upstage/solar-pro-241126,1,0.0651,0.0,0.2323,0.0,0.2973,0.0,NaturalQA
01-ai/yi-6b,1,0.0948,0.0,0.617,0.0,0.5222,0.0,LegalBench
01-ai/yi-large-preview,1,0.0582,0.0,0.383,0.0,0.4411,0.0,LegalBench
allenai/olmo-7b,1,0.0702,0.0,0.4468,0.0,0.3766,0.0,LegalBench
amazon/nova-micro-v1:0,1,0.0107,0.0,0.617,0.0,0.6277,0.0,LegalBench
anthropic/claude-2.1,1,0.0309,0.0,0.5319,0.0,0.5628,0.0,LegalBench
anthropic/claude-3-5-haiku-20241022,1,0.0005,0.0,0.5745,0.0,0.575,0.0,LegalBench
anthropic/claude-3-sonnet-20240229,1,0.0609,0.0,0.4468,0.0,0.3859,0.0,LegalBench
anthropic/claude-instant-1.2,1,0.0266,0.0,0.4468,0.0,0.4734,0.0,LegalBench
google/gemini-1.5-flash-001,1,0.1211,0.0,0.7234,0.0,0.6023,0.0,LegalBench
meta/llama-2-7b,1,0.13,0.0,0.6596,0.0,0.5296,0.0,LegalBench
meta/llama-3-8b,1,0.0548,0.0,0.6596,0.0,0.6048,0.0,LegalBench
meta/llama-3.1-8b-instruct-turbo,1,0.0059,0.0,0.234,0.0,0.2281,0.0,LegalBench
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0377,0.0,0.2979,0.0,0.3356,0.0,LegalBench
microsoft/phi-2,1,0.0173,0.0,0.3617,0.0,0.3444,0.0,LegalBench
microsoft/phi-3-small-8k-instruct,1,0.042,0.0,0.5745,0.0,0.5325,0.0,LegalBench
mistralai/mistral-large-2402,1,0.0113,0.0,0.4595,0.0,0.4481,0.0,LegalBench
mistralai/mistral-medium-2312,1,0.0549,0.0,0.2553,0.0,0.3102,0.0,LegalBench
mistralai/mistral-small-2402,1,0.033,0.0,0.1892,0.0,0.2222,0.0,LegalBench
openai/text-davinci-003,1,0.068,0.0,0.6596,0.0,0.5916,0.0,LegalBench
qwen/qwen1.5-32b,1,0.0543,0.0,0.6596,0.0,0.6053,0.0,LegalBench
tiiuae/falcon-40b,1,0.0632,0.0,0.5106,0.0,0.4475,0.0,LegalBench
upstage/solar-pro-241126,1,0.0313,0.0,0.6596,0.0,0.6282,0.0,LegalBench
