model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-large-preview,1,0.004,0.0,0.66,0.0,0.664,0.0
anthropic/claude-2.0,1,0.029,0.0,0.6,0.0,0.629,0.0
anthropic/claude-2.1,1,0.037,0.0,0.6,0.0,0.637,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.011,0.0,0.82,0.0,0.831,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.013,0.0,0.84,0.0,0.853,0.0
anthropic/claude-3-sonnet-20240229,1,0.01,0.0,0.68,0.0,0.69,0.0
anthropic/claude-instant-1.2,1,0.108,0.0,0.44,0.0,0.548,0.0
anthropic/claude-v1.3,1,0.028,0.0,0.58,0.0,0.608,0.0
cohere/command,1,0.105,0.0,0.54,0.0,0.435,0.0
deepseek-ai/deepseek-v3,1,0.069,0.0,0.88,0.0,0.811,0.0
google/gemma-2-27b-it,1,0.012,0.0,0.66,0.0,0.672,0.0
meta/llama-2-7b,1,0.041,0.0,0.32,0.0,0.361,0.0
meta/llama-3-8b,1,0.052,0.0,0.62,0.0,0.568,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.027,0.0,0.88,0.0,0.853,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.056,0.0,0.88,0.0,0.824,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.016,0.0,0.48,0.0,0.496,0.0
openai/gpt-4o-2024-05-13,1,0.019,0.0,0.88,0.0,0.861,0.0
qwen/qwen1.5-72b,1,0.024,0.0,0.64,0.0,0.664,0.0
snowflake/snowflake-arctic-instruct,1,0.012,0.0,0.54,0.0,0.552,0.0
tiiuae/falcon-40b,1,0.072,0.0,0.34,0.0,0.412,0.0
tiiuae/falcon-7b,1,0.073,0.0,0.34,0.0,0.267,0.0
writer/palmyra-x-v3,1,0.019,0.0,0.7,0.0,0.681,0.0
