model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.0108,0.0,0.1174,0.0,0.1067,0.0
01-ai/yi-large-preview,1,0.0023,0.0,0.1624,0.0,0.1601,0.0
AlephAlpha/luminous-base,1,0.0053,0.0,0.0573,0.0,0.0625,0.0
AlephAlpha/luminous-extended,1,0.0079,0.0,0.0848,0.0,0.0769,0.0
ai21/j2-grande,1,0.0257,0.0,0.1201,0.0,0.0943,0.0
ai21/jamba-1.5-mini,1,0.0397,0.0,0.2046,0.0,0.1648,0.0
ai21/jamba-instruct,1,0.0379,0.0,0.186,0.0,0.148,0.0
allenai/olmo-7b,1,0.0198,0.0,0.111,0.0,0.0912,0.0
amazon/nova-lite-v1:0,1,0.0278,0.0,0.2091,0.0,0.1812,0.0
anthropic/claude-2.0,1,0.0492,0.0,0.2415,0.0,0.1923,0.0
anthropic/claude-2.1,1,0.0236,0.0,0.2055,0.0,0.1819,0.0
anthropic/claude-3-5-haiku-20241022,1,0.0255,0.0,0.1463,0.0,0.1208,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0308,0.0,0.2358,0.0,0.205,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0469,0.0,0.2493,0.0,0.2023,0.0
anthropic/claude-3-haiku-20240307,1,0.0284,0.0,0.1583,0.0,0.1299,0.0
anthropic/claude-3-opus-20240229,1,0.04,0.0,0.2532,0.0,0.2131,0.0
anthropic/claude-instant-1.2,1,0.035,0.0,0.2087,0.0,0.1737,0.0
anthropic/claude-v1.3,1,0.0457,0.0,0.2402,0.0,0.1945,0.0
cohere/command-light,1,0.0043,0.0,0.0189,0.0,0.0233,0.0
cohere/command-r-plus,1,0.0411,0.0,0.2236,0.0,0.1825,0.0
databricks/dbrx-instruct,1,0.0186,0.0,0.1352,0.0,0.1166,0.0
