model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
open-llm-leaderboard/details_meta-math__MetaMath-70B-V1.0,1,0.0137,0.0,0.6733,0.0,0.6871,0.0,MMLU
open-llm-leaderboard/details_meta-math__MetaMath-Mistral-7B,1,0.0134,0.0,0.5967,0.0,0.6101,0.0,MMLU
open-llm-leaderboard/details_ed001__datascience-coder-6.7b,1,0.0078,0.0,0.37,0.0,0.3622,0.0,MMLU
open-llm-leaderboard/details_WizardLM__WizardMath-7B-V1.0,1,0.0033,0.0,0.4533,0.0,0.45,0.0,MMLU
open-llm-leaderboard/details_defog__sqlcoder-34b-alpha,1,0.0186,0.0,0.5433,0.0,0.5248,0.0,MMLU
open-llm-leaderboard/details_mrm8488__llama-2-coder-7b,1,0.0117,0.0,0.4433,0.0,0.4551,0.0,MMLU
open-llm-leaderboard/details_jondurbin__airocoder-34b-2.1,1,0.0062,0.0,0.4933,0.0,0.4872,0.0,MMLU
open-llm-leaderboard/details_qblocks__falcon_7b_DolphinCoder,1,0.0188,0.0,0.2833,0.0,0.2645,0.0,MMLU
open-llm-leaderboard/details_GeorgiaTechResearchInstitute__starcoder-gpteacher-code-instruct,1,0.0245,0.0,0.2567,0.0,0.2812,0.0,MMLU
open-llm-leaderboard/details_AdaptLLM__finance-chat,1,0.0566,0.0,0.5467,0.0,0.49,0.0,MMLU
open-llm-leaderboard/details_ceadar-ie__FinanceConnect-13B,1,0.0085,0.0,0.5167,0.0,0.5081,0.0,MMLU
open-llm-leaderboard/details_lgaalves__gpt-2-xl_camel-ai-physics,1,0.0042,0.0,0.27,0.0,0.2658,0.0,MMLU
open-llm-leaderboard/details_deepseek-ai__deepseek-moe-16b-base,1,0.0157,0.0,0.4367,0.0,0.4524,0.0,MMLU
open-llm-leaderboard/details_wang7776__Mistral-7B-Instruct-v0.2-sparsity-20,1,0.0141,0.0,0.4767,0.0,0.4625,0.0,MMLU
open-llm-leaderboard/details_nfaheem__Marcoroni-7b-DPO-Merge,1,0.0195,0.0,0.6167,0.0,0.6362,0.0,MMLU
