model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0771,0.0,0.36,0.0,0.4371,0.0
01-ai/yi-6b,1,0.0135,0.0,0.16,0.0,0.1465,0.0
01-ai/yi-large-preview,1,0.034,0.0,0.78,0.0,0.746,0.0
AlephAlpha/luminous-base,1,0.0252,0.0,0.0,0.0,0.0252,0.0
AlephAlpha/luminous-supreme,1,0.0201,0.0,0.06,0.0,0.0801,0.0
ai21/j2-grande,1,0.0264,0.0,0.04,0.0,0.0664,0.0
ai21/j2-jumbo,1,0.0253,0.0,0.08,0.0,0.1053,0.0
ai21/jamba-1.5-large,1,0.0037,0.0,0.74,0.0,0.7437,0.0
ai21/jamba-1.5-mini,1,0.0905,0.0,0.42,0.0,0.3295,0.0
ai21/jamba-instruct,1,0.0744,0.0,0.5,0.0,0.4256,0.0
allenai/olmo-7b,1,0.0166,0.0,0.02,0.0,0.0366,0.0
amazon/nova-lite-v1:0,1,0.0499,0.0,0.86,0.0,0.8101,0.0
amazon/nova-micro-v1:0,1,0.0282,0.0,0.82,0.0,0.7918,0.0
anthropic/claude-2.0,1,0.0613,0.0,0.6,0.0,0.6613,0.0
anthropic/claude-2.1,1,0.0043,0.0,0.7,0.0,0.6957,0.0
anthropic/claude-3-5-haiku-20241022,1,0.0007,0.0,0.9,0.0,0.8993,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0539,0.0,0.88,0.0,0.8261,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0155,0.0,0.94,0.0,0.9245,0.0
anthropic/claude-3-haiku-20240307,1,0.0368,0.0,0.16,0.0,0.1968,0.0
anthropic/claude-3-opus-20240229,1,0.0295,0.0,0.76,0.0,0.7895,0.0
anthropic/claude-3-sonnet-20240229,1,0.013,0.0,0.1,0.0,0.087,0.0
anthropic/claude-v1.3,1,0.0018,0.0,0.6,0.0,0.6018,0.0
cohere/command-light,1,0.0007,0.0,0.1,0.0,0.1007,0.0
cohere/command-r-plus,1,0.1177,0.0,0.34,0.0,0.4577,0.0
cohere/command,1,0.0346,0.0,0.3,0.0,0.2654,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0099,0.0,0.64,0.0,0.6499,0.0
google/gemini-1.0-pro-002,1,0.0638,0.0,0.78,0.0,0.7162,0.0
google/gemini-1.5-flash-002,1,0.0309,0.0,0.96,0.0,0.9291,0.0
google/gemini-1.5-pro-001,1,0.0373,0.0,0.9,0.0,0.8627,0.0
google/gemini-1.5-pro-002,1,0.0264,0.0,0.96,0.0,0.9336,0.0
google/gemma-2-27b-it,1,0.0328,0.0,0.82,0.0,0.7872,0.0
google/gemma-2-9b-it,1,0.0111,0.0,0.78,0.0,0.7689,0.0
google/gemma-7b,1,0.0852,0.0,0.48,0.0,0.5652,0.0
google/text-bison@001,1,0.0416,0.0,0.4,0.0,0.4416,0.0
meta/llama-2-13b,1,0.0519,0.0,0.18,0.0,0.1281,0.0
meta/llama-2-70b,1,0.0362,0.0,0.4,0.0,0.3638,0.0
meta/llama-2-7b,1,0.043,0.0,0.06,0.0,0.103,0.0
meta/llama-3-70b,1,0.034,0.0,0.68,0.0,0.714,0.0
meta/llama-3-8b,1,0.0456,0.0,0.38,0.0,0.4256,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0396,0.0,0.9,0.0,0.8604,0.0
