model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.0767,0.0,0.6357,0.0,0.7124,0.0
AlephAlpha/luminous-extended,1,0.0104,0.0,0.6951,0.0,0.6847,0.0
ai21/jamba-1.5-mini,1,0.0319,0.0,0.7239,0.0,0.7559,0.0
ai21/jamba-instruct,1,0.0215,0.0,0.6463,0.0,0.6678,0.0
allenai/olmo-7b,1,0.0609,0.0,0.6737,0.0,0.6128,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0008,0.0,0.7617,0.0,0.7609,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0296,0.0,0.7512,0.0,0.7808,0.0
anthropic/claude-3-haiku-20240307,1,0.0137,0.0,0.2283,0.0,0.242,0.0
anthropic/claude-3-sonnet-20240229,1,0.0054,0.0,0.1119,0.0,0.1173,0.0
cohere/command-r,1,0.0106,0.0,0.7435,0.0,0.7329,0.0
deepseek-ai/deepseek-v3,1,0.0315,0.0,0.7649,0.0,0.7964,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0211,0.0,0.7732,0.0,0.7521,0.0
meta/llama-3.3-70b-instruct-turbo,1,0.0092,0.0,0.801,0.0,0.7918,0.0
meta/llama-65b,1,0.0143,0.0,0.7519,0.0,0.7663,0.0
mistralai/mistral-large-2402,1,0.0314,0.0,0.4284,0.0,0.4598,0.0
mistralai/mistral-small-2402,1,0.0293,0.0,0.509,0.0,0.5384,0.0
qwen/qwen2-72b-instruct,1,0.0234,0.0,0.7608,0.0,0.7373,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0362,0.0,0.7208,0.0,0.757,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0039,0.0,0.7444,0.0,0.7405,0.0
snowflake/snowflake-arctic-instruct,1,0.0037,0.0,0.6466,0.0,0.6503,0.0
tiiuae/falcon-7b,1,0.0214,0.0,0.6544,0.0,0.633,0.0
writer/palmyra-x-004,1,0.0261,0.0,0.7503,0.0,0.7764,0.0
