model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.029,0.0,0.359,0.0,0.33,0.0,QuAC
ai21/j1-jumbo,1,0.0081,0.0,0.3375,0.0,0.3456,0.0,QuAC
anthropic/stanford-online-all-v4-s3,1,0.069,0.0,0.3422,0.0,0.4113,0.0,QuAC
cohere/large-20220720,1,0.0912,0.0,0.2446,0.0,0.3358,0.0,QuAC
cohere/medium-20220720,1,0.0442,0.0,0.3124,0.0,0.2682,0.0,QuAC
cohere/xlarge-20220609,1,0.0094,0.0,0.3417,0.0,0.3511,0.0,QuAC
meta/llama-2-7b,1,0.0371,0.0,0.4433,0.0,0.4062,0.0,QuAC
microsoft/TNLGv2_7B,1,0.0921,0.0,0.2445,0.0,0.3366,0.0,QuAC
mosaicml/mpt-instruct-30b,1,0.0033,0.0,0.3337,0.0,0.3305,0.0,QuAC
openai/ada,1,0.1301,0.0,0.0927,0.0,0.2228,0.0,QuAC
openai/text-babbage-001,1,0.0091,0.0,0.2615,0.0,0.2706,0.0,QuAC
stanford/alpaca-7b,1,0.0064,0.0,0.2756,0.0,0.2691,0.0,QuAC
together/opt-175b,1,0.0967,0.0,0.2673,0.0,0.364,0.0,QuAC
together/ul2,1,0.0284,0.0,0.1142,0.0,0.1426,0.0,QuAC
together/yalm,1,0.036,0.0,0.1134,0.0,0.1494,0.0,QuAC
writer/palmyra-x,1,0.0103,0.0,0.4564,0.0,0.4667,0.0,QuAC
AlephAlpha/luminous-base,1,0.073,0.0,0.44,0.0,0.513,0.0,LegalSupport
ai21/j1-jumbo,1,0.078,0.0,0.56,0.0,0.482,0.0,LegalSupport
anthropic/stanford-online-all-v4-s3,1,0.119,0.0,0.72,0.0,0.601,0.0,LegalSupport
cohere/large-20220720,1,0.068,0.0,0.56,0.0,0.492,0.0,LegalSupport
cohere/medium-20220720,1,0.096,0.0,0.6,0.0,0.504,0.0,LegalSupport
cohere/xlarge-20220609,1,0.08,0.0,0.48,0.0,0.56,0.0,LegalSupport
meta/llama-2-7b,1,0.13,0.0,0.64,0.0,0.51,0.0,LegalSupport
microsoft/TNLGv2_7B,1,0.107,0.0,0.6,0.0,0.493,0.0,LegalSupport
mosaicml/mpt-instruct-30b,1,0.09,0.0,0.44,0.0,0.53,0.0,LegalSupport
openai/ada,1,0.052,0.0,0.48,0.0,0.428,0.0,LegalSupport
openai/text-babbage-001,1,0.077,0.0,0.44,0.0,0.517,0.0,LegalSupport
stanford/alpaca-7b,1,0.08,0.0,0.56,0.0,0.48,0.0,LegalSupport
together/opt-175b,1,0.118,0.0,0.4,0.0,0.518,0.0,LegalSupport
together/ul2,1,0.05,0.0,0.44,0.0,0.49,0.0,LegalSupport
together/yalm,1,0.077,0.0,0.56,0.0,0.483,0.0,LegalSupport
writer/palmyra-x,1,0.032,0.0,0.68,0.0,0.648,0.0,LegalSupport
AlephAlpha/luminous-base,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
ai21/j1-jumbo,1,0.095,0.0,0.28,0.0,0.185,0.0,SRN
anthropic/stanford-online-all-v4-s3,1,0.1803,0.0,0.4133,0.0,0.233,0.0,SRN
cohere/large-20220720,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
cohere/medium-20220720,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
cohere/xlarge-20220609,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
meta/llama-2-7b,1,0.0037,0.0,0.3333,0.0,0.3297,0.0,SRN
microsoft/TNLGv2_7B,1,0.0567,0.0,0.2667,0.0,0.21,0.0,SRN
mosaicml/mpt-instruct-30b,1,0.0248,0.0,0.4667,0.0,0.4418,0.0,SRN
openai/ada,1,0.0578,0.0,0.16,0.0,0.1022,0.0,SRN
openai/text-babbage-001,1,0.0377,0.0,0.2,0.0,0.2377,0.0,SRN
stanford/alpaca-7b,1,0.1345,0.0,0.1067,0.0,0.2412,0.0,SRN
together/opt-175b,1,0.1493,0.0,0.4933,0.0,0.344,0.0,SRN
together/ul2,1,0.0683,0.0,0.2533,0.0,0.185,0.0,SRN
together/yalm,1,0.0528,0.0,0.0933,0.0,0.0405,0.0,SRN
writer/palmyra-x,1,0.0137,0.0,0.6533,0.0,0.667,0.0,SRN
