model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0413,0.0,0.2179,0.0,0.1766,0.0
ai21/j1-grande-v2-beta,1,0.0115,0.0,0.2632,0.0,0.2748,0.0
ai21/j1-jumbo,1,0.0088,0.0,0.2383,0.0,0.2471,0.0
ai21/j2-large,1,0.0593,0.0,0.2916,0.0,0.2324,0.0
cohere/command-xlarge-beta,1,0.0223,0.0,0.3414,0.0,0.3191,0.0
cohere/small-20220720,1,0.0322,0.0,0.0941,0.0,0.0619,0.0
meta/llama-2-70b,1,0.021,0.0,0.4363,0.0,0.4152,0.0
meta/llama-65b,1,0.0184,0.0,0.4098,0.0,0.3915,0.0
mosaicml/mpt-instruct-30b,1,0.0531,0.0,0.3008,0.0,0.2476,0.0
openai/babbage,1,0.0408,0.0,0.1376,0.0,0.0968,0.0
openai/gpt-3.5-turbo-0613,1,0.0209,0.0,0.3153,0.0,0.2943,0.0
openai/text-davinci-003,1,0.0445,0.0,0.4127,0.0,0.3683,0.0
together/redpajama-incite-instruct-3b-v1,1,0.0137,0.0,0.1825,0.0,0.1689,0.0
together/t0pp,1,0.0045,0.0,0.0437,0.0,0.0391,0.0
together/t5-11b,1,0.0327,0.0,0.1972,0.0,0.1645,0.0
together/yalm,1,0.0088,0.0,0.0686,0.0,0.0598,0.0
